ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1990,1990-09-09,1,22.167,DET,,TAM,L 21-38,,0,0,,0,,,0,0,,0,1,12,12.00,0,0,0,,0,0,0
2,1990,1990-09-16,2,22.174,DET,,ATL,W 21-14,,0,0,,0,,,0,0,,0,3,42,14.00,0,0,0,,0,0,0
3,1990,1990-09-23,3,22.181,DET,@,TAM,L 20-23,,0,0,,0,,,0,0,,0,1,21,21.00,0,0,0,,0,0,0
4,1990,1990-09-30,4,22.188,DET,,GNB,L 21-24,,0,0,,0,,,0,0,,0,1,27,27.00,0,0,0,,0,0,0
5,1990,1990-10-07,5,22.195,DET,@,MIN,W 34-27,,1,29,29.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
6,1990,1990-10-14,6,22.202,DET,@,KAN,L 24-43,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
7,1990,1990-10-28,7,22.216,DET,@,NOR,W 27-10,,0,0,,0,,,0,0,,0,0,0,,0,1,0,0.00,0,0,0
8,1990,1990-11-04,8,22.223,DET,,WAS,L 38-41,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
9,1990,1990-11-11,9,22.230,DET,,MIN,L 7-17,,4,53,13.25,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
10,1990,1990-11-18,10,22.237,DET,@,NYG,L 0-20,,7,33,4.71,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
11,1990,1990-11-22,11,22.241,DET,,DEN,W 40-27,,2,15,7.50,0,,,0,0,,0,2,39,19.50,0,0,0,,0,0,0
12,1990,1990-12-02,12,22.251,DET,@,CHI,L 17-23,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
13,1990,1990-12-10,13,22.259,DET,,RAI,L 31-38,,2,58,29.00,1,,,0,0,,0,2,35,17.50,0,0,0,,0,1,6
14,1990,1990-12-16,14,22.265,DET,,CHI,W 38-21,,1,10,10.00,0,,,0,0,,0,1,24,24.00,0,0,0,,0,0,0
15,1990,1990-12-22,15,22.271,DET,@,GNB,W 24-17,,1,31,31.00,0,,,0,0,,0,1,38,38.00,0,0,0,,0,0,0
16,1990,1990-12-30,16,22.279,DET,@,SEA,L 10-30,,1,7,7.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
17,1991,1991-09-01,1,23.159,DET,@,WAS,L 0-45,,0,0,,0,,,,,,,0,0,,0,,,,,,
18,1991,1991-09-22,4,23.180,DET,@,IND,W 33-24,,0,0,,0,,,,,,,0,0,,0,,,,,,
19,1991,1991-09-29,5,23.187,DET,,TAM,W 31-3,,0,0,,0,,,,,,,0,0,,0,,,,,,
20,1991,1991-10-06,6,23.194,DET,,MIN,W 24-20,,0,0,,0,,,,,,,0,0,,0,,,,,,
21,1991,1991-10-20,7,23.208,DET,@,SFO,L 3-35,,1,21,21.00,0,,,0,0,,0,1,15,15.00,0,0,0,,0,0,0
22,1991,1991-10-27,8,23.215,DET,,DAL,W 34-10,,0,0,,0,,,0,0,,0,1,8,8.00,0,0,0,,0,0,0
23,1991,1991-11-03,9,23.222,DET,@,CHI,L 10-20,,0,0,,0,,,0,0,,0,2,11,5.50,0,0,0,,0,0,0
24,1991,1991-11-10,10,23.229,DET,@,TAM,L 21-30,,0,0,,0,,,0,0,,0,1,18,18.00,0,0,0,,0,0,0
25,1991,1991-11-17,11,23.236,DET,,RAM,W 21-10,,1,28,28.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
26,1991,1991-11-24,12,23.243,DET,@,MIN,W 34-14,,0,0,,0,,,0,0,,0,1,11,11.00,0,0,0,,0,0,0
27,1991,1991-11-28,13,23.247,DET,,CHI,W 16-6,,0,0,,0,,,,,,,0,0,,0,,,,,,
28,1991,1991-12-08,14,23.257,DET,,NYJ,W 34-20,,0,0,,0,,,0,0,,0,3,22,7.33,0,0,0,,0,0,0
