ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1987,1987-10-04,3,24.049,TAM,@,DET,W 31-27,1,0,0.00,0,,,,,,,0,0,10,384,38.40,0
2,1987,1987-10-11,4,24.056,TAM,,SDG,L 13-17,0,0,,0,,,,,,,0,0,8,349,43.63,0
3,1987,1987-10-18,5,24.063,TAM,,MIN,W 20-10,0,0,,0,,,,,,,0,0,8,313,39.13,0
4,1988,1988-09-04,1,25.019,TAM,,PHI,L 14-41,1,0,0.00,0,,,,,,,0,0,4,131,32.75,0
5,1988,1988-09-11,2,25.026,TAM,@,GNB,W 13-10,0,0,,0,,,,,,,0,0,5,186,37.20,0
6,1988,1988-09-18,3,25.033,TAM,,PHO,L 24-30,0,0,,0,,,,,,,0,0,2,79,39.50,0
7,1988,1988-09-25,4,25.040,TAM,@,NOR,L 9-13,0,0,,0,,,,,,,0,0,5,196,39.20,0
8,1988,1988-10-02,5,25.047,TAM,,GNB,W 27-24,0,0,,0,,,,,,,0,0,4,123,30.75,0
9,1988,1988-10-09,6,25.054,TAM,@,MIN,L 13-14,0,0,,0,,,,,,,0,0,5,185,37.00,0
10,1988,1988-10-16,7,25.061,TAM,@,IND,L 31-35,0,0,,0,,,,,,,0,0,2,63,31.50,0
11,1988,1988-10-23,8,25.068,TAM,,MIN,L 20-49,0,0,,0,,,,,,,0,0,3,120,40.00,0
12,1988,1988-10-30,9,25.075,TAM,,MIA,L 14-17,0,0,,0,,,,,,,0,0,4,146,36.50,0
13,1988,1988-11-06,10,25.082,TAM,@,CHI,L 10-28,1,0,0.00,0,,,,,,,0,0,4,149,37.25,0
14,1988,1988-11-13,11,25.089,TAM,@,DET,W 23-20,0,0,,0,,,,,,,0,0,2,86,43.00,0
15,1988,1988-11-20,12,25.096,TAM,,CHI,L 15-27,0,0,,0,1,1,100.0,,,,0,1,6,242,40.33,0
16,1988,1988-11-27,13,25.103,TAM,@,ATL,L 10-17,0,0,,0,,,,,,,0,0,3,97,32.33,0
17,1988,1988-12-04,14,25.110,TAM,,BUF,W 10-5,0,0,,0,,,,,,,0,0,5,160,32.00,0
18,1988,1988-12-11,15,25.117,TAM,@,NWE,L 7-10,0,0,,0,,,,,,,0,0,9,310,34.44,0
19,1988,1988-12-18,16,25.124,TAM,,DET,W 21-10,0,0,,0,,,,,,,0,0,5,204,40.80,0
