ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1980,1980-09-07,1,22.095,ATL,@,MIN,L 23-24,,,,,,
2,1980,1980-09-14,2,22.102,ATL,@,NWE,W 37-21,0,0,0.0,1,9,0
3,1980,1980-09-21,3,22.109,ATL,,MIA,L 17-20,,,,,,
4,1980,1980-09-28,4,22.116,ATL,@,SFO,W 20-17,,,,,,
5,1980,1980-10-05,5,22.123,ATL,,DET,W 43-28,,,,,,
6,1980,1980-10-12,6,22.130,ATL,,NYJ,L 7-14,,,,,,
7,1980,1980-10-19,7,22.137,ATL,@,NOR,W 41-14,,,,,,
8,1980,1980-10-26,8,22.144,ATL,,RAM,W 13-10,,,,,,
9,1980,1980-11-02,9,22.151,ATL,@,BUF,W 30-14,,,,,,
10,1980,1980-11-09,10,22.158,ATL,@,STL,W 33-27,,,,,,
11,1980,1980-11-16,11,22.165,ATL,,NOR,W 31-13,,,,,,
12,1980,1980-11-23,12,22.172,ATL,,CHI,W 28-17,,,,,,
13,1980,1980-11-30,13,22.179,ATL,,WAS,W 10-6,0,0,0.0,1,3,0
14,1980,1980-12-07,14,22.186,ATL,@,PHI,W 20-17,0,0,0.0,1,1,0
15,1980,1980-12-14,15,22.193,ATL,,SFO,W 35-10,,,,,,
16,1980,1980-12-21,16,22.200,ATL,@,RAM,L 17-20,,,,,,
17,1981,1981-09-06,1,23.094,ATL,,NOR,W 27-0,,,,,,
18,1981,1981-09-13,2,23.101,ATL,@,GNB,W 31-17,,,,,,
19,1981,1981-09-20,3,23.108,ATL,,SFO,W 34-17,,,,,,
20,1981,1981-09-27,4,23.115,ATL,@,CLE,L 17-28,,,,,,
21,1981,1981-10-05,5,23.123,ATL,@,PHI,L 13-16,,,,,,
22,1981,1981-10-11,6,23.129,ATL,,RAM,L 35-37,,,,,,
23,1981,1981-10-18,7,23.136,ATL,,STL,W 41-20,,,,,,
24,1981,1981-10-25,8,23.143,ATL,,NYG,L 24-27,,,,,,
25,1981,1981-11-01,9,23.150,ATL,@,NOR,W 41-10,,,,,,
