ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2007,2007-09-09,1,23.229,DAL,,NYG,W 45-35,*,,,,,,,,,,,,
2,2007,2007-09-16,2,23.236,DAL,@,MIA,W 37-20,*,,,,,,,,,,,,
3,2007,2007-09-23,3,23.243,DAL,@,CHI,W 34-10,*,0,0,,0,0,0,1.0,,,0,0,0
4,2007,2007-09-30,4,23.250,DAL,,STL,W 35-7,*,,,,,,,,,,,,
5,2007,2007-10-08,5,23.258,DAL,@,BUF,W 25-24,*,,,,,,,,,,,,
6,2007,2007-10-14,6,23.264,DAL,,NWE,L 27-48,*,,,,,,,,,,,,
7,2007,2007-10-21,7,23.271,DAL,,MIN,W 24-14,,,,,,,,,,,,,
8,2007,2007-11-04,8,23.285,DAL,@,PHI,W 38-17,,,,,,,,,,,,,
9,2007,2007-11-11,9,23.292,DAL,@,NYG,W 31-20,,0,0,,0,0,0,1.0,,,0,0,0
10,2007,2007-11-18,10,23.299,DAL,,WAS,W 28-23,,,,,,,,,,,,,
11,2007,2007-11-22,11,23.303,DAL,,NYJ,W 34-3,,,,,,,,,,,,,
12,2007,2007-11-29,12,23.310,DAL,,GNB,W 37-27,,,,,,,,,,,,,
13,2007,2007-12-09,13,23.320,DAL,@,DET,W 28-27,,,,,,,,,,,,,
14,2007,2007-12-16,14,23.327,DAL,,PHI,L 6-10,,0,0,,0,0,0,1.0,,,0,0,0
15,2007,2007-12-22,15,23.333,DAL,@,CAR,W 20-13,,,,,,,,,,,,,
16,2007,2007-12-30,16,23.341,DAL,@,WAS,L 6-27,,,,,,,,,,,,,
17,2008,2008-09-15,2,24.236,DAL,,PHI,W 41-37,,0,0,,0,0,0,0.0,1,0,0,0,0
18,2008,2008-09-28,4,24.249,DAL,,WAS,L 24-26,,1,18,18.00,0,0,0,0.0,0,0,0,0,0
19,2008,2008-10-05,5,24.256,DAL,,CIN,W 31-22,,0,0,,0,0,0,0.0,0,0,0,0,0
20,2008,2008-10-12,6,24.263,DAL,@,ARI,L 24-30,,0,0,,0,0,0,0.0,2,0,0,0,0
21,2008,2008-11-02,9,24.284,DAL,@,NYG,L 14-35,,0,0,,0,0,0,0.0,2,1,0,0,0
22,2008,2008-11-16,10,24.298,DAL,@,WAS,W 14-10,,0,0,,0,0,0,0.0,1,0,0,0,0
23,2008,2008-11-23,11,24.305,DAL,,SFO,W 35-22,,0,0,,0,0,0,1.0,2,2,0,0,0
24,2008,2008-11-27,12,24.309,DAL,,SEA,W 34-9,,0,0,,0,0,0,0.0,1,1,0,0,0
25,2008,2008-12-07,13,24.319,DAL,@,PIT,L 13-20,,0,0,,0,0,0,0.0,1,3,0,0,0
26,2008,2008-12-14,14,24.326,DAL,,NYG,W 20-8,,0,0,,0,0,0,0.5,1,2,0,0,0
27,2008,2008-12-20,15,24.332,DAL,,BAL,L 24-33,,0,0,,0,0,0,0.0,3,2,0,0,0
28,2008,2008-12-28,16,24.340,DAL,@,PHI,L 6-44,,0,0,,0,0,0,0.0,3,1,0,0,0
29,2009,2009-09-13,1,25.233,DAL,@,TAM,W 34-21,*,0,0,,0,0,0,0.0,2,2,0,0,0
30,2009,2009-09-20,2,25.240,DAL,,NYG,L 31-33,*,0,0,,0,0,0,0.0,2,0,0,0,0
31,2009,2009-09-28,3,25.248,DAL,,CAR,W 21-7,*,0,0,,0,0,0,0.0,2,1,0,0,0
32,2009,2009-10-04,4,25.254,DAL,@,DEN,L 10-17,*,0,0,,0,0,0,0.0,1,1,0,0,0
33,2009,2009-10-11,5,25.261,DAL,@,KAN,W 26-20,*,0,0,,0,0,0,0.0,2,0,0,0,0
34,2009,2009-10-25,6,25.275,DAL,,ATL,W 37-21,*,0,0,,0,0,0,0.0,2,2,0,0,0
35,2009,2009-11-01,7,25.282,DAL,,SEA,W 38-17,*,0,0,,0,0,0,0.0,0,0,0,0,0
36,2009,2009-11-08,8,25.289,DAL,@,PHI,W 20-16,*,0,0,,0,0,0,0.0,2,0,0,0,0
37,2009,2009-11-15,9,25.296,DAL,@,GNB,L 7-17,*,0,0,,0,0,0,0.0,7,1,0,0,0
38,2009,2009-11-22,10,25.303,DAL,,WAS,W 7-6,*,0,0,,0,0,0,0.0,3,2,1,-3,0
39,2009,2009-11-26,11,25.307,DAL,,OAK,W 24-7,*,0,0,,0,0,0,2.0,6,2,0,0,0
40,2009,2009-12-06,12,25.317,DAL,@,NYG,L 24-31,*,0,0,,0,0,0,0.0,5,0,0,0,0
41,2009,2009-12-13,13,25.324,DAL,,SDG,L 17-20,*,0,0,,0,0,0,0.0,5,1,0,0,0
42,2009,2009-12-19,14,25.330,DAL,@,NOR,W 24-17,*,0,0,,0,0,0,1.5,4,2,0,0,0
43,2009,2009-12-27,15,25.338,DAL,@,WAS,W 17-0,*,0,0,,0,0,0,0.5,3,2,0,0,0
44,2009,2010-01-03,16,25.345,DAL,,PHI,W 24-0,*,0,0,,0,0,0,2.0,4,1,0,0,0
45,2010,2010-09-12,1,26.232,DAL,@,WAS,L 7-13,*,0,0,,0,0,0,0.0,3,0,0,0,0
