ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1970,1970-09-20,1,25.255,BOS,,MIA,W 27-14,,,,,
2,1970,1970-09-27,2,25.262,BOS,,NYJ,L 21-31,,,,,
3,1970,1970-12-06,12,25.332,BOS,@,MIA,L 20-37,,,,,
4,1970,1970-12-13,13,25.339,BOS,,MIN,L 14-35,,,,,
5,1970,1970-12-20,14,25.346,BOS,@,CIN,L 7-45,,,,,
6,1971,1971-09-19,1,26.254,NWE,,OAK,W 20-6,,,,,
7,1971,1971-09-26,2,26.261,NWE,,DET,L 7-34,,,,,
8,1971,1971-10-03,3,26.268,NWE,,BAL,L 3-23,0,0,1,0,0
9,1971,1971-10-10,4,26.275,NWE,,NYJ,W 20-0,,,,,
10,1971,1971-10-17,5,26.282,NWE,@,MIA,L 3-41,,,,,
11,1971,1971-10-24,6,26.289,NWE,@,DAL,L 21-44,,,,,
12,1971,1971-10-31,7,26.296,NWE,@,SFO,L 10-27,,,,,
13,1971,1971-11-07,8,26.303,NWE,,HOU,W 28-20,,,,,
14,1971,1971-11-14,9,26.310,NWE,,BUF,W 38-33,,,,,
15,1971,1971-11-21,10,26.317,NWE,@,CLE,L 7-27,,,,,
16,1971,1971-11-28,11,26.324,NWE,@,BUF,L 20-27,,,,,
17,1971,1971-12-05,12,26.331,NWE,,MIA,W 34-13,0,0,1,29,0
18,1971,1971-12-12,13,26.338,NWE,@,NYJ,L 6-13,,,,,
19,1971,1971-12-19,14,26.345,NWE,@,BAL,W 21-17,1,6,1,60,1
20,1972,1972-10-15,5,27.281,NWE,,NYJ,L 13-41,,,,,
21,1972,1972-10-22,6,27.288,NWE,@,PIT,L 3-33,,,,,
22,1972,1972-11-26,11,27.323,NWE,@,BAL,L 0-31,,,,,
23,1972,1972-12-03,12,27.330,NWE,,MIA,L 21-37,,,,,
24,1972,1972-12-10,13,27.337,NWE,@,NOR,W 17-10,,,,,
25,1972,1972-12-17,14,27.344,NWE,@,DEN,L 21-45,,,,,
26,1973,1973-11-04,8,28.300,PHI,,NWE,W 24-23,,,,,
27,1973,1973-11-11,9,28.307,PHI,,ATL,L 27-44,0,0,1,3,0
28,1973,1973-11-18,10,28.314,PHI,@,DAL,L 10-31,,,,,
29,1973,1973-11-25,11,28.321,PHI,,NYG,W 20-16,,,,,
30,1973,1973-12-02,12,28.328,PHI,@,SFO,L 28-38,,,,,
31,1973,1973-12-09,13,28.335,PHI,,NYJ,W 24-23,1,6,1,45,1
32,1973,1973-12-16,14,28.342,PHI,@,WAS,L 20-38,,,,,
33,1974,1974-09-15,1,29.250,PHI,@,STL,L 3-7,0,0,1,0,0
