ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1995,1995-09-03,1,22.088,OAK,,SDG,W 17-7,,5,32,6.40,1,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0,,,,,,1,24,24.00,0,1,6
2,1995,1995-09-10,2,22.095,OAK,@,WAS,W 20-8,,7,44,6.29,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,2,55,27.50,0,0,0
3,1995,1995-09-17,3,22.102,OAK,@,KAN,L 17-23,,10,44,4.40,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,3,80,26.67,0,0,0
4,1995,1995-09-24,4,22.109,OAK,,PHI,W 48-17,,13,42,3.23,0,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,,,,,1,17,17.00,0,0,0
5,1995,1995-10-01,5,22.116,OAK,@,NYJ,W 47-10,,13,95,7.31,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,39,39.00,0,0,0
6,1995,1995-10-08,6,22.123,OAK,,SEA,W 34-14,,6,18,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
7,1995,1995-10-16,7,22.131,OAK,@,DEN,L 0-27,,4,11,2.75,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
8,1995,1995-10-22,8,22.137,OAK,,IND,W 30-17,,7,15,2.14,0,3,2,0,0.00,0,66.7%,0.00,0,0,,0,0,0,,,,,,1,84,84.00,1,1,6
9,1995,1995-11-05,9,22.151,OAK,@,CIN,W 20-17,,6,38,6.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,47,23.50,0,0,0
10,1995,1995-11-12,10,22.158,OAK,@,NYG,W 17-13,,7,42,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
11,1995,1995-11-19,11,22.165,OAK,,DAL,L 21-34,,8,50,6.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,50,16.67,0,0,0
12,1995,1995-11-27,12,22.173,OAK,@,SDG,L 6-12,,5,19,3.80,0,3,2,21,10.50,0,66.7%,7.00,0,0,,0,0,0,,,,,,1,25,25.00,0,0,0
13,1995,1995-12-03,13,22.179,OAK,,KAN,L 23-29,,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
14,1995,1995-12-10,14,22.186,OAK,,PIT,L 10-29,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,7,151,21.57,0,0,0
15,1995,1995-12-17,15,22.193,OAK,@,SEA,L 10-44,,14,45,3.21,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
16,1995,1995-12-24,16,22.200,OAK,,DEN,L 28-31,,2,-3,-1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
17,1996,1996-09-01,1,23.086,OAK,@,BAL,L 14-19,,6,13,2.17,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,4,66,16.50,0,0,0
18,1996,1996-09-08,2,23.093,OAK,@,KAN,L 3-19,,8,69,8.63,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,3,67,22.33,0,0,0
19,1996,1996-09-15,3,23.100,OAK,,JAX,W 17-3,,7,54,7.71,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,1,19,19.00,0,0,0
20,1996,1996-09-22,4,23.107,OAK,,SDG,L 34-40,,7,116,16.57,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,3,81,27.00,0,0,0
21,1996,1996-09-29,5,23.114,OAK,@,CHI,L 17-19,,6,13,2.17,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
22,1996,1996-10-06,6,23.121,OAK,@,NYJ,W 34-13,,6,34,5.67,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
23,1996,1996-10-13,7,23.128,OAK,,DET,W 37-21,,7,21,3.00,0,3,3,14,4.67,1,100.0%,4.67,0,0,,0,0,0,,,,,,0,0,,0,1,6
24,1996,1996-10-21,8,23.136,OAK,@,SDG,W 23-14,,13,56,4.31,1,4,3,17,5.67,0,75.0%,4.25,0,0,,0,0,0,,,,,,1,29,29.00,0,1,6
25,1996,1996-11-04,9,23.150,OAK,,DEN,L 21-22,,6,38,6.33,0,3,3,36,12.00,0,100.0%,12.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
26,1996,1996-11-10,10,23.156,OAK,@,TAM,L 17-20,,6,32,5.33,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,,,,,1,12,12.00,0,0,0
27,1996,1996-11-17,11,23.163,OAK,,MIN,L 13-16,,20,63,3.15,0,3,2,2,1.00,0,66.7%,0.67,0,0,,0,0,0,,,,,,2,58,29.00,0,0,0
28,1996,1996-11-24,12,23.170,OAK,@,SEA,W 27-21,,15,104,6.93,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,4,102,25.50,0,0,0
29,1996,1996-12-01,13,23.177,OAK,,MIA,W 17-7,,11,42,3.82,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
30,1996,1996-12-09,14,23.185,OAK,,KAN,W 26-7,,8,109,13.63,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,,,,,2,34,17.00,0,0,0
31,1996,1996-12-15,15,23.191,OAK,@,DEN,L 19-24,,9,44,4.89,0,3,3,28,9.33,0,100.0%,9.33,0,0,,0,0,0,,,,,,2,41,20.50,0,0,0
32,1996,1996-12-22,16,23.198,OAK,,SEA,L 21-28,,15,66,4.40,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,2,39,19.50,0,0,0
33,1997,1997-08-31,1,24.085,OAK,@,TEN,L 21-24,,12,32,2.67,0,3,3,21,7.00,0,100.0%,7.00,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
34,1997,1997-09-08,2,24.093,OAK,,KAN,L 27-28,,22,84,3.82,1,2,2,34,17.00,0,100.0%,17.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
35,1997,1997-09-14,3,24.099,OAK,@,ATL,W 36-31,,14,140,10.00,2,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,,,,,,0,0,,0,2,12
36,1997,1997-09-21,4,24.106,OAK,@,NYJ,L 22-23,,27,126,4.67,0,6,5,32,6.40,0,83.3%,5.33,0,0,,0,0,0,,,,,,0,0,,0,0,0
37,1997,1997-09-28,5,24.113,OAK,,STL,W 35-17,,26,162,6.23,1,2,2,-1,-0.50,0,100.0%,-0.50,0,0,,0,0,0,,,,,,0,0,,0,1,6
38,1997,1997-10-05,6,24.120,OAK,,SDG,L 10-25,,11,13,1.18,0,3,3,100,33.33,1,100.0%,33.33,0,0,,0,0,0,,,,,,0,0,,0,1,6
39,1997,1997-10-19,7,24.134,OAK,,DEN,W 28-25,,28,227,8.11,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
40,1997,1997-10-26,8,24.141,OAK,@,SEA,L 34-45,,17,112,6.59,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
41,1997,1997-11-02,9,24.148,OAK,@,CAR,L 14-38,,10,16,1.60,0,8,7,70,10.00,1,87.5%,8.75,0,0,,0,0,0,,,,,,0,0,,0,1,6
42,1997,1997-11-09,10,24.155,OAK,,NOR,L 10-13,,15,14,0.93,0,4,4,23,5.75,0,100.0%,5.75,0,0,,0,0,0,,,,,,0,0,,0,0,0
43,1997,1997-11-16,11,24.162,OAK,@,SDG,W 38-13,,20,109,5.45,0,3,3,35,11.67,0,100.0%,11.67,0,0,,0,0,0,,,,,,0,0,,0,0,0
44,1997,1997-11-24,12,24.170,OAK,@,DEN,L 3-31,,13,53,4.08,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
45,1997,1997-11-30,13,24.176,OAK,,MIA,L 16-34,,12,69,5.75,0,4,2,32,16.00,0,50.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
46,1997,1997-12-07,14,24.183,OAK,@,KAN,L 0-30,,8,7,0.88,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
47,1997,1997-12-14,15,24.190,OAK,,SEA,L 21-22,,16,36,2.25,0,5,3,15,5.00,0,60.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
48,1997,1997-12-21,16,24.197,OAK,,JAX,L 9-20,,21,94,4.48,0,4,3,11,3.67,0,75.0%,2.75,0,0,,0,0,0,,,,,,0,0,,0,0,0
49,1998,1998-09-06,1,25.091,OAK,@,KAN,L 8-28,,9,27,3.00,0,5,4,59,14.75,0,80.0%,11.80,0,0,,0,0,0,,,0,,,0,0,,0,0,0
50,1998,1998-09-13,2,25.098,OAK,,NYG,W 20-17,,20,139,6.95,1,3,3,16,5.33,0,100.0%,5.33,0,0,,0,0,0,,,0,,,0,0,,0,1,6
51,1998,1998-09-20,3,25.105,OAK,,DEN,L 17-34,,17,78,4.59,0,5,4,17,4.25,0,80.0%,3.40,0,0,,0,0,0,,,0,,,0,0,,0,0,0
52,1998,1998-09-27,4,25.112,OAK,@,DAL,W 13-12,,24,116,4.83,0,3,3,2,0.67,0,100.0%,0.67,0,0,,0,0,0,,,0,,,0,0,,0,0,0
53,1998,1998-10-04,5,25.119,OAK,@,ARI,W 23-20,,16,58,3.63,0,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0
54,1998,1998-10-11,6,25.126,OAK,,SDG,W 7-6,,12,17,1.42,0,4,2,6,3.00,0,50.0%,1.50,0,0,,0,0,0,,,0,,,0,0,,0,0,0
55,1998,1998-10-25,7,25.140,OAK,,CIN,W 27-10,,31,143,4.61,0,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0
56,1998,1998-11-01,8,25.147,OAK,@,SEA,W 31-18,,22,56,2.55,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0
57,1998,1998-11-08,9,25.154,OAK,@,BAL,L 10-13,,16,79,4.94,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0
58,1998,1998-11-15,10,25.161,OAK,,SEA,W 20-17,,14,22,1.57,0,3,2,35,17.50,0,66.7%,11.67,0,0,,0,0,0,,,0,,,0,0,,0,0,0
59,1998,1998-11-22,11,25.168,OAK,@,DEN,L 14-40,,9,8,0.89,0,3,3,21,7.00,0,100.0%,7.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0
60,1998,1998-11-29,12,25.175,OAK,,WAS,L 19-29,,17,152,8.94,1,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,0,,,0,0,,0,1,6
61,1998,1998-12-06,13,25.182,OAK,,MIA,L 17-27,,10,26,2.60,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0
62,1999,1999-09-12,1,26.097,OAK,@,GNB,L 24-28,*,11,87,7.91,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,1,28,28.00,0,0,0
63,1999,1999-09-19,2,26.104,OAK,@,MIN,W 22-17,*,9,31,3.44,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
64,1999,1999-09-26,3,26.111,OAK,,CHI,W 24-17,,10,18,1.80,0,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,2,35,17.50,0,0,0
65,1999,1999-10-03,4,26.118,OAK,@,SEA,L 21-22,,7,42,6.00,0,5,5,41,8.20,0,100.0%,8.20,0,0,,0,0,0,,,,,,3,41,13.67,0,0,0
66,1999,1999-10-10,5,26.125,OAK,,DEN,L 13-16,,3,6,2.00,0,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,,,,,,2,50,25.00,0,0,0
67,1999,1999-10-17,6,26.132,OAK,@,BUF,W 20-14,,12,72,6.00,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,,,,,2,50,25.00,0,0,0
68,1999,1999-10-24,7,26.139,OAK,,NYJ,W 24-23,,7,33,4.71,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,3,77,25.67,0,0,0
69,1999,1999-10-31,8,26.146,OAK,,MIA,L 9-16,*,8,39,4.88,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,57,19.00,0,0,0
70,1999,1999-11-14,9,26.160,OAK,,SDG,W 28-9,,12,65,5.42,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,32,32.00,0,0,0
71,1999,1999-11-22,10,26.168,OAK,@,DEN,L 21-27,*,11,22,2.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,3,84,28.00,0,0,0
72,1999,1999-11-28,11,26.174,OAK,,KAN,L 34-37,*,7,22,3.14,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,7,141,20.14,0,0,0
73,1999,1999-12-05,12,26.181,OAK,,SEA,W 30-21,,10,76,7.60,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,,,,,3,48,16.00,0,0,0
74,1999,1999-12-09,13,26.185,OAK,@,TEN,L 14-21,,7,51,7.29,0,3,3,62,20.67,0,100.0%,20.67,0,0,,0,0,0,,,,,,3,36,12.00,0,0,0
75,1999,1999-12-19,14,26.195,OAK,,TAM,W 45-0,,8,122,15.25,2,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,,,,,1,11,11.00,0,2,12
76,1999,1999-12-26,15,26.202,OAK,@,SDG,L 20-23,,7,13,1.86,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,4,61,15.25,0,0,0
77,1999,2000-01-02,16,26.209,OAK,@,KAN,W 41-38,,9,15,1.67,0,3,2,20,10.00,1,66.7%,6.67,0,0,,0,0,0,,,,,,4,80,20.00,0,1,6
78,2000,2000-09-03,1,27.088,OAK,,SDG,W 9-6,,4,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,48,24.00,0,0,0
79,2000,2000-09-10,2,27.095,OAK,@,IND,W 38-31,,8,66,8.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,4,77,19.25,0,0,0
80,2000,2000-09-17,3,27.102,OAK,,DEN,L 24-33,,5,86,17.20,0,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,,,,,3,73,24.33,0,0,0
81,2000,2000-09-24,4,27.109,OAK,,CLE,W 36-10,,7,37,5.29,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
82,2000,2000-10-08,5,27.123,OAK,@,SFO,W 34-28,*,6,29,4.83,0,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
83,2000,2000-10-15,6,27.130,OAK,@,KAN,W 20-17,,10,47,4.70,0,3,3,9,3.00,1,100.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
84,2000,2000-10-22,7,27.137,OAK,,SEA,W 31-3,,6,34,5.67,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
85,2000,2000-10-29,8,27.144,OAK,@,SDG,W 15-13,,6,27,4.50,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
86,2000,2000-11-05,9,27.151,OAK,,KAN,W 49-31,,11,32,2.91,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
87,2000,2000-11-13,10,27.159,OAK,@,DEN,L 24-27,,7,8,1.14,0,6,3,27,9.00,0,50.0%,4.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
88,2000,2000-11-19,11,27.165,OAK,@,NOR,W 31-22,,9,49,5.44,0,2,1,25,25.00,0,50.0%,12.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
89,2000,2000-11-26,12,27.172,OAK,,ATL,W 41-14,,5,40,8.00,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
90,2000,2000-12-03,13,27.179,OAK,@,PIT,L 20-21,,5,16,3.20,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
91,2000,2000-12-10,14,27.186,OAK,,NYJ,W 31-7,,4,28,7.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
