ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1988,1988-09-25,4,22.132,HOU,,NWE,W 31-6,,,,,,,,
2,1989,1989-09-10,1,23.117,HOU,@,MIN,L 7-38,1,5,5.00,0,0,0,,0
3,1989,1989-09-17,2,23.124,HOU,@,SDG,W 34-27,0,0,,0,0,0,,0
4,1989,1989-09-24,3,23.131,HOU,,BUF,L 41-47,0,0,,0,0,0,,0
5,1989,1989-10-01,4,23.138,HOU,,MIA,W 39-7,0,0,,0,1,0,0.00,0
6,1989,1989-10-08,5,23.145,HOU,@,NWE,L 13-23,0,0,,0,0,0,,0
7,1989,1989-10-15,6,23.152,HOU,@,CHI,W 33-28,0,0,,0,0,0,,0
8,1989,1989-10-22,7,23.159,HOU,,PIT,W 27-0,0,0,,0,0,0,,0
9,1989,1989-10-29,8,23.166,HOU,@,CLE,L 17-28,0,0,,0,0,0,,0
10,1989,1989-11-05,9,23.173,HOU,,DET,W 35-31,0,0,,0,0,0,,0
11,1989,1989-11-13,10,23.181,HOU,,CIN,W 26-24,0,0,,0,0,0,,0
12,1989,1989-11-19,11,23.187,HOU,,RAI,W 23-7,0,0,,0,0,0,,0
13,1989,1989-11-26,12,23.194,HOU,@,KAN,L 0-34,0,0,,0,0,0,,0
14,1989,1989-12-03,13,23.201,HOU,@,PIT,W 23-16,0,0,,0,0,0,,0
15,1989,1989-12-10,14,23.208,HOU,,TAM,W 20-17,1,6,6.00,0,0,0,,0
16,1989,1989-12-17,15,23.215,HOU,@,CIN,L 7-61,0,0,,0,0,0,,0
17,1989,1989-12-23,16,23.221,HOU,,CLE,L 20-24,2,37,18.50,0,0,0,,0
18,1990,1990-09-09,1,24.116,DEN,@,RAI,L 9-14,0,0,,0,,,,
19,1990,1990-09-17,2,24.124,DEN,,KAN,W 24-23,0,0,,0,,,,
20,1990,1990-09-23,3,24.130,DEN,,SEA,W 34-31,0,0,,0,,,,
21,1990,1990-11-11,9,24.179,DEN,@,SDG,L 7-19,0,0,,0,,,,
22,1990,1990-11-18,10,24.186,DEN,,CHI,L 13-16,1,4,4.00,0,0,0,,0
23,1990,1990-11-22,11,24.190,DEN,@,DET,L 27-40,1,6,6.00,0,0,0,,0
24,1990,1990-12-02,12,24.200,DEN,,RAI,L 20-23,0,0,,0,,,,
25,1990,1990-12-09,13,24.207,DEN,@,KAN,L 20-31,0,0,,0,,,,
26,1990,1990-12-16,14,24.214,DEN,,SDG,W 20-10,0,0,,0,,,,
27,1990,1990-12-23,15,24.221,DEN,@,SEA,L 12-17,0,0,,0,,,,
28,1990,1990-12-30,16,24.228,DEN,,GNB,W 22-13,1,3,3.00,0,0,0,,0
