ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1979,1979-09-02,1,24.039,DAL,@,STL,W 22-21,0,0,,0,3,83,27.67,0,3,10,3.33,0
2,1979,1979-09-09,2,24.046,DAL,@,SFO,W 21-13,0,0,,0,1,10,10.00,0,2,4,2.00,0
3,1979,1979-09-16,3,24.053,DAL,,CHI,W 24-20,,,,,,,,,,,,
4,1979,1979-09-24,4,24.061,DAL,@,CLE,L 7-26,0,0,,0,0,0,,0,2,4,2.00,0
5,1979,1979-09-30,5,24.067,DAL,,CIN,W 38-13,,,,,,,,,,,,
6,1979,1979-11-22,13,24.120,DAL,,HOU,L 24-30,,,,,,,,,,,,
7,1979,1979-12-02,14,24.130,DAL,,NYG,W 28-7,0,0,,0,0,0,,0,1,13,13.00,0
8,1979,1979-12-08,15,24.136,DAL,@,PHI,W 24-17,0,0,,0,2,30,15.00,0,1,17,17.00,0
9,1979,1979-12-16,16,24.144,DAL,,WAS,W 35-34,0,0,,0,1,22,22.00,0,1,7,7.00,0
10,1981,1981-09-06,1,26.043,DEN,,OAK,W 9-7,0,0,,0,2,33,16.50,0,3,31,10.33,0
11,1981,1981-09-13,2,26.050,DEN,@,SEA,L 10-13,0,0,,0,4,58,14.50,0,3,3,1.00,0
12,1981,1981-09-20,3,26.057,DEN,,BAL,W 28-10,1,8,8.00,0,0,0,,0,5,97,19.40,0
13,1981,1981-09-27,4,26.064,DEN,,SDG,W 42-24,2,41,20.50,0,2,42,21.00,0,2,10,5.00,0
14,1981,1981-10-04,5,26.071,DEN,@,OAK,W 17-0,0,0,,0,0,0,,0,4,29,7.25,0
15,1981,1981-10-11,6,26.078,DEN,,DET,W 27-21,0,0,,0,1,31,31.00,0,3,31,10.33,0
16,1981,1981-10-18,7,26.085,DEN,@,KAN,L 14-28,0,0,,0,2,45,22.50,0,4,32,8.00,0
17,1981,1981-10-25,8,26.092,DEN,@,BUF,L 7-9,0,0,,0,2,41,20.50,0,3,18,6.00,0
18,1981,1981-11-02,9,26.100,DEN,,MIN,W 19-17,0,0,,0,2,45,22.50,0,4,24,6.00,0
19,1981,1981-11-08,10,26.106,DEN,,CLE,W 23-20,0,0,,0,2,49,24.50,0,3,38,12.67,0
20,1981,1981-11-15,11,26.113,DEN,@,TAM,W 24-7,0,0,,0,1,30,30.00,0,5,56,11.20,0
21,1981,1981-11-22,12,26.120,DEN,@,CIN,L 21-38,0,0,,0,4,81,20.25,0,0,0,,0
22,1981,1981-11-29,13,26.127,DEN,@,SDG,L 17-34,0,0,,0,4,59,14.75,0,2,9,4.50,0
23,1981,1981-12-06,14,26.134,DEN,,KAN,W 16-13,0,0,,0,0,0,,0,0,0,,0
24,1981,1981-12-13,15,26.141,DEN,,SEA,W 23-13,0,0,,0,0,0,,0,0,0,,0
25,1981,1981-12-20,16,26.148,DEN,@,CHI,L 24-35,0,0,,0,0,0,,0,0,0,,0
26,1982,1982-09-12,1,27.049,DEN,,SDG,L 3-23,0,0,,0,2,49,24.50,0,0,0,,0
27,1982,1982-09-19,2,27.056,DEN,,SFO,W 24-21,0,0,,0,1,24,24.00,0,0,0,,0
28,1982,1982-11-21,3,27.119,DEN,,SEA,L 10-17,0,0,,0,0,0,,0,,,,
29,1982,1982-11-28,4,27.126,DEN,@,SDG,L 20-30,0,0,,0,4,112,28.00,0,0,0,,0
30,1982,1982-12-05,5,27.133,DEN,,ATL,L 27-34,1,30,30.00,0,3,80,26.67,0,0,0,,0
31,1982,1982-12-12,6,27.140,DEN,@,RAM,W 27-24,0,0,,0,0,0,,0,,,,
32,1982,1982-12-19,7,27.147,DEN,,KAN,L 16-37,0,0,,0,4,70,17.50,0,0,0,,0
33,1982,1982-12-26,8,27.154,DEN,@,RAI,L 10-27,2,16,8.00,0,0,0,,0,0,0,,0
34,1982,1983-01-02,9,27.161,DEN,@,SEA,L 11-13,0,0,,0,1,11,11.00,0,0,0,,0
