ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
14,1989,1989-12-10,14,23.224,NYG,@,DEN,W 14-7,1,8,8.00,0,,2,66,33.00,1,,,0,0,,0,0,0,,,,,,0,0,,0,2,36,18.00,0,1,6
15,1989,1989-12-16,15,23.230,NYG,,DAL,W 15-0,2,-3,-1.50,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,3,22,7.33,0,0,0
16,1989,1989-12-24,16,23.238,NYG,,RAI,W 34-17,0,0,,0,,3,25,8.33,0,,,0,0,,0,0,0,,,,,,1,43,43.00,0,5,114,22.80,1,1,6
17,1990,1990-09-09,1,24.132,NYG,,PHI,W 27-20,0,0,,0,,1,-1,-1.00,0,,,0,0,,0,0,0,,,,,,3,68,22.67,0,4,90,22.50,1,1,6
18,1990,1990-09-16,2,24.139,NYG,@,DAL,W 28-7,0,0,,0,,1,13,13.00,0,,,0,0,,0,0,0,,,,,,2,28,14.00,0,3,23,7.67,0,0,0
19,1990,1990-09-23,3,24.146,NYG,,MIA,W 20-3,1,7,7.00,0,,4,93,23.25,0,,,0,0,,0,0,0,,,,,,1,19,19.00,0,3,23,7.67,0,0,0
20,1990,1990-09-30,4,24.153,NYG,,DAL,W 31-17,0,0,,0,,1,4,4.00,0,,,0,0,,0,0,0,,,,,,1,30,30.00,0,0,0,,0,0,0
21,1990,1990-10-14,5,24.167,NYG,@,WAS,W 24-20,0,0,,0,,1,8,8.00,0,,,0,0,,0,0,0,,,,,,3,70,23.33,0,0,0,,0,0,0
22,1990,1990-10-21,6,24.174,NYG,,PHO,W 20-19,4,26,6.50,0,,3,34,11.33,0,,,0,0,,0,0,0,,,,,,2,56,28.00,0,4,66,16.50,0,0,0
23,1990,1990-10-28,7,24.181,NYG,,WAS,W 21-10,5,30,6.00,0,,2,13,6.50,0,,,0,0,,0,0,0,,,,,,3,69,23.00,0,2,14,7.00,0,0,0
24,1990,1990-11-05,8,24.189,NYG,@,IND,W 24-7,4,19,4.75,0,,6,47,7.83,0,,,0,0,,0,0,0,,,,,,0,0,,0,4,39,9.75,0,0,0
25,1990,1990-11-11,9,24.195,NYG,@,RAM,W 31-7,1,1,1.00,0,,4,24,6.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,4,59,14.75,0,0,0
26,1990,1990-11-18,10,24.202,NYG,,DET,W 20-0,2,18,9.00,0,,2,9,4.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
27,1990,1990-11-25,11,24.209,NYG,@,PHI,L 13-31,2,61,30.50,0,,3,61,20.33,0,,,0,0,,0,0,0,,,,,,2,33,16.50,0,2,10,5.00,0,0,0
28,1990,1990-12-03,12,24.217,NYG,@,SFO,L 3-7,1,-4,-4.00,0,,2,17,8.50,0,,,0,0,,0,0,0,,,,,,1,19,19.00,0,4,39,9.75,0,0,0
29,1990,1990-12-09,13,24.223,NYG,,MIN,W 23-15,0,0,,0,,1,17,17.00,0,,,0,0,,0,0,0,,,,,,1,58,58.00,0,5,37,7.40,0,0,0
30,1990,1990-12-15,14,24.229,NYG,,BUF,L 13-17,2,6,3.00,0,,2,16,8.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,13,6.50,0,0,0
31,1990,1990-12-23,15,24.237,NYG,@,PHO,W 24-21,0,0,,0,,3,18,6.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,3,21,7.00,0,0,0
32,1990,1990-12-30,16,24.244,NYG,@,NWE,W 13-10,0,0,,0,,3,37,12.33,1,,,0,0,,0,0,0,,,,,,2,42,21.00,0,3,33,11.00,0,1,6
33,1991,1991-09-02,1,25.125,NYG,,SFO,W 16-14,4,26,6.50,0,,4,47,11.75,0,,,0,0,,0,0,0,,0,,,,2,39,19.50,0,5,43,8.60,0,0,0
34,1991,1991-09-08,2,25.131,NYG,,RAM,L 13-19,1,2,2.00,0,,4,30,7.50,1,,,0,0,,0,0,0,,0,,,,2,37,18.50,0,1,0,0.00,0,1,6
35,1991,1991-09-15,3,25.138,NYG,@,CHI,L 17-20,7,44,6.29,0,,6,39,6.50,0,,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,57,19.00,0,1,4,4.00,0,0,0
36,1991,1991-09-22,4,25.145,NYG,,CLE,W 13-10,1,3,3.00,0,,1,2,2.00,0,,,0,0,,0,0,0,,0,,,,2,43,21.50,0,6,79,13.17,0,0,0
37,1991,1991-09-29,5,25.152,NYG,@,DAL,L 16-21,2,7,3.50,0,,5,46,9.20,0,,,0,0,,0,0,0,,0,,,,4,64,16.00,0,1,6,6.00,0,0,0
38,1991,1991-10-06,6,25.159,NYG,,PHO,W 20-9,2,13,6.50,0,,1,15,15.00,0,,,0,0,,0,0,0,,0,,,,2,39,19.50,0,1,0,0.00,0,0,0
39,1991,1991-10-14,7,25.167,NYG,@,PIT,W 23-20,3,44,14.67,1,,4,34,8.50,0,,,0,0,,0,0,0,,0,,,,2,30,15.00,0,0,0,,0,1,6
40,1991,1991-10-27,8,25.180,NYG,,WAS,L 13-17,0,0,,0,,1,17,17.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,3,24,8.00,0,0,0
41,1991,1991-11-04,9,25.188,NYG,@,PHI,L 7-30,3,-4,-1.33,0,,2,10,5.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,1,0,0.00,0,0,0
42,1991,1991-11-10,10,25.194,NYG,@,PHO,W 21-14,0,0,,0,,1,1,1.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6,6.00,0,0,0
43,1991,1991-11-17,11,25.201,NYG,,DAL,W 22-9,1,1,1.00,0,,3,40,13.33,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
44,1991,1991-11-24,12,25.208,NYG,@,TAM,W 21-14,2,8,4.00,0,,4,24,6.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,3,73,24.33,1,1,6
45,1991,1991-12-01,13,25.215,NYG,@,CIN,L 24-27,1,0,0.00,0,,6,51,8.50,0,,,0,0,,0,0,0,,0,,,,2,64,32.00,0,3,39,13.00,0,0,0
46,1991,1991-12-08,14,25.222,NYG,,PHI,L 14-19,1,3,3.00,0,,2,22,11.00,2,,,0,0,,0,0,0,,0,,,,2,67,33.50,0,1,13,13.00,0,2,12
47,1991,1991-12-15,15,25.229,NYG,@,WAS,L 17-34,1,6,6.00,0,,3,2,0.67,0,,,0,0,,0,0,0,,0,,,,4,74,18.50,0,0,0,,0,0,0
48,1991,1991-12-21,16,25.235,NYG,,HOU,W 24-20,0,0,,0,,3,32,10.67,0,,,0,0,,0,0,0,,0,,,,0,0,,0,1,0,0.00,0,0,0
49,1992,1992-09-06,1,26.129,NYG,,SFO,L 14-31,2,-5,-2.50,0,7,4,30,7.50,0,57.1%,4.29,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
50,1992,1992-09-13,2,26.136,NYG,,DAL,L 28-34,0,0,,0,3,2,-1,-0.50,0,66.7%,-0.33,0,0,,0,0,0,,,,,,0,0,,0,3,28,9.33,0,0,0
51,1992,1992-09-21,3,26.144,NYG,@,CHI,W 27-14,2,16,8.00,0,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,,,,,,0,0,,0,3,47,15.67,0,0,0
52,1992,1992-10-04,4,26.157,NYG,@,RAI,L 10-13,2,4,2.00,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,2,30,15.00,0,1,10,10.00,0,0,0
53,1992,1992-10-11,5,26.164,NYG,,PHO,W 31-21,1,3,3.00,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,,,,,2,59,29.50,0,2,20,10.00,0,0,0
54,1992,1992-10-18,6,26.171,NYG,@,RAM,L 17-38,1,15,15.00,0,9,7,70,10.00,0,77.8%,7.78,0,0,,0,0,0,,,,,,2,39,19.50,0,2,14,7.00,0,0,0
55,1992,1992-10-25,7,26.178,NYG,,SEA,W 23-10,1,5,5.00,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,,,,,1,32,32.00,0,2,31,15.50,0,0,0
56,1992,1992-11-01,8,26.185,NYG,@,WAS,W 24-7,3,39,13.00,0,2,2,11,5.50,1,100.0%,5.50,0,0,,0,0,0,,,,,,1,31,31.00,0,2,6,3.00,0,1,6
57,1992,1992-11-08,9,26.192,NYG,,GNB,W 27-7,1,4,4.00,0,4,2,12,6.00,0,50.0%,3.00,0,0,,0,0,0,,,,,,1,20,20.00,0,0,0,,0,0,0
58,1992,1992-11-15,10,26.199,NYG,@,DEN,L 13-27,2,11,5.50,0,4,3,19,6.33,0,75.0%,4.75,0,0,,0,0,0,,,,,,1,1,1.00,0,1,4,4.00,0,0,0
59,1992,1992-11-22,11,26.206,NYG,,PHI,L 34-47,5,25,5.00,0,11,4,37,9.25,1,36.4%,3.36,0,0,,0,0,0,,,,,,1,92,92.00,1,4,20,5.00,0,2,12
60,1992,1992-11-26,12,26.210,NYG,@,DAL,L 3-30,3,22,7.33,0,5,2,13,6.50,0,40.0%,2.60,0,0,,0,0,0,,,,,,1,12,12.00,0,2,29,14.50,0,0,0
61,1992,1992-12-06,13,26.220,NYG,,WAS,L 10-28,3,6,2.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,51,17.00,0,1,9,9.00,0,0,0
62,1992,1992-12-12,14,26.226,NYG,@,PHO,L 0-19,2,2,1.00,0,8,4,8,2.00,0,50.0%,1.00,0,0,,0,0,0,,,,,,2,34,17.00,0,1,6,6.00,0,0,0
63,1992,1992-12-19,15,26.233,NYG,,KAN,W 35-21,2,2,1.00,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,,,,,3,54,18.00,0,1,1,1.00,0,0,0
64,1992,1992-12-27,16,26.241,NYG,@,PHI,L 10-20,2,18,9.00,0,3,2,-4,-2.00,0,66.7%,-1.33,0,0,,0,0,0,,,,,,0,0,,0,2,15,7.50,0,0,0
65,1993,1993-09-05,1,27.128,NYG,@,CHI,W 26-20,2,27,13.50,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,,,,2,50,25.00,0,1,7,7.00,0,0,0
66,1993,1993-09-12,2,27.135,NYG,,TAM,W 23-7,3,25,8.33,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,5,55,11.00,0,0,0
67,1993,1993-09-19,3,27.142,NYG,,RAM,W 20-10,2,7,3.50,0,1,1,-3,-3.00,0,100.0%,-3.00,0,0,,0,0,0,,0,,,,1,8,8.00,0,2,25,12.50,0,0,0
68,1993,1993-10-03,4,27.156,NYG,@,BUF,L 14-17,3,3,1.00,0,2,2,37,18.50,0,100.0%,18.50,0,0,,0,0,0,,0,,,,3,46,15.33,0,3,19,6.33,0,0,0
69,1993,1993-10-10,5,27.163,NYG,@,WAS,W 41-7,8,36,4.50,0,3,2,16,8.00,0,66.7%,5.33,1,1,100.00,42,1,0,158.3,0,0,42.00,62.00,0,0,,0,1,14,14.00,0,0,0
70,1993,1993-10-17,6,27.170,NYG,,PHI,W 21-10,8,36,4.50,0,5,4,18,4.50,0,80.0%,3.60,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
71,1993,1993-10-31,7,27.184,NYG,,NYJ,L 6-10,8,39,4.88,0,6,5,3,0.60,0,83.3%,0.50,0,0,,0,0,0,,0,,,,2,38,19.00,0,1,3,3.00,0,0,0
72,1993,1993-11-07,8,27.191,NYG,@,DAL,L 9-31,4,17,4.25,0,7,4,19,4.75,0,57.1%,2.71,0,0,,0,0,0,,0,,,,3,44,14.67,0,2,28,14.00,0,0,0
73,1993,1993-11-14,9,27.198,NYG,,WAS,W 20-6,2,6,3.00,0,,0,0,,0,0.0%,,1,1,100.00,21,1,0,158.3,0,0,21.00,41.00,1,11,11.00,0,3,12,4.00,0,0,0
74,1993,1993-11-21,10,27.205,NYG,@,PHI,W 7-3,5,26,5.20,0,2,2,60,30.00,0,100.0%,30.00,0,0,,0,0,0,,0,,,,1,21,21.00,0,3,35,11.67,0,0,0
75,1993,1993-11-28,11,27.212,NYG,,PHO,W 19-17,1,9,9.00,0,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,,,,3,66,22.00,0,3,12,4.00,0,0,0
76,1993,1993-12-05,12,27.219,NYG,@,MIA,W 19-14,7,38,5.43,0,5,4,24,6.00,0,80.0%,4.80,0,0,,0,0,0,,0,,,,3,34,11.33,0,1,2,2.00,0,0,0
77,1993,1993-12-12,13,27.226,NYG,,IND,W 20-6,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,3,48,16.00,0,1,3,3.00,0,0,0
78,1993,1993-12-20,14,27.234,NYG,@,NOR,W 24-14,8,27,3.38,0,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,,,,0,0,,0,4,107,26.75,1,1,6
79,1993,1993-12-26,15,27.240,NYG,@,PHO,L 6-17,6,22,3.67,0,8,7,65,9.29,0,87.5%,8.13,0,0,,0,0,0,,0,,,,1,18,18.00,0,1,7,7.00,0,0,0
80,1993,1994-01-02,16,27.247,NYG,,DAL,L 13-16,2,11,5.50,0,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0,,0,,,,1,19,19.00,0,1,2,2.00,0,0,0
81,1994,1994-09-04,1,28.127,NYG,,PHI,W 28-23,2,31,15.50,1,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,,,,3,52,17.33,0,2,68,34.00,1,2,12
82,1994,1994-09-11,2,28.134,NYG,@,ARI,W 20-17,15,44,2.93,0,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,,,,0,0,,0,3,18,6.00,0,0,0
83,1994,1994-09-18,3,28.141,NYG,,WAS,W 31-23,26,82,3.15,2,4,4,52,13.00,0,100.0%,13.00,1,1,100.00,16,1,0,158.3,0,0,16.00,36.00,0,0,,0,0,0,,0,2,12
84,1994,1994-10-02,4,28.155,NYG,@,NOR,L 22-27,16,40,2.50,0,6,5,35,7.00,0,83.3%,5.83,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
85,1994,1994-10-10,5,28.163,NYG,,MIN,L 10-27,1,-2,-2.00,0,6,3,23,7.67,0,50.0%,3.83,0,0,,0,0,0,,0,,,,2,37,18.50,0,1,11,11.00,0,0,0
86,1994,1994-10-16,6,28.169,NYG,@,RAM,L 10-17,1,3,3.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,,,1,21,21.00,0,4,57,14.25,0,0,0
87,1994,1994-10-23,7,28.176,NYG,,PIT,L 6-10,0,0,,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,,,,2,43,21.50,0,3,12,4.00,0,0,0
88,1994,1994-10-30,8,28.183,NYG,,DET,L 25-28,4,35,8.75,0,3,3,21,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,,,1,23,23.00,0,2,64,32.00,1,1,6
89,1994,1994-11-07,9,28.191,NYG,@,DAL,L 10-38,2,3,1.50,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,,,,4,74,18.50,0,0,0,,0,0,0
90,1994,1994-11-13,10,28.197,NYG,,ARI,L 9-10,2,9,4.50,0,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,,,,4,90,22.50,0,0,0,,0,0,0
91,1994,1994-11-21,11,28.205,NYG,@,HOU,W 13-10,6,17,2.83,0,1,1,6,6.00,0,100.0%,6.00,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,9,9.00,0,2,22,11.00,0,0,0
92,1994,1994-11-27,12,28.211,NYG,@,WAS,W 21-19,3,12,4.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,3,55,18.33,0,1,6,6.00,0,0,0
93,1994,1994-12-04,13,28.218,NYG,@,CLE,W 16-13,3,-3,-1.00,0,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,,,,2,35,17.50,0,2,10,5.00,0,0,0
94,1994,1994-12-11,14,28.225,NYG,,CIN,W 27-20,3,2,0.67,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,,,,2,49,24.50,0,0,0,,0,0,0
95,1994,1994-12-18,15,28.232,NYG,@,PHI,W 16-13,3,11,3.67,1,4,4,66,16.50,0,100.0%,16.50,0,0,,0,0,0,,0,,,,3,40,13.33,0,4,25,6.25,0,1,6
96,1994,1994-12-24,16,28.238,NYG,,DAL,W 15-10,4,14,3.50,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,,,,1,20,20.00,0,2,30,15.00,0,0,0
97,1995,1995-09-03,1,29.126,NWE,,CLE,W 17-14,7,23,3.29,0,6,4,16,4.00,0,66.7%,2.67,0,0,,0,0,0,,0,,,,0,0,,0,3,15,5.00,0,0,0
98,1995,1995-09-10,2,29.133,NWE,,MIA,L 3-20,2,0,0.00,0,10,5,15,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,,,,4,95,23.75,0,1,10,10.00,0,0,0
99,1995,1995-09-17,3,29.140,NWE,@,SFO,L 3-28,2,12,6.00,0,7,3,24,8.00,0,42.9%,3.43,0,0,,0,0,0,,0,,,,2,56,28.00,0,1,2,2.00,0,0,0
100,1995,1995-10-01,4,29.154,NWE,@,ATL,L 17-30,10,52,5.20,0,8,4,18,4.50,0,50.0%,2.25,0,0,,0,0,0,,0,,,,4,132,33.00,0,3,13,4.33,0,0,0
101,1995,1995-10-08,5,29.161,NWE,,DEN,L 3-37,3,15,5.00,0,9,7,51,7.29,0,77.8%,5.67,0,0,,0,0,0,,0,,,,5,87,17.40,0,3,-2,-0.67,0,0,0
102,1995,1995-10-15,6,29.168,NWE,@,KAN,L 26-31,7,63,9.00,1,7,4,13,3.25,0,57.1%,1.86,0,0,,0,0,0,,0,,,,1,15,15.00,0,4,46,11.50,0,1,6
103,1995,1995-10-23,7,29.176,NWE,,BUF,W 27-14,9,26,2.89,1,7,5,43,8.60,0,71.4%,6.14,0,0,,0,0,0,,0,,,,1,21,21.00,0,1,13,13.00,0,1,6
104,1995,1995-10-29,8,29.182,NWE,,CAR,L 17-20,3,-1,-0.33,0,6,5,37,7.40,0,83.3%,6.17,0,0,,0,0,0,,0,,,,3,67,22.33,0,4,23,5.75,0,0,0
105,1995,1995-11-05,9,29.189,NWE,@,NYJ,W 20-7,1,7,7.00,0,4,2,16,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,,,,1,14,14.00,0,6,84,14.00,0,0,0
106,1995,1995-11-12,10,29.196,NWE,@,MIA,W 34-17,3,3,1.00,0,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,,0,,,,3,130,43.33,0,1,4,4.00,0,0,0
107,1995,1995-11-19,11,29.203,NWE,,IND,L 10-24,1,2,2.00,0,3,3,21,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,,,2,38,19.00,0,3,26,8.67,0,0,0
108,1995,1995-11-26,12,29.210,NWE,@,BUF,W 35-25,3,17,5.67,0,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,2,46,23.00,0,1,15,15.00,0,0,0
109,1995,1995-12-03,13,29.217,NWE,,NOR,L 17-31,4,16,4.00,0,6,4,26,6.50,0,66.7%,4.33,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,101,33.67,0,3,18,6.00,0,0,0
110,1995,1995-12-10,14,29.224,NWE,,NYJ,W 31-28,2,13,6.50,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,4,94,23.50,0,7,95,13.57,0,0,0
111,1995,1995-12-16,15,29.230,NWE,@,PIT,L 27-41,2,-2,-1.00,0,4,2,23,11.50,0,50.0%,5.75,0,0,,0,0,0,,0,,,,2,33,16.50,0,1,0,0.00,0,0,0
112,1995,1995-12-23,16,29.237,NWE,@,IND,L 7-10,1,4,4.00,0,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,,0,,,,1,35,35.00,0,3,21,7.00,0,0,0
113,1996,1996-09-01,1,30.124,NWE,@,MIA,L 10-24,1,1,1.00,0,5,2,17,8.50,0,40.0%,3.40,0,0,,0,0,0,,0,,,,4,131,32.75,0,3,21,7.00,0,0,0
114,1996,1996-09-08,2,30.131,NWE,@,BUF,L 10-17,4,17,4.25,0,6,4,35,8.75,0,66.7%,5.83,0,0,,0,0,0,,0,,,,2,21,10.50,0,4,49,12.25,0,0,0
115,1996,1996-09-15,3,30.138,NWE,,ARI,W 31-0,7,26,3.71,0,,0,0,,0,0.0%,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,19,19.00,0,5,87,17.40,0,0,0
116,1996,1996-09-22,4,30.145,NWE,,JAX,W 28-25,4,12,3.00,0,6,4,33,8.25,0,66.7%,5.50,0,0,,0,0,0,,0,,,,1,20,20.00,0,3,70,23.33,0,0,0
117,1996,1996-10-06,5,30.159,NWE,@,BAL,W 46-38,1,2,2.00,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,,,,0,0,,0,4,48,12.00,0,0,0
118,1996,1996-10-13,6,30.166,NWE,,WAS,L 22-27,2,5,2.50,0,5,3,21,7.00,0,60.0%,4.20,0,0,,0,0,0,,0,,,,3,59,19.67,0,4,23,5.75,0,0,0
119,1996,1996-10-20,7,30.173,NWE,@,IND,W 27-9,0,0,,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,,,2,55,27.50,0,2,46,23.00,0,0,0
120,1996,1996-10-27,8,30.180,NWE,,BUF,W 28-25,4,6,1.50,0,3,1,26,26.00,0,33.3%,8.67,0,0,,0,0,0,,0,,,,1,16,16.00,0,4,14,3.50,0,0,0
121,1996,1996-11-03,9,30.187,NWE,,MIA,W 42-23,3,6,2.00,0,7,3,34,11.33,0,42.9%,4.86,0,0,,0,0,0,,0,,,,3,77,25.67,0,5,31,6.20,0,0,0
122,1996,1996-11-10,10,30.194,NWE,@,NYJ,W 31-27,0,0,,0,1,1,26,26.00,0,100.0%,26.00,0,0,,0,0,0,,0,,,,3,78,26.00,0,1,14,14.00,0,0,0
123,1996,1996-11-17,11,30.201,NWE,,DEN,L 8-34,1,1,1.00,0,4,2,13,6.50,0,50.0%,3.25,0,0,,0,0,0,,0,,,,3,69,23.00,0,0,0,,0,0,0
124,1996,1996-11-24,12,30.208,NWE,,IND,W 27-13,3,13,4.33,0,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,,,,1,27,27.00,0,4,59,14.75,0,0,0
125,1996,1996-12-01,13,30.215,NWE,@,SDG,W 45-7,1,2,2.00,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,,,,0,0,,0,3,18,6.00,0,0,0
126,1996,1996-12-08,14,30.222,NWE,,NYJ,W 34-10,1,1,1.00,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,,,,2,55,27.50,0,4,19,4.75,0,0,0
127,1996,1996-12-15,15,30.229,NWE,@,DAL,L 6-12,1,10,10.00,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,,,,5,78,15.60,0,3,27,9.00,0,0,0
128,1996,1996-12-21,16,30.235,NWE,@,NYG,W 23-22,7,20,2.86,0,10,6,28,4.67,0,60.0%,2.80,0,0,,0,0,0,,0,,,,3,76,25.33,0,3,62,20.67,1,1,6
129,1997,1997-08-31,1,31.123,NWE,,SDG,W 41-7,1,2,2.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,2,55,27.50,0,6,99,16.50,0,0,0
130,1997,1997-09-07,2,31.130,NWE,@,IND,W 31-6,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,1,23,23.00,0,3,26,8.67,0,0,0
131,1997,1997-09-14,3,31.137,NWE,,NYJ,W 27-24,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,4,52,13.00,0,0,0
132,1997,1997-09-21,4,31.144,NWE,,CHI,W 31-3,1,-2,-2.00,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,2,59,29.50,0,5,30,6.00,0,0,0
133,1997,1997-10-06,5,31.159,NWE,@,DEN,L 13-34,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,6,119,19.83,0,1,20,20.00,0,0,0
