ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,2000,2000-09-10,2,23.050,TEN,,KAN,W 17-14,,,,,
2,2000,2000-09-24,3,23.064,TEN,@,PIT,W 23-20,,,,,
3,2000,2000-10-01,4,23.071,TEN,,NYG,W 28-14,,,,,
4,2000,2000-10-08,5,23.078,TEN,@,CIN,W 23-14,,,,,
5,2000,2000-10-16,6,23.086,TEN,,JAX,W 27-13,,,,,
6,2000,2000-10-22,7,23.092,TEN,@,BAL,W 14-6,,,,,
7,2000,2000-10-30,8,23.100,TEN,@,WAS,W 27-21,,,,,
8,2000,2000-11-05,9,23.106,TEN,,PIT,W 9-7,,,,,
9,2000,2000-11-12,10,23.113,TEN,,BAL,L 23-24,,,,,
10,2000,2000-11-19,11,23.120,TEN,,CLE,W 24-10,,,,,
11,2000,2000-11-26,12,23.127,TEN,@,JAX,L 13-16,,,,,
12,2000,2000-12-03,13,23.134,TEN,@,PHI,W 15-13,,,,,
13,2000,2000-12-10,14,23.141,TEN,,CIN,W 35-3,,,,,
14,2000,2000-12-17,15,23.148,TEN,@,CLE,W 24-0,,,,,
15,2000,2000-12-25,16,23.156,TEN,,DAL,W 31-0,,,,,
16,2001,2001-09-09,1,24.049,TEN,,MIA,L 23-31,,,,,
17,2001,2001-09-23,2,24.063,TEN,@,JAX,L 6-13,,,,,
18,2001,2001-10-07,3,24.077,TEN,@,BAL,L 7-26,,0.5,0,0,0
19,2001,2001-10-14,4,24.084,TEN,,TAM,W 31-28,*,,,,
20,2001,2001-10-21,5,24.091,TEN,@,DET,W 27-24,*,,,,
21,2001,2001-10-29,6,24.099,TEN,@,PIT,L 7-34,*,1.0,0,0,0
22,2001,2001-11-04,7,24.105,TEN,,JAX,W 28-24,,,,,
23,2001,2001-11-12,8,24.113,TEN,,BAL,L 10-16,,,,,
24,2001,2001-11-18,9,24.119,TEN,@,CIN,W 20-7,*,,,,
25,2001,2001-11-25,10,24.126,TEN,,PIT,L 24-34,*,,,,
26,2001,2001-12-02,11,24.133,TEN,@,CLE,W 31-15,*,,,,
27,2001,2001-12-09,12,24.140,TEN,@,MIN,L 24-42,*,,,,
28,2001,2001-12-16,13,24.147,TEN,,GNB,W 26-20,*,,,,
29,2001,2001-12-22,14,24.153,TEN,@,OAK,W 13-10,*,,,,
30,2001,2001-12-30,15,24.161,TEN,,CLE,L 38-41,*,,,,
31,2001,2002-01-06,16,24.168,TEN,,CIN,L 21-23,,,,,
32,2002,2002-09-08,1,25.048,TEN,,PHI,W 27-24,,,,,
33,2002,2002-09-15,2,25.055,TEN,@,DAL,L 13-21,,,,,
34,2002,2002-09-22,3,25.062,TEN,,CLE,L 28-31,,,,,
35,2002,2002-09-29,4,25.069,TEN,@,OAK,L 25-52,,,,,
36,2002,2002-10-06,5,25.076,TEN,,WAS,L 14-31,,,,,
37,2002,2002-10-13,6,25.083,TEN,,JAX,W 23-14,,,,,
38,2002,2002-10-27,7,25.097,TEN,@,CIN,W 30-24,,,,,
39,2002,2002-11-03,8,25.104,TEN,@,IND,W 23-15,,,,,
40,2002,2002-11-10,9,25.111,TEN,,HOU,W 17-10,,,,,
41,2002,2002-11-17,10,25.118,TEN,,PIT,W 31-23,,,,,
42,2002,2002-11-24,11,25.125,TEN,@,BAL,L 12-13,,,,,
43,2002,2002-12-01,12,25.132,TEN,@,NYG,W 32-29,,,,,
44,2002,2002-12-08,13,25.139,TEN,,IND,W 27-17,,,,,
45,2002,2002-12-16,14,25.147,TEN,,NWE,W 24-7,,,,,
46,2002,2002-12-22,15,25.153,TEN,@,JAX,W 28-10,,,,,
47,2002,2002-12-29,16,25.160,TEN,@,HOU,W 13-3,,,,,
48,2003,2003-09-14,2,26.054,NWE,@,PHI,W 31-10,,0.0,1,33,0
49,2003,2003-09-21,3,26.061,NWE,,NYJ,W 23-16,,,,,
50,2003,2003-09-28,4,26.068,NWE,@,WAS,L 17-20,,,,,
51,2003,2003-10-05,5,26.075,NWE,,TEN,W 38-30,,,,,
