ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1973,1973-09-16,1,22.122,BUF,@,NWE,W 31-13,,,,,,,
2,1973,1973-09-23,2,22.129,BUF,@,SDG,L 7-34,,,,,,,
3,1973,1973-09-30,3,22.136,BUF,,NYJ,W 9-7,,,,,,,
4,1973,1973-10-07,4,22.143,BUF,,PHI,W 27-26,,,,,,,
5,1973,1973-10-14,5,22.150,BUF,,BAL,W 31-13,,,,,,,
6,1973,1973-10-21,6,22.157,BUF,@,MIA,L 6-27,,,,,,,
7,1973,1973-10-29,7,22.165,BUF,,KAN,W 23-14,,,,,,,
8,1973,1973-11-04,8,22.171,BUF,@,NOR,L 0-13,,,,,,,
9,1973,1973-11-11,9,22.178,BUF,,CIN,L 13-16,,,,,,,
10,1973,1973-11-18,10,22.185,BUF,,MIA,L 0-17,,,,,,,
11,1973,1973-11-25,11,22.192,BUF,@,BAL,W 24-17,,,,,,,
12,1973,1973-12-02,12,22.199,BUF,@,ATL,W 17-6,,,,,,,
13,1973,1973-12-09,13,22.206,BUF,,NWE,W 37-13,,,,,,,
14,1973,1973-12-16,14,22.213,BUF,@,NYJ,W 34-14,,,,,,,
15,1974,1974-09-16,1,23.122,BUF,,OAK,W 21-20,,,,,,,
16,1974,1974-09-22,2,23.128,BUF,,MIA,L 16-24,,,,,,,
17,1974,1974-09-29,3,23.135,BUF,,NYJ,W 16-12,,,,,,,
18,1974,1974-10-06,4,23.142,BUF,@,GNB,W 27-7,,,,,,,
19,1974,1974-10-13,5,23.149,BUF,@,BAL,W 27-14,,,,,,,
20,1974,1974-10-20,6,23.156,BUF,,NWE,W 30-28,,,,,,,
21,1975,1975-09-21,1,24.127,BUF,,NYJ,W 42-14,,,,,,,
22,1975,1975-09-28,2,24.134,BUF,@,PIT,W 30-21,,,,,,,
23,1975,1975-10-05,3,24.141,BUF,,DEN,W 38-14,,,,,,,
24,1975,1975-10-12,4,24.148,BUF,@,BAL,W 38-31,,,,,,,
25,1975,1975-10-20,5,24.156,BUF,,NYG,L 14-17,0,0,,0,1,0,0
26,1975,1975-10-26,6,24.162,BUF,,MIA,L 30-35,,,,,,,
27,1975,1975-11-02,7,24.169,BUF,@,NYJ,W 24-23,,,,,,,
28,1975,1975-11-09,8,24.176,BUF,,BAL,L 35-42,,,,,,,
29,1975,1975-11-17,9,24.184,BUF,@,CIN,L 24-33,,,,,,,
30,1975,1975-11-23,10,24.190,BUF,,NWE,W 45-31,,,,,,,
31,1975,1975-11-27,11,24.194,BUF,@,STL,W 32-14,,,,,,,
32,1975,1975-12-07,12,24.204,BUF,@,MIA,L 21-31,,,,,,,
33,1975,1975-12-14,13,24.211,BUF,@,NWE,W 34-14,,,,,,,
34,1975,1975-12-20,14,24.217,BUF,,MIN,L 13-35,,,,,,,
35,1976,1976-09-13,1,25.119,BUF,,MIA,L 21-30,,,,,,,
36,1976,1976-09-19,2,25.125,BUF,,HOU,L 3-13,,,,,,,
37,1976,1976-09-26,3,25.132,BUF,@,TAM,W 14-9,,,,,,,
38,1976,1976-10-03,4,25.139,BUF,,KAN,W 50-17,,,,,,,
39,1976,1976-10-10,5,25.146,BUF,@,NYJ,L 14-17,,,,,,,
40,1976,1976-10-17,6,25.153,BUF,,BAL,L 13-31,,,,,,,
41,1976,1976-10-24,7,25.160,BUF,,NWE,L 22-26,,,,,,,
42,1976,1976-10-31,8,25.167,BUF,,NYJ,L 14-19,,,,,,,
43,1976,1976-11-07,9,25.174,BUF,@,NWE,L 10-20,0,0,,0,1,13,0
44,1976,1976-11-15,10,25.182,BUF,@,DAL,L 10-17,,,,,,,
45,1976,1976-11-21,11,25.188,BUF,,SDG,L 13-34,,,,,,,
46,1976,1976-11-25,12,25.192,BUF,@,DET,L 14-27,,,,,,,
47,1976,1976-12-05,13,25.202,BUF,@,MIA,L 27-45,,,,,,,
48,1976,1976-12-12,14,25.209,BUF,@,BAL,L 20-58,,,,,,,
49,1977,1977-09-18,1,26.124,BUF,,MIA,L 0-13,,,,,,,
50,1977,1977-09-25,2,26.131,BUF,@,DEN,L 6-26,,,,,,,
51,1978,1978-09-02,1,27.108,NYG,@,TAM,W 19-13,1,17,17.00,0,0,0,0
52,1978,1978-09-10,2,27.116,NYG,,DAL,L 24-34,,,,,,,
53,1978,1978-09-17,3,27.123,NYG,,KAN,W 26-10,,,,,,,
54,1978,1978-09-24,4,27.130,NYG,,SFO,W 27-10,,,,,,,
55,1978,1978-10-01,5,27.137,NYG,@,ATL,L 20-23,,,,,,,
56,1978,1978-10-08,6,27.144,NYG,@,DAL,L 3-24,,,,,,,
57,1978,1978-10-15,7,27.151,NYG,,TAM,W 17-14,,,,,,,
58,1978,1978-10-22,8,27.158,NYG,,WAS,W 17-6,,,,,,,
59,1978,1978-10-29,9,27.165,NYG,@,NOR,L 17-28,,,,,,,
60,1978,1978-11-05,10,27.172,NYG,@,STL,L 10-20,,,,,,,
61,1978,1978-11-12,11,27.179,NYG,@,WAS,L 13-16,,,,,,,
62,1978,1978-11-19,12,27.186,NYG,,PHI,L 17-19,,,,,,,
63,1978,1978-11-26,13,27.193,NYG,@,BUF,L 17-41,,,,,,,
64,1978,1978-12-03,14,27.200,NYG,,RAM,L 17-20,1,17,17.00,0,0,0,0
65,1978,1978-12-10,15,27.207,NYG,,STL,W 17-0,1,11,11.00,0,0,0,0
66,1978,1978-12-17,16,27.214,NYG,@,PHI,L 3-20,1,7,7.00,0,0,0,0
67,1979,1979-09-17,3,28.123,NYG,@,WAS,L 0-27,,,,,,,
68,1979,1979-09-23,4,28.129,NYG,,PHI,L 13-17,,,,,,,
69,1979,1979-09-30,5,28.136,NYG,@,NOR,L 14-24,,,,,,,
70,1979,1979-10-07,6,28.143,NYG,,TAM,W 17-14,,,,,,,
71,1979,1979-10-14,7,28.150,NYG,,SFO,W 32-16,,,,,,,
72,1979,1979-10-21,8,28.157,NYG,@,KAN,W 21-17,,,,,,,
73,1979,1979-10-28,9,28.164,NYG,@,RAM,W 20-14,,,,,,,
74,1979,1979-11-04,10,28.171,NYG,,DAL,L 14-16,,,,,,,
75,1979,1979-11-11,11,28.178,NYG,,ATL,W 24-3,,,,,,,
76,1979,1979-11-18,12,28.185,NYG,@,TAM,L 3-31,,,,,,,
77,1979,1979-11-25,13,28.192,NYG,,WAS,W 14-6,,,,,,,
78,1979,1979-12-02,14,28.199,NYG,@,DAL,L 7-28,,,,,,,
79,1979,1979-12-09,15,28.206,NYG,@,STL,L 20-29,,,,,,,
80,1979,1979-12-16,16,28.213,NYG,,BAL,L 7-31,,,,,,,
81,1980,1980-09-07,1,29.113,NYG,@,STL,W 41-35,,,,,,,
82,1980,1980-09-14,2,29.120,NYG,,WAS,L 21-23,,,,,,,
83,1980,1980-09-22,3,29.128,NYG,@,PHI,L 3-35,,,,,,,
84,1980,1980-09-28,4,29.134,NYG,,RAM,L 7-28,,,,,,,
85,1980,1980-10-05,5,29.141,NYG,@,DAL,L 3-24,,,,,,,
86,1980,1980-10-12,6,29.148,NYG,,PHI,L 16-31,,,,,,,
87,1980,1980-10-19,7,29.155,NYG,@,SDG,L 7-44,,,,,,,
88,1980,1980-10-26,8,29.162,NYG,,DEN,L 9-14,,,,,,,
89,1980,1980-11-02,9,29.169,NYG,@,TAM,L 13-30,,,,,,,
90,1980,1980-11-09,10,29.176,NYG,,DAL,W 38-35,,,,,,,
91,1980,1980-11-16,11,29.183,NYG,,GNB,W 27-21,,,,,,,
92,1980,1980-11-23,12,29.190,NYG,@,SFO,L 0-12,,,,,,,
