ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1970,1970-09-20,1,24.066,MIN,,KAN,W 27-10,,,,,,,,
2,1970,1970-09-27,2,24.073,MIN,,NOR,W 26-0,,,,,,,,
3,1970,1970-10-04,3,24.080,MIN,@,GNB,L 10-13,,,,,,,,
4,1970,1970-10-11,4,24.087,MIN,@,CHI,W 24-0,,,,,,,,
5,1970,1970-10-18,5,24.094,MIN,,DAL,W 54-13,,,,,,,,
6,1970,1970-10-26,6,24.102,MIN,,RAM,W 13-3,,,,,,,,
7,1970,1970-11-01,7,24.108,MIN,@,DET,W 30-17,,,,,,,,
8,1970,1970-11-08,8,24.115,MIN,@,WAS,W 19-10,,,,,,,,
9,1970,1970-11-15,9,24.122,MIN,,DET,W 24-20,,,,,,,,
10,1970,1970-11-22,10,24.129,MIN,,GNB,W 10-3,,,,,,,,
11,1970,1970-11-29,11,24.136,MIN,@,NYJ,L 10-20,,,,,,,,
12,1970,1970-12-05,12,24.142,MIN,,CHI,W 16-13,,,,,,,,
13,1970,1970-12-13,13,24.150,MIN,@,BOS,W 35-14,,,,,,,,
14,1970,1970-12-20,14,24.157,MIN,@,ATL,W 37-7,,,,,,,,
15,1971,1971-09-20,1,25.066,MIN,@,DET,W 16-13,,,,,,,,
16,1971,1971-09-26,2,25.072,MIN,,CHI,L 17-20,,,,,,,,
17,1971,1971-10-03,3,25.079,MIN,,BUF,W 19-0,,,,,,,,
18,1971,1971-10-10,4,25.086,MIN,@,PHI,W 13-0,,,,,,,,
19,1971,1971-10-17,5,25.093,MIN,@,GNB,W 24-13,,,,,,,,
20,1971,1971-10-25,6,25.101,MIN,,BAL,W 10-3,,,,,,,,
21,1971,1971-10-31,7,25.107,MIN,@,NYG,W 17-10,,,,,,,,
22,1971,1971-11-07,8,25.114,MIN,,SFO,L 9-13,,,,,,,,
23,1971,1971-11-14,9,25.121,MIN,,GNB,W 3-0,,,,,,,,
24,1971,1971-11-21,10,25.128,MIN,@,NOR,W 23-10,,,,,,,,
25,1971,1971-11-28,11,25.135,MIN,,ATL,W 24-7,,,,,,,,
26,1971,1971-12-05,12,25.142,MIN,@,SDG,L 14-30,,,,,,,,
27,1971,1971-12-11,13,25.148,MIN,,DET,W 29-10,,,,,,,,
28,1971,1971-12-19,14,25.156,MIN,@,CHI,W 27-10,,,,,,,,
29,1972,1972-09-18,1,26.064,MIN,,WAS,L 21-24,,,,,,,,
30,1972,1972-09-24,2,26.070,MIN,@,DET,W 34-10,,,,,,,,
31,1972,1972-10-01,3,26.077,MIN,,MIA,L 14-16,,,,,,,,
32,1972,1972-10-08,4,26.084,MIN,,STL,L 17-19,,,,,,,,
33,1972,1972-10-15,5,26.091,MIN,@,DEN,W 23-20,,,,,,,,
34,1972,1972-10-23,6,26.099,MIN,@,CHI,L 10-13,,,,,,,,
35,1972,1972-10-29,7,26.105,MIN,@,GNB,W 27-13,,,,,,,,
36,1972,1972-11-05,8,26.112,MIN,,NOR,W 37-6,,,,,,,,
37,1972,1972-11-12,9,26.119,MIN,,DET,W 16-14,,,,,,,,
38,1972,1972-11-19,10,26.126,MIN,@,RAM,W 45-41,,,,,,,,
39,1972,1972-11-26,11,26.133,MIN,@,PIT,L 10-23,,,,,,,,
40,1972,1972-12-03,12,26.140,MIN,,CHI,W 23-10,,,,,,,,
41,1972,1972-12-10,13,26.147,MIN,,GNB,L 7-23,,,,,,,,
42,1972,1972-12-16,14,26.153,MIN,@,SFO,L 17-20,,,,,,,,
