ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1987,1987-09-13,1,28.105,SDG,@,KAN,L 13-20,1,1,100.0,2,3,66.7,0,7
2,1987,1987-09-20,2,28.112,SDG,,STL,W 28-24,4,4,100.0,,,,0,4
3,1987,1987-10-25,6,28.147,SDG,,KAN,W 42-21,6,6,100.0,,,,0,6
4,1987,1987-11-01,7,28.154,SDG,,CLE,W 27-24,3,3,100.0,2,4,50.0,0,9
5,1987,1987-11-08,8,28.161,SDG,@,IND,W 16-13,1,1,100.0,3,3,100.0,0,10
6,1987,1987-11-15,9,28.168,SDG,,RAI,W 16-14,1,1,100.0,3,4,75.0,0,10
7,1987,1987-11-22,10,28.175,SDG,@,SEA,L 3-34,,,,1,1,100.0,0,3
8,1987,1987-11-29,11,28.182,SDG,,DEN,L 17-31,2,2,100.0,1,1,100.0,0,5
9,1987,1987-12-06,12,28.189,SDG,@,HOU,L 18-33,1,2,50.0,1,1,100.0,0,4
10,1987,1987-12-13,13,28.196,SDG,,PIT,L 16-20,2,2,100.0,,3,0.0,0,2
11,1987,1987-12-20,14,28.203,SDG,,IND,L 7-20,1,1,100.0,,1,0.0,0,1
12,1987,1987-12-27,15,28.210,SDG,@,DEN,L 0-24,,,,,1,0.0,0,0
13,1988,1988-09-04,1,29.096,SDG,@,RAI,L 13-24,1,1,100.0,2,2,100.0,0,7
14,1988,1988-09-11,2,29.103,SDG,@,DEN,L 3-34,,,,1,1,100.0,0,3
15,1988,1988-09-18,3,29.110,SDG,,SEA,W 17-6,2,2,100.0,1,2,50.0,0,5
16,1988,1988-09-25,4,29.117,SDG,@,KAN,W 24-23,3,3,100.0,1,1,100.0,0,6
17,1988,1988-10-02,5,29.124,SDG,,DEN,L 0-12,,,,,1,0.0,0,0
18,1988,1988-10-09,6,29.131,SDG,,NOR,L 17-23,2,2,100.0,1,1,100.0,0,5
19,1988,1988-10-16,7,29.138,SDG,@,MIA,L 28-31,4,4,100.0,,,,0,4
20,1988,1988-10-23,8,29.145,SDG,,IND,L 0-16,,,,,,,,
21,1988,1988-10-30,9,29.152,SDG,@,SEA,L 14-17,2,2,100.0,,1,0.0,0,2
22,1988,1988-11-06,10,29.159,SDG,,RAI,L 3-13,,,,1,1,100.0,0,3
23,1988,1988-11-13,11,29.166,SDG,@,ATL,W 10-7,1,1,100.0,1,2,50.0,0,4
