ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,2016,2016-09-25,3,23.137,CLE,@,MIA,L 24-30,*,21,33,63.64,244,0,0,85.9,3,17,7.39,7.39,2,-1,-0.50,0
2,2016,2016-10-02,4,23.144,CLE,@,WAS,L 20-31,*,28,40,70.00,223,1,1,81.6,1,6,5.58,4.95,2,2,1.00,0
3,2016,2016-10-09,5,23.151,CLE,,NWE,L 13-33,*,5,8,62.50,62,1,0,126.0,0,0,7.75,10.25,1,0,0.00,0
4,2016,2016-10-16,6,23.158,CLE,@,TEN,L 26-28,*,26,41,63.41,336,2,0,105.3,6,36,8.20,9.17,1,3,3.00,0
5,2016,2016-10-23,7,23.165,CLE,@,CIN,L 17-31,*,9,11,81.82,82,0,0,97.7,0,0,7.45,7.45,1,-2,-2.00,0
6,2016,2016-11-06,9,23.179,CLE,,DAL,L 10-35,*,19,27,70.37,203,1,0,104.4,4,26,7.52,8.26,2,11,5.50,0
7,2016,2016-11-10,10,23.183,CLE,@,BAL,L 7-28,*,11,18,61.11,91,1,0,92.6,1,10,5.06,6.17,1,3,3.00,0
8,2016,2016-11-20,11,23.193,CLE,,PIT,L 9-24,*,7,14,50.00,128,0,1,52.1,4,34,9.14,5.93,1,2,2.00,0
9,2016,2016-12-24,15,23.227,CLE,,SDG,W 20-17,,2,3,66.67,11,0,0,72.9,2,11,3.67,3.67,0,0,,0
10,2017,2017-10-22,7,24.164,CLE,,TEN,L 9-12,,10,19,52.63,121,0,1,50.5,2,17,6.37,4.00,1,-1,-1.00,0
11,2017,2017-11-12,9,24.185,CLE,@,DET,L 24-38,,1,3,33.33,5,0,0,42.4,3,22,1.67,1.67,0,0,,0
12,2017,2017-11-26,11,24.199,CLE,@,CIN,L 16-30,,0,1,0.00,0,0,0,39.6,1,9,0.00,0.00,0,0,,0
