ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1974,1974-11-10,9,26.137,OAK,,DET,W 35-13,,,,,,,,
2,1974,1974-11-17,10,26.144,OAK,,SDG,W 17-10,,,,,,,,
3,1974,1974-11-24,11,26.151,OAK,,DEN,L 17-20,,,,,,,,
4,1974,1974-12-01,12,26.158,OAK,,NWE,W 41-26,,,,,,,,
5,1974,1974-12-08,13,26.165,OAK,@,KAN,W 7-6,,,,,,,,
6,1974,1974-12-14,14,26.171,OAK,,DAL,W 27-23,,,,,,,,
7,1976,1976-10-03,4,28.099,BUF,,KAN,W 50-17,5,7,71.4,1,1,100.0,0,8
8,1976,1976-10-10,5,28.106,BUF,@,NYJ,L 14-17,2,2,100.0,,1,0.0,0,2
9,1976,1976-10-17,6,28.113,BUF,,BAL,L 13-31,1,1,100.0,2,2,100.0,0,7
10,1976,1976-10-24,7,28.120,BUF,,NWE,L 22-26,1,2,50.0,1,2,50.0,0,4
11,1976,1976-10-31,8,28.127,BUF,,NYJ,L 14-19,2,2,100.0,,,,0,2
12,1976,1976-11-07,9,28.134,BUF,@,NWE,L 10-20,1,1,100.0,1,1,100.0,0,4
13,1976,1976-11-15,10,28.142,BUF,@,DAL,L 10-17,1,1,100.0,1,2,50.0,0,4
14,1976,1976-11-21,11,28.148,BUF,,SDG,L 13-34,1,1,100.0,2,2,100.0,0,7
15,1976,1976-11-25,12,28.152,BUF,@,DET,L 14-27,2,2,100.0,,2,0.0,0,2
16,1976,1976-12-05,13,28.162,BUF,@,MIA,L 27-45,3,3,100.0,2,2,100.0,0,9
17,1976,1976-12-12,14,28.169,BUF,@,BAL,L 20-58,2,2,100.0,2,2,100.0,0,8
