ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1991,1991-09-01,1,21.288,NWE,@,IND,W 16-7,24,72,3.00,0,,1,7,7.00,0,,,0,0,,0,0,0
2,1991,1991-09-08,2,21.295,NWE,,CLE,L 0-20,12,60,5.00,0,,2,-8,-4.00,0,,,0,0,,0,0,0
3,1991,1991-09-15,3,21.302,NWE,@,PIT,L 6-20,16,47,2.94,0,,1,18,18.00,0,,,0,0,,0,0,0
4,1991,1991-09-22,4,21.309,NWE,,HOU,W 24-20,19,85,4.47,1,,1,5,5.00,0,,,0,0,,0,1,6
5,1991,1991-09-29,5,21.316,NWE,@,PHO,L 10-24,3,7,2.33,0,,0,0,,0,,,0,0,,0,0,0
6,1991,1991-10-06,6,21.323,NWE,,MIA,L 10-20,2,4,2.00,0,,0,0,,0,,,0,0,,0,0,0
7,1991,1991-10-20,7,21.337,NWE,,MIN,W 26-23,25,78,3.12,1,,1,9,9.00,0,,,0,0,,0,1,6
8,1991,1991-10-27,8,21.344,NWE,,DEN,L 6-9,17,89,5.24,0,,2,9,4.50,0,,,0,0,,0,0,0
9,1991,1991-11-03,9,21.351,NWE,@,BUF,L 17-22,27,106,3.93,2,,2,7,3.50,0,,,0,0,,0,2,12
10,1991,1991-11-10,10,21.358,NWE,@,MIA,L 20-30,19,57,3.00,0,,2,14,7.00,0,,,0,0,,0,0,0
11,1991,1991-11-17,11,22.000,NWE,,NYJ,L 21-28,8,5,0.63,0,,1,0,0.00,0,,,0,0,,0,0,0
12,1991,1991-11-24,12,22.007,NWE,,BUF,W 16-13,19,69,3.63,0,,0,0,,0,,,0,0,,0,0,0
13,1991,1991-12-01,13,22.014,NWE,@,DEN,L 3-20,14,41,2.93,0,,0,0,,0,,,0,0,,0,0,0
14,1991,1991-12-08,14,22.021,NWE,,IND,W 23-17,20,82,4.10,0,,1,1,1.00,0,,,0,0,,0,0,0
15,1991,1991-12-15,15,22.028,NWE,@,NYJ,W 6-3,26,112,4.31,0,,3,10,3.33,0,,,0,0,,0,0,0
