ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1987,1987-10-04,3,24.320,DAL,@,NYJ,W 38-24,6,255,42.50,0
2,1987,1987-10-11,4,24.327,DAL,,PHI,W 41-22,5,211,42.20,0
3,1987,1987-10-19,5,24.335,DAL,,WAS,L 7-13,5,173,34.60,0
