ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1981,1981-09-06,1,22.131,NOR,@,ATL,L 0-27
2,1981,1981-09-13,2,22.138,NOR,,RAM,W 23-17
3,1981,1981-09-20,3,22.145,NOR,@,NYG,L 7-20
4,1981,1981-09-27,4,22.152,NOR,@,SFO,L 14-21
5,1981,1981-10-04,5,22.159,NOR,,PIT,L 6-20
6,1981,1981-10-11,6,22.166,NOR,,PHI,L 14-31
7,1981,1981-10-18,7,22.173,NOR,@,CLE,L 17-20
8,1981,1981-10-25,8,22.180,NOR,,CIN,W 17-7
9,1981,1981-11-01,9,22.187,NOR,,ATL,L 10-41
10,1981,1981-11-08,10,22.194,NOR,@,RAM,W 21-13
11,1981,1981-11-15,11,22.201,NOR,@,MIN,L 10-20
12,1981,1981-11-22,12,22.208,NOR,@,HOU,W 27-24
13,1981,1981-11-29,13,22.215,NOR,,TAM,L 14-31
14,1981,1981-12-06,14,22.222,NOR,@,STL,L 3-30
15,1981,1981-12-13,15,22.229,NOR,,GNB,L 7-35
16,1981,1981-12-20,16,22.236,NOR,,SFO,L 17-21
17,1982,1982-09-19,2,23.144,NOR,@,CHI,W 10-0
18,1982,1982-11-21,3,23.207,NOR,,KAN,W 27-17
19,1982,1982-11-28,4,23.214,NOR,@,SFO,W 23-20
20,1982,1982-12-05,5,23.221,NOR,,TAM,L 10-13
21,1982,1982-12-12,6,23.228,NOR,@,ATL,L 0-35
22,1982,1983-01-02,9,23.249,NOR,,ATL,W 35-6
23,1983,1983-09-04,1,24.129,NOR,,STL,W 28-17
24,1983,1983-09-11,2,24.136,NOR,@,RAM,L 27-30
25,1983,1983-09-18,3,24.143,NOR,,CHI,W 34-31
26,1983,1983-09-25,4,24.150,NOR,@,DAL,L 20-21
27,1983,1983-10-02,5,24.157,NOR,,MIA,W 17-7
28,1983,1983-10-09,6,24.164,NOR,@,ATL,W 19-17
29,1983,1983-10-16,7,24.171,NOR,,SFO,L 13-32
30,1983,1983-10-23,8,24.178,NOR,@,TAM,W 24-21
31,1983,1983-10-30,9,24.185,NOR,@,BUF,L 21-27
32,1983,1983-11-06,10,24.192,NOR,,ATL,W 27-10
33,1983,1983-11-13,11,24.199,NOR,@,SFO,L 0-27
34,1983,1983-11-21,12,24.207,NOR,,NYJ,L 28-31
35,1983,1983-11-27,13,24.213,NOR,,MIN,W 17-16
36,1983,1983-12-04,14,24.220,NOR,@,NWE,L 0-7
37,1983,1983-12-11,15,24.227,NOR,@,PHI,W 20-17
38,1983,1983-12-18,16,24.234,NOR,,RAM,L 24-26
39,1984,1984-09-02,1,25.127,NOR,,ATL,L 28-36
40,1984,1984-09-09,2,25.134,NOR,,TAM,W 17-13
41,1984,1984-09-16,3,25.141,NOR,@,SFO,L 20-30
42,1984,1984-09-23,4,25.148,NOR,,STL,W 34-24
43,1984,1984-09-30,5,25.155,NOR,@,HOU,W 27-10
44,1984,1984-10-07,6,25.162,NOR,@,CHI,L 7-20
45,1984,1984-10-14,7,25.169,NOR,,RAM,L 10-28
46,1984,1984-10-21,8,25.176,NOR,@,DAL,L 27-30
47,1984,1984-10-28,9,25.183,NOR,@,CLE,W 16-14
48,1984,1984-11-04,10,25.190,NOR,,GNB,L 13-23
49,1984,1984-11-11,11,25.197,NOR,@,ATL,W 17-13
50,1984,1984-11-19,12,25.205,NOR,,PIT,W 27-24
51,1984,1984-11-25,13,25.211,NOR,,SFO,L 3-35
52,1984,1984-12-02,14,25.218,NOR,@,RAM,L 21-34
53,1984,1984-12-09,15,25.225,NOR,,CIN,L 21-24
54,1984,1984-12-15,16,25.231,NOR,@,NYG,W 10-3
55,1985,1985-09-08,1,26.133,NOR,,KAN,L 27-47
56,1985,1985-09-15,2,26.140,NOR,@,DEN,L 23-34
57,1985,1985-09-22,3,26.147,NOR,,TAM,W 20-13
58,1985,1985-09-29,4,26.154,NOR,@,SFO,W 20-17
59,1985,1985-10-06,5,26.161,NOR,,PHI,W 23-21
60,1985,1985-11-03,9,26.189,NOR,@,RAM,L 10-28
61,1985,1985-11-10,10,26.196,NOR,,SEA,L 3-27
62,1985,1985-11-17,11,26.203,NOR,@,GNB,L 14-38
63,1985,1985-11-24,12,26.210,NOR,@,MIN,W 30-23
64,1985,1985-12-01,13,26.217,NOR,,RAM,W 29-3
65,1985,1985-12-08,14,26.224,NOR,@,STL,L 16-28
