ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1994,1994-09-12,2,22.020,CHI,@,PHI,L 22-30,,,,,,,0.0%,,,,,,,,,,,,,,,
2,1994,1994-09-18,3,22.026,CHI,,MIN,L 14-42,,,,,,,0.0%,,,,,,,,,,,,,,,
3,1994,1994-09-25,4,22.033,CHI,@,NYJ,W 19-7,,,,,,,0.0%,,,,,,,,,,,,,,,
4,1994,1994-10-02,5,22.040,CHI,,BUF,W 20-13,,,,,,,0.0%,,,,,,,,,,,,,,,
5,1994,1994-10-09,6,22.047,CHI,,NOR,W 17-7,,,,,,,0.0%,,,,,,,,,,,,,,,
6,1994,1994-10-23,7,22.061,CHI,@,DET,L 16-21,,,,,,,0.0%,,,,,,,,,,,,,,,
7,1994,1994-10-31,8,22.069,CHI,,GNB,L 6-33,,,,,,,0.0%,,,,,,,,,,,,,,,
8,1994,1994-11-13,10,22.082,CHI,@,MIA,W 17-14,,0,0,0,,0,0.0%,,0,0,,0,1,20,20.00,0,0,0,,0,0,0
9,1994,1994-11-20,11,22.089,CHI,,DET,W 20-10,,,,,,,0.0%,,,,,,,,,,,,,,,
10,1994,1994-11-27,12,22.096,CHI,@,ARI,W 19-16,,0,0,0,,0,0.0%,,0,0,,0,1,21,21.00,0,0,0,,0,0,0
11,1994,1994-12-01,13,22.100,CHI,@,MIN,L 27-33,,,,,,,0.0%,,,,,,,,,,,,,,,
12,1994,1994-12-11,14,22.110,CHI,@,GNB,L 3-40,,1,1,24,24.00,0,100.0%,24.00,0,0,,0,3,32,10.67,0,0,0,,0,0,0
13,1994,1994-12-18,15,22.117,CHI,,RAM,W 27-13,,0,0,0,,0,0.0%,,0,0,,0,1,26,26.00,0,0,0,,0,0,0
14,1994,1994-12-24,16,22.123,CHI,,NWE,L 3-13,,,,,,,0.0%,,,,,,,,,,,,,,,
15,1995,1995-09-03,1,23.011,CHI,,MIN,W 31-14,,2,1,15,15.00,0,50.0%,7.50,1,1,1.00,0,0,0,,0,0,0,,0,0,0
16,1995,1995-09-11,2,23.019,CHI,,GNB,L 24-27,,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0
17,1995,1995-09-17,3,23.025,CHI,@,TAM,W 25-6,,,,,,,0.0%,,,,,,,,,,,,,,,
18,1995,1995-09-24,4,23.032,CHI,@,STL,L 28-34,,5,3,11,3.67,0,60.0%,2.20,0,0,,0,0,0,,0,0,0,,0,0,0
19,1995,1995-10-08,5,23.046,CHI,,CAR,W 31-27,,6,4,35,8.75,0,66.7%,5.83,0,0,,0,1,8,8.00,0,0,0,,0,0,0
20,1995,1995-10-15,6,23.053,CHI,@,JAX,W 30-27,,4,3,27,9.00,0,75.0%,6.75,3,13,4.33,0,0,0,,0,0,0,,0,0,0
