ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2009,2010-01-03,16,24.308,GNB,@,ARI,W 33-7,,,,,,,,
2,2010,2010-09-19,2,25.202,KAN,@,CLE,W 16-14,,0,0,,0,0.0,2,0
3,2010,2010-09-26,3,25.209,KAN,,SFO,W 31-10,,0,0,,0,0.0,1,1
4,2010,2010-10-17,5,25.230,KAN,@,HOU,L 31-35,,0,0,,0,0.0,0,1
5,2010,2010-10-24,6,25.237,KAN,,JAX,W 42-20,,,,,,,,
6,2010,2010-11-07,8,25.251,KAN,@,OAK,L 20-23,,,,,,,,
7,2012,2012-10-07,5,27.220,KAN,,BAL,L 6-9,,0,0,,0,0.0,1,0
8,2012,2012-10-14,6,27.227,KAN,@,TAM,L 10-38,,,,,,,,
9,2012,2012-10-28,7,27.241,KAN,,OAK,L 16-26,,0,0,,0,0.0,1,0
10,2012,2012-11-01,8,27.245,KAN,@,SDG,L 13-31,,,,,,,,
11,2012,2012-11-12,9,27.256,KAN,@,PIT,L 13-16,,,,,,,,
12,2012,2012-11-18,10,27.262,KAN,,CIN,L 6-28,,0,0,,0,0.0,1,0
13,2012,2012-11-25,11,27.269,KAN,,DEN,L 9-17,,1,4,4.00,0,0.0,0,0
14,2012,2012-12-02,12,27.276,KAN,,CAR,W 27-21,,,,,,,,
15,2012,2012-12-09,13,27.283,KAN,@,CLE,L 7-30,,,,,,,,
16,2012,2012-12-16,14,27.290,KAN,@,OAK,L 0-15,,,,,,,,
17,2012,2012-12-30,16,27.304,KAN,@,DEN,L 3-38,,0,0,,0,0.0,1,1
18,2013,2013-09-08,1,28.191,KAN,@,JAX,W 28-2,,,,,,,,
19,2013,2013-09-15,2,28.198,KAN,,DAL,W 17-16,,0,0,,0,0.0,1,0
20,2013,2013-10-06,5,28.219,KAN,@,TEN,W 26-17,,0,0,,0,0.0,0,2
21,2013,2013-10-13,6,28.226,KAN,,OAK,W 24-7,,,,,,,,
22,2013,2013-10-20,7,28.233,KAN,,HOU,W 17-16,,,,,,,,
23,2013,2013-10-27,8,28.240,KAN,,CLE,W 23-17,,,,,,,,
24,2013,2013-11-03,9,28.247,KAN,@,BUF,W 23-13,,0,0,,0,0.0,1,0
25,2013,2013-11-17,10,28.261,KAN,@,DEN,L 17-27,,0,0,,0,0.0,1,0
