ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-09-16,2,23.030,CHI,,KAN,W 20-10,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
2,2007,2007-09-30,4,23.044,CHI,@,DET,L 27-37,,3,3,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
3,2007,2007-10-07,5,23.051,CHI,@,GNB,W 27-20,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
4,2007,2007-10-14,6,23.058,CHI,,MIN,L 31-34,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
5,2007,2007-10-21,7,23.065,CHI,@,PHI,W 19-16,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
6,2007,2007-11-11,9,23.086,CHI,@,OAK,W 17-6,,1,-4,-4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
7,2007,2007-11-18,10,23.093,CHI,@,SEA,L 23-30,,0,0,,0,0,0,0,,0,0.0%,,1,27,27.00,0,0,0,0.0,,
8,2007,2007-11-25,11,23.100,CHI,,DEN,W 37-34,,3,29,9.67,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
9,2007,2007-12-02,12,23.107,CHI,,NYG,L 16-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
10,2007,2007-12-06,13,23.111,CHI,@,WAS,L 16-24,,3,13,4.33,0,4,4,37,9.25,0,100.0%,9.25,0,0,,0,0,0,0.0,,
11,2007,2007-12-17,14,23.122,CHI,@,MIN,L 13-20,,3,5,1.67,0,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,0.0,,
12,2007,2007-12-23,15,23.128,CHI,,GNB,W 35-7,,12,29,2.42,0,2,2,38,19.00,0,100.0%,19.00,0,0,,0,0,0,0.0,,
