ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1993,1993-09-19,3,22.120,NWE,,SEA,L 14-17,3,10,3.33,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
2,1993,1993-09-26,4,22.127,NWE,@,NYJ,L 7-45,1,1,1.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
3,1993,1993-10-10,5,22.141,NWE,@,PHO,W 23-21,6,18,3.00,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
4,1993,1993-10-17,6,22.148,NWE,,HOU,L 14-28,0,0,,0,1,0,0,,0,0.0%,0.00,,,,,0,
5,1993,1993-10-24,7,22.155,NWE,@,SEA,L 9-10,1,0,0.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
6,1993,1993-10-31,8,22.162,NWE,@,IND,L 6-9,1,1,1.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
7,1993,1993-11-07,9,22.169,NWE,,BUF,L 10-13,3,18,6.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
8,1993,1993-11-21,10,22.183,NWE,@,MIA,L 13-17,9,41,4.56,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
9,1993,1993-11-28,11,22.190,NWE,,NYJ,L 0-6,5,4,0.80,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0
10,1993,1993-12-05,12,22.197,NWE,@,PIT,L 14-17,0,0,,0,4,2,33,16.50,0,50.0%,8.25,0,0,,0,0,0
11,1993,1993-12-12,13,22.204,NWE,,CIN,W 7-2,6,2,0.33,0,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0
12,1993,1993-12-19,14,22.211,NWE,@,CLE,W 20-17,2,4,2.00,0,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0
13,1993,1993-12-26,15,22.218,NWE,,IND,W 38-0,21,93,4.43,1,,0,0,,0,0.0%,,0,0,,0,1,6
14,1993,1994-01-02,16,22.225,NWE,,MIA,W 33-27,2,6,3.00,0,3,1,14,14.00,0,33.3%,4.67,0,0,,0,0,0
15,1994,1994-09-04,1,23.105,NWE,@,MIA,L 35-39,0,0,,0,0,0,0,,0,0.0%,,1,20,20.00,0,0,0
16,1994,1994-09-11,2,23.112,NWE,,BUF,L 35-38,0,0,,0,0,0,0,,0,0.0%,,5,90,18.00,0,0,0
17,1994,1994-09-18,3,23.119,NWE,@,CIN,W 31-28,,,,,,,,,,0.0%,,0,0,,0,,
18,1994,1994-09-25,4,23.126,NWE,@,DET,W 23-17,,,,,0,,,,,0.0%,,0,0,,0,,
19,1994,1994-10-02,5,23.133,NWE,,GNB,W 17-16,,,,,,,,,,0.0%,,0,0,,0,,
20,1994,1994-10-09,6,23.140,NWE,,RAI,L 17-21,0,0,,0,0,0,0,,0,0.0%,,1,16,16.00,0,0,0
21,1994,1994-10-16,7,23.147,NWE,@,NYJ,L 17-24,,,,,,,,,,0.0%,,0,0,,0,,
22,1994,1994-10-30,8,23.161,NWE,,MIA,L 3-23,0,0,,0,0,0,0,,0,0.0%,,1,18,18.00,0,0,0
23,1994,1994-11-06,9,23.168,NWE,@,CLE,L 6-13,0,0,,0,0,0,0,,0,0.0%,,2,28,14.00,0,0,0
24,1994,1994-11-13,10,23.175,NWE,,MIN,W 26-20,,,,,,,,,,0.0%,,0,0,,0,,
25,1994,1994-11-20,11,23.182,NWE,,SDG,W 23-17,,,,,,,,,,0.0%,,0,0,,0,,
26,1994,1994-11-27,12,23.189,NWE,@,IND,W 12-10,,,,,,,,,,0.0%,,0,0,,0,,
27,1994,1994-12-04,13,23.196,NWE,,NYJ,W 24-13,,,,,,,,,,0.0%,,0,0,,0,,
28,1994,1994-12-11,14,23.203,NWE,,IND,W 28-13,,,,,0,,,,,0.0%,,0,0,,0,,
29,1994,1994-12-18,15,23.210,NWE,@,BUF,W 41-17,,,,,,,,,,0.0%,,0,0,,0,,
30,1994,1994-12-24,16,23.216,NWE,@,CHI,W 13-3,,,,,,,,,,0.0%,,0,0,,0,,
31,1995,1995-09-17,3,24.118,NWE,@,SFO,L 3-28,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
32,1995,1995-10-01,4,24.132,NWE,@,ATL,L 17-30,0,0,,0,0,0,0,,0,0.0%,,,,,,0,
33,1995,1995-10-08,5,24.139,NWE,,DEN,L 3-37,9,43,4.78,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
34,1995,1995-10-15,6,24.146,NWE,@,KAN,L 26-31,3,9,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
35,1995,1995-10-23,7,24.154,NWE,,BUF,W 27-14,0,0,,0,,0,0,,0,0.0%,,,,,,0,
36,1995,1995-10-29,8,24.160,NWE,,CAR,L 17-20,0,0,,0,,0,0,,0,0.0%,,,,,,0,
37,1995,1995-11-05,9,24.167,NWE,@,NYJ,W 20-7,0,0,,0,,0,0,,0,0.0%,,,,,,0,
38,1995,1995-11-12,10,24.174,NWE,@,MIA,W 34-17,0,0,,0,,0,0,,0,0.0%,,,,,,0,
39,1995,1995-11-19,11,24.181,NWE,,IND,L 10-24,0,0,,0,,0,0,,0,0.0%,,,,,,0,
40,1995,1995-11-26,12,24.188,NWE,@,BUF,W 35-25,0,0,,0,,0,0,,0,0.0%,,,,,,0,
41,1995,1995-12-03,13,24.195,NWE,,NOR,L 17-31,0,0,,0,0,0,0,,0,0.0%,,,,,,0,
42,1995,1995-12-10,14,24.202,NWE,,NYJ,W 31-28,0,0,,0,,0,0,,0,0.0%,,,,,,0,
43,1995,1995-12-16,15,24.208,NWE,@,PIT,L 27-41,0,0,,0,,0,0,,0,0.0%,,,,,,0,
