ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1985,1985-09-22,3,24.336,TAM,@,NOR,L 13-20,,,,
2,1985,1985-09-29,4,24.343,TAM,@,DET,L 9-30,,,,
3,1985,1985-10-06,5,24.350,TAM,,CHI,L 19-27,,,,
4,1985,1985-10-20,7,24.364,TAM,@,MIA,L 38-41,,,,
5,1985,1985-10-27,8,25.006,TAM,,NWE,L 14-32,,,,
6,1985,1985-11-03,9,25.013,TAM,@,NYG,L 20-22,,,,
7,1985,1985-11-10,10,25.020,TAM,,STL,W 16-0,,,,
8,1985,1985-11-17,11,25.027,TAM,@,NYJ,L 28-62,,,,
9,1985,1985-11-24,12,25.034,TAM,,DET,W 19-16,,,,
10,1985,1985-12-01,13,25.041,TAM,@,GNB,L 0-21,,,,
11,1985,1985-12-08,14,25.048,TAM,@,MIN,L 7-26,,,,
12,1985,1985-12-15,15,25.055,TAM,,IND,L 23-31,,,,
13,1985,1985-12-22,16,25.062,TAM,,GNB,L 17-20,,,,
14,1986,1986-09-07,1,25.321,TAM,,SFO,L 7-31,0,0,,0
15,1986,1986-09-14,2,25.328,TAM,,MIN,L 10-23,0,0,,0
16,1986,1986-09-21,3,25.335,TAM,@,DET,W 24-20,0,0,,0
17,1986,1986-09-28,4,25.342,TAM,,ATL,L 20-23,0,0,,0
18,1986,1986-10-05,5,25.349,TAM,@,RAM,L 20-26,0,0,,0
19,1986,1986-10-12,6,25.356,TAM,,STL,L 19-30,0,0,,0
20,1986,1986-10-19,7,25.363,TAM,@,NOR,L 7-38,0,0,,0
21,1986,1986-10-26,8,26.005,TAM,@,KAN,L 20-27,0,0,,0
22,1986,1986-11-02,9,26.012,TAM,,BUF,W 34-28,0,0,,0
23,1986,1986-11-09,10,26.019,TAM,,CHI,L 3-23,0,0,,0
24,1986,1986-11-16,11,26.026,TAM,@,GNB,L 7-31,0,0,,0
25,1986,1986-11-23,12,26.033,TAM,,DET,L 17-38,0,0,,0
26,1986,1986-11-30,13,26.040,TAM,@,MIN,L 13-45,0,0,,0
27,1986,1986-12-07,14,26.047,TAM,@,CHI,L 14-48,0,0,,0
28,1986,1986-12-14,15,26.054,TAM,,GNB,L 7-21,0,0,,0
29,1986,1986-12-21,16,26.061,TAM,@,STL,L 17-21,1,9,9.00,0
30,1987,1987-09-13,1,26.327,TAM,,ATL,W 48-10,,,,
31,1987,1987-09-20,2,26.334,TAM,@,CHI,L 3-20,,,,
32,1987,1987-10-25,6,27.004,TAM,,CHI,L 26-27,,,,
33,1987,1987-11-01,7,27.011,TAM,@,GNB,W 23-17,,,,
34,1987,1987-11-08,8,27.018,TAM,@,STL,L 28-31,,,,
35,1987,1987-11-15,9,27.025,TAM,@,MIN,L 17-23,,,,
36,1987,1987-11-22,10,27.032,TAM,,SFO,L 10-24,,,,
37,1987,1987-11-29,11,27.039,TAM,@,RAM,L 3-35,,,,
38,1987,1987-12-06,12,27.046,TAM,@,NOR,L 34-44,,,,
39,1987,1987-12-13,13,27.053,TAM,,DET,L 10-20,,,,
40,1987,1987-12-20,14,27.060,TAM,,STL,L 14-31,,,,
41,1987,1987-12-27,15,27.067,TAM,@,IND,L 6-24,,,,
42,1988,1988-09-04,1,27.319,TAM,,PHI,L 14-41,,,,
43,1988,1988-09-11,2,27.326,TAM,@,GNB,W 13-10,,,,
44,1988,1988-09-18,3,27.333,TAM,,PHO,L 24-30,,,,
45,1988,1988-09-25,4,27.340,TAM,@,NOR,L 9-13,,,,
46,1988,1988-10-02,5,27.347,TAM,,GNB,W 27-24,,,,
47,1988,1988-10-09,6,27.354,TAM,@,MIN,L 13-14,,,,
48,1988,1988-10-16,7,27.361,TAM,@,IND,L 31-35,,,,
49,1988,1988-10-23,8,28.002,TAM,,MIN,L 20-49,,,,
50,1988,1988-10-30,9,28.009,TAM,,MIA,L 14-17,,,,
51,1988,1988-11-06,10,28.016,TAM,@,CHI,L 10-28,,,,
52,1988,1988-11-13,11,28.023,TAM,@,DET,W 23-20,,,,
53,1988,1988-11-20,12,28.030,TAM,,CHI,L 15-27,,,,
54,1988,1988-11-27,13,28.037,TAM,@,ATL,L 10-17,,,,
55,1988,1988-12-04,14,28.044,TAM,,BUF,W 10-5,,,,
56,1988,1988-12-11,15,28.051,TAM,@,NWE,L 7-10,,,,
57,1988,1988-12-18,16,28.058,TAM,,DET,W 21-10,,,,
