ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1992,1992-09-06,1,21.355,IND,,CLE,W 14-3,,2,28,14.00,0,0,0,0.0,0,0,0
2,1992,1992-09-13,2,21.362,IND,,HOU,L 10-20,,2,48,24.00,0,0,0,0.0,0,0,0
3,1992,1992-11-01,8,22.045,IND,@,SDG,L 0-26,,2,19,9.50,0,0,0,0.0,0,0,0
4,1992,1992-11-08,9,22.052,IND,,MIA,L 0-28,,0,0,,0,,,,,,
5,1992,1992-11-15,10,22.059,IND,,NWE,L 34-37,,2,31,15.50,0,0,0,0.0,0,0,0
6,1992,1992-11-22,11,22.066,IND,@,PIT,L 14-30,,0,0,,0,,,,,,
7,1992,1992-11-29,12,22.073,IND,,BUF,W 16-13,,0,0,,0,,,,,,
8,1992,1992-12-13,14,22.087,IND,@,NYJ,W 10-6,,0,0,,0,,,,,,
9,1992,1992-12-20,15,22.094,IND,,PHO,W 16-13,,0,0,,0,,,,,,
10,1992,1992-12-27,16,22.101,IND,@,CIN,W 21-17,,0,0,,0,,,,,,
11,1993,1993-09-05,1,22.353,IND,,MIA,L 20-24,,,,,,,,,,,
12,1993,1993-09-12,2,22.360,IND,@,CIN,W 9-6,,,,,,,,,,,
13,1993,1993-09-26,3,23.009,IND,,CLE,W 23-10,,,,,,,,,,,
14,1993,1993-10-03,4,23.016,IND,@,DEN,L 13-35,,,,,,,,,,,
15,1993,1993-10-10,5,23.023,IND,,DAL,L 3-27,,,,,,,,,,,
16,1993,1993-10-24,6,23.037,IND,@,MIA,L 27-41,,,,,,,,,,,
17,1993,1993-10-31,7,23.044,IND,,NWE,W 9-6,,,,,,,,,,,
18,1993,1993-11-07,8,23.051,IND,@,WAS,L 24-30,,,,,,,,,,,
19,1993,1993-11-14,9,23.058,IND,,NYJ,L 17-31,,,,,,,,,,,
20,1993,1993-11-21,10,23.065,IND,@,BUF,L 9-23,,,,,,,,,,,
21,1993,1993-11-29,11,23.073,IND,,SDG,L 0-31,,,,,,,,,,,
22,1993,1993-12-19,14,23.093,IND,,PHI,L 10-20,,,,,,,,,,,
23,1993,1993-12-26,15,23.100,IND,@,NWE,L 0-38,,,,,,,,,,,
24,1993,1994-01-02,16,23.107,IND,,BUF,L 10-30,,,,,,,,,,,
25,1994,1994-09-04,1,23.352,IND,,HOU,W 45-21,,,,,,,,,,,
26,1994,1994-09-11,2,23.359,IND,@,TAM,L 10-24,,,,,,,,,,,
27,1994,1994-09-18,3,24.001,IND,@,PIT,L 21-31,,0,0,,0,0,0,0.0,1,8,0
28,1994,1994-09-25,4,24.008,IND,,CLE,L 14-21,,,,,,,,,,,
29,1994,1994-10-02,5,24.015,IND,,SEA,W 17-15,,,,,,,,,,,
30,1994,1994-10-09,6,24.022,IND,@,NYJ,L 6-16,,,,,,,,,,,
31,1994,1994-10-16,7,24.029,IND,@,BUF,W 27-17,,,,,,,,,,,
32,1994,1994-10-23,8,24.036,IND,,WAS,L 27-41,,,,,,,,,,,
33,1994,1994-10-30,9,24.043,IND,,NYJ,W 28-25,,,,,,,,,,,
34,1994,1994-11-06,10,24.050,IND,@,MIA,L 21-22,,,,,,,,,,,
35,1994,1994-11-20,11,24.064,IND,@,CIN,W 17-13,,,,,,,,,,,
36,1994,1994-11-27,12,24.071,IND,,NWE,L 10-12,,,,,,,,,,,
37,1994,1994-12-04,13,24.078,IND,@,SEA,W 31-19,,0,0,,0,0,0,0.0,1,42,0
38,1994,1994-12-11,14,24.085,IND,@,NWE,L 13-28,,,,,,,,,,,
39,1994,1994-12-18,15,24.092,IND,,MIA,W 10-6,,,,,,,,,,,
40,1994,1994-12-24,16,24.098,IND,,BUF,W 10-9,,,,,,,,,,,
41,1995,1995-09-03,1,24.351,IND,,CIN,L 21-24,,,,,,,,,,,
42,1995,1995-09-10,2,24.358,IND,@,NYJ,W 27-24,,,,,,,,,,,
43,1995,1995-09-17,3,25.000,IND,@,BUF,L 14-20,,,,,,,,,,,
44,1995,1995-10-01,4,25.014,IND,,STL,W 21-18,,0,0,,0,0,0,0.0,1,0,0
45,1995,1995-10-08,5,25.021,IND,@,MIA,W 27-24,,,,,,,,,,,
46,1995,1995-10-15,6,25.028,IND,,SFO,W 18-17,,,,,,,,,,,
47,1995,1995-10-22,7,25.035,IND,@,OAK,L 17-30,,,,,,,,,,,
48,1995,1995-10-29,8,25.042,IND,,NYJ,W 17-10,,,,,,,,,,,
49,1995,1995-11-05,9,25.049,IND,,BUF,L 10-16,,,,,,,,,,,
50,1995,1995-11-12,10,25.056,IND,@,NOR,L 14-17,,,,,,,,,,,
51,1995,1995-11-19,11,25.063,IND,@,NWE,W 24-10,,,,,,,,,,,
52,1995,1995-11-26,12,25.070,IND,,MIA,W 36-28,,,,,,,,,,,
53,1995,1995-12-03,13,25.077,IND,@,CAR,L 10-13,,,,,,,,,,,
54,1995,1995-12-10,14,25.084,IND,@,JAX,W 41-31,,,,,,,,,,,
55,1995,1995-12-17,15,25.091,IND,,SDG,L 24-27,,,,,,,,,,,
56,1995,1995-12-23,16,25.097,IND,,NWE,W 10-7,,0,0,,0,0,0,0.0,2,12,0
57,1996,1996-09-01,1,25.350,CIN,@,STL,L 16-26,,0,0,,0,0,0,0.0,1,0,0
58,1996,1996-09-08,2,25.357,CIN,@,SDG,L 14-27,,0,0,,0,0,0,0.0,2,4,0
59,1996,1996-09-15,3,25.364,CIN,,NOR,W 30-15,,,,,,,,,,,
60,1996,1996-09-29,4,26.012,CIN,,DEN,L 10-14,,,,,,,,,,,
61,1996,1996-10-06,5,26.019,CIN,,HOU,L 27-30,,,,,,,,,,,
62,1996,1996-10-13,6,26.026,CIN,@,PIT,L 10-20,,0,0,,0,0,0,0.0,1,0,0
63,1996,1996-10-20,7,26.033,CIN,@,SFO,L 21-28,,0,0,,0,0,0,0.0,1,0,0
64,1996,1996-10-27,8,26.040,CIN,,JAX,W 28-21,,,,,,,,,,,
65,1996,1996-11-03,9,26.047,SDG,@,IND,W 26-19,,,,,,,,,,,
66,1996,1996-11-03,9,26.047,CIN,@,BAL,W 24-21,,0,0,,0,0,0,0.0,1,28,0
67,1996,1996-11-10,10,26.054,CIN,,PIT,W 34-24,,0,0,,0,0,0,0.0,1,0,0
68,1996,1996-11-17,11,26.061,CIN,@,BUF,L 17-31,,0,0,,0,1,6,0.0,1,31,1
69,1996,1996-11-24,12,26.068,CIN,,ATL,W 41-31,,,,,,,,,,,
70,1996,1996-12-01,13,26.075,CIN,@,JAX,L 27-30,,,,,,,,,,,
71,1996,1996-12-15,15,26.089,CIN,@,HOU,W 21-13,,,,,,,,,,,
72,1996,1996-12-22,16,26.096,CIN,,IND,W 31-24,,,,,,,,,,,
73,1997,1997-08-31,1,26.348,CIN,,ARI,W 24-21,,,,,,,,,,,
74,1997,1997-09-07,2,26.355,CIN,@,BAL,L 10-23,,0,0,,0,0,0,0.0,1,0,0
75,1997,1997-09-07,2,26.355,NWE,@,IND,W 31-6,,,,,,,,,,,
76,1997,1997-09-21,3,27.004,CIN,@,DEN,L 20-38,,,,,,,,,,,
77,1997,1997-09-28,4,27.011,CIN,,NYJ,L 14-31,,,,,,,,,,,
78,1997,1997-10-05,5,27.018,CIN,@,JAX,L 13-21,,,,,,,,,,,
79,1997,1997-10-12,6,27.025,CIN,@,TEN,L 7-30,,,,,,,,,,,
80,1997,1997-10-19,7,27.032,CIN,,PIT,L 10-26,,,,,,,,,,,
81,1997,1997-10-26,8,27.039,CIN,@,NYG,L 27-29,,,,,,,,,,,
82,1997,1997-11-02,9,27.046,CIN,,SDG,W 38-31,,,,,,,,,,,
83,1997,1997-11-09,10,27.053,CIN,@,IND,W 28-13,,0,0,,0,0,0,1.0,2,56,0
84,1997,1997-11-16,11,27.060,CIN,@,PIT,L 3-20,,,,,,,,,,,
85,1997,1997-11-23,12,27.067,CIN,,JAX,W 31-26,,,,,,,,,,,
86,1997,1997-11-30,13,27.074,CIN,@,PHI,L 42-44,,,,,,,,,,,
87,1997,1997-12-04,14,27.078,CIN,,TEN,W 41-14,,,,,,,,,,,
88,1997,1997-12-14,15,27.088,CIN,,DAL,W 31-24,,,,,,,,,,,
89,1997,1997-12-21,16,27.095,MIN,,IND,W 39-28,,,,,,,,,,,
90,1998,1998-09-06,1,27.354,CIN,,TEN,L 14-23,,,,,,,,,,,
91,1998,1998-09-13,2,27.361,CIN,@,DET,W 34-28,,0,0,,0,0,0,0.0,1,0,0
92,1998,1998-09-20,3,28.003,CIN,,GNB,L 6-13,,,,,,,,,,,
93,1998,1998-10-11,5,28.024,CIN,,PIT,W 25-20,,,,,,,,,,,
94,1998,1998-10-18,6,28.031,CIN,@,TEN,L 14-44,,,,,,,,,,,
95,1998,1998-10-25,7,28.038,CIN,@,OAK,L 10-27,,,,,,,,,,,
96,1998,1998-11-01,8,28.045,CIN,,DEN,L 26-33,,,,,,,,,,,
97,1998,1998-11-08,9,28.052,CIN,@,JAX,L 11-24,,,,,,,,,,,
98,1998,1998-11-15,10,28.059,CIN,@,MIN,L 3-24,,,,,,,,,,,
99,1998,1998-11-29,12,28.073,CIN,,JAX,L 17-34,,,,,,,,,,,
100,1998,1998-12-06,13,28.080,CIN,,BUF,L 20-33,,,,,,,,,,,
101,1998,1998-12-13,14,28.087,CIN,@,IND,L 26-39,,,,,,,,,,,
102,1998,1998-12-20,15,28.094,CIN,@,PIT,W 25-24,,,,,,,,,,,
103,1998,1998-12-27,16,28.101,CIN,,TAM,L 0-35,,0,0,,0,0,0,0.0,1,0,0
104,1999,1999-09-12,1,28.360,NOR,,CAR,W 19-10,*,,,,,,,,,,
105,1999,1999-09-19,2,29.002,NOR,@,SFO,L 21-28,*,0,0,,0,0,0,0.0,1,16,0
106,1999,1999-10-03,3,29.016,NOR,@,CHI,L 10-14,*,0,0,,0,0,0,0.0,2,5,0
107,1999,1999-10-10,4,29.023,NOR,,ATL,L 17-20,*,,,,,,,,,,
108,1999,1999-10-17,5,29.030,NOR,,TEN,L 21-24,*,0,0,,0,0,0,0.0,1,6,0
109,1999,1999-10-24,6,29.037,NOR,@,NYG,L 3-31,*,,,,,,,,,,
110,1999,1999-10-31,7,29.044,NOR,,CLE,L 16-21,*,,,,,,,,,,
111,1999,1999-11-07,8,29.051,NOR,,TAM,L 16-31,*,,,,,,,,,,
112,1999,1999-11-14,9,29.058,NOR,,SFO,W 24-6,*,,,,,,,,,,
113,1999,1999-11-21,10,29.065,NOR,@,JAX,L 23-41,*,,,,,,,,,,
114,1999,1999-11-28,11,29.072,NOR,@,STL,L 12-43,*,,,,,,,,,,
115,1999,1999-12-05,12,29.079,NOR,@,ATL,L 12-35,*,0,0,,0,0,0,0.0,1,0,0
116,1999,1999-12-12,13,29.086,NOR,,STL,L 14-30,*,,,,,,,,,,
117,1999,1999-12-19,14,29.093,NOR,@,BAL,L 8-31,*,0,0,,0,0,0,0.0,1,0,0
118,1999,1999-12-24,15,29.098,NOR,,DAL,W 31-24,*,,,,,,,,,,
119,1999,2000-01-02,16,29.107,NOR,@,CAR,L 13-45,*,,,,,,,,,,
120,2000,2000-09-03,1,29.352,ATL,,SFO,W 36-28,*,0,0,,0,1,6,0.0,1,36,1
121,2000,2000-09-10,2,29.359,ATL,@,DEN,L 14-42,*,,,,,,,,,,
122,2000,2000-09-17,3,30.000,ATL,@,CAR,W 15-10,*,0,0,,0,0,0,0.0,1,37,0
123,2000,2000-09-24,4,30.007,ATL,,STL,L 20-41,*,,,,,,,,,,
124,2000,2000-10-01,5,30.014,ATL,@,PHI,L 10-38,*,,,,,,,,,,
125,2000,2000-10-08,6,30.021,ATL,,NYG,L 6-13,*,0,0,,0,0,0,0.0,1,24,0
126,2000,2000-10-15,7,30.028,ATL,@,STL,L 29-45,*,,,,,,,,,,
127,2000,2000-10-22,8,30.035,ATL,,NOR,L 19-21,*,,,,,,,,,,
128,2000,2000-10-29,9,30.042,ATL,,CAR,W 13-12,*,0,0,,0,0,0,0.0,1,42,0
129,2000,2000-11-05,10,30.049,ATL,,TAM,L 14-27,*,,,,,,,,,,
130,2000,2000-11-12,11,30.056,ATL,@,DET,L 10-13,,,,,,,,,,,
131,2000,2000-11-19,12,30.063,ATL,@,SFO,L 6-16,,,,,,,,,,,
132,2000,2000-11-26,13,30.070,ATL,@,OAK,L 14-41,*,,,,,,,,,,
133,2000,2000-12-03,14,30.077,ATL,,SEA,L 10-30,,,,,,,,,,,
134,2000,2000-12-17,15,30.091,ATL,@,NOR,L 7-23,*,,,,,,,,,,
135,2000,2000-12-24,16,30.098,ATL,,KAN,W 29-13,*,,,,,,,,,,
136,2001,2001-09-09,1,30.357,ATL,@,SFO,L 13-16,,,,,,,,,,,
137,2001,2001-09-23,2,31.006,ATL,,CAR,W 24-16,*,,,,,,,,,,
138,2001,2001-09-30,3,31.013,ATL,@,ARI,W 34-14,*,,,,,,,,,,
139,2001,2001-10-07,4,31.020,ATL,,CHI,L 3-31,*,,,,,,,,,,
140,2001,2001-10-14,5,31.027,ATL,,SFO,L 31-37,*,,,,,,,,,,
141,2001,2001-10-21,6,31.034,ATL,@,NOR,W 20-13,*,,,,,,,,,,
142,2001,2001-11-04,7,31.048,ATL,,NWE,L 10-24,*,,,,,,,,,,
143,2001,2001-11-11,8,31.055,ATL,,DAL,W 20-13,*,,,,,,,,,,
144,2001,2001-11-18,9,31.062,ATL,@,GNB,W 23-20,*,0,0,,0,0,0,0.0,2,0,0
145,2001,2001-11-25,10,31.069,ATL,@,CAR,W 10-7,*,0,0,,0,0,0,0.0,1,6,0
146,2001,2001-12-02,11,31.076,ATL,,STL,L 6-35,*,,,,,,,,,,
147,2001,2001-12-09,12,31.083,ATL,,NOR,L 10-28,*,,,,,,,,,,
148,2001,2001-12-16,13,31.090,ATL,@,IND,L 27-41,*,0,0,,0,0,0,0.0,1,27,0
149,2001,2001-12-23,14,31.097,ATL,,BUF,W 33-30,*,,,,,,,,,,
150,2001,2001-12-30,15,31.104,ATL,@,MIA,L 14-21,*,,,,,,,,,,
151,2001,2002-01-06,16,31.111,ATL,@,STL,L 13-31,*,0,0,,0,0,0,0.0,1,10,0
152,2002,2002-09-08,1,31.356,ATL,@,GNB,L 34-37,*,,,,,,,,,,
153,2002,2002-09-15,2,31.363,ATL,,CHI,L 13-14,*,,,,,,,,,,
154,2002,2002-09-22,3,32.005,ATL,,CIN,W 30-3,*,0,0,,0,0,0,0.0,1,0,0
155,2002,2002-10-06,4,32.019,ATL,,TAM,L 6-20,*,,,,,,,,,,
156,2002,2002-10-13,5,32.026,ATL,@,NYG,W 17-10,*,,,,,,,,,,
157,2002,2002-10-20,6,32.033,ATL,,CAR,W 30-0,*,,,,,,,,,,
158,2002,2002-10-27,7,32.040,ATL,@,NOR,W 37-35,*,,,,,,,,,,
159,2002,2002-11-03,8,32.047,ATL,,BAL,W 20-17,*,,,,,,,,,,
160,2002,2002-11-10,9,32.054,ATL,@,PIT,T 34-34,*,,,,,,,,,,
161,2002,2002-11-17,10,32.061,ATL,,NOR,W 24-17,*,,,,,,,,,,
162,2002,2002-11-24,11,32.068,ATL,@,CAR,W 41-0,*,0,0,,0,0,0,0.0,1,24,0
163,2002,2002-12-01,12,32.075,ATL,@,MIN,W 30-24,*,,,,,,,,,,
164,2002,2002-12-08,13,32.082,ATL,@,TAM,L 10-34,*,,,,,,,,,,
165,2002,2002-12-15,14,32.089,ATL,,SEA,L 24-30,*,,,,,,,,,,
166,2002,2002-12-22,15,32.096,ATL,,DET,W 36-15,*,0,0,,0,0,0,0.0,1,1,0
167,2002,2002-12-29,16,32.103,ATL,@,CLE,L 16-24,*,,,,,,,,,,
168,2003,2003-09-07,1,32.355,NOR,@,SEA,L 10-27,*,,,,,,,,,,
169,2003,2003-09-14,2,32.362,NOR,,HOU,W 31-10,*,,,,,,,,,,
170,2003,2003-09-21,3,33.004,NOR,@,TEN,L 12-27,*,,,,,,,,,,
171,2003,2003-09-28,4,33.011,NOR,,IND,L 21-55,*,,,,,,,,,,
172,2003,2003-10-05,5,33.018,NOR,@,CAR,L 13-19,,,,,,,,,,,
173,2003,2003-10-12,6,33.025,NOR,,CHI,W 20-13,*,,,,,,,,,,
174,2003,2003-10-19,7,33.032,NOR,@,ATL,W 45-17,,,,,,,,,,,
175,2003,2003-10-26,8,33.039,NOR,,CAR,L 20-23,,,,,,,,,,,
176,2003,2003-11-02,9,33.046,NOR,@,TAM,W 17-14,,0,0,,0,1,6,0.0,2,74,1
177,2003,2003-11-16,10,33.060,NOR,,ATL,W 23-20,*,,,,,,,,,,
178,2003,2003-11-23,11,33.067,NOR,@,PHI,L 20-33,*,,,,,,,,,,
179,2003,2003-11-30,12,33.074,NOR,@,WAS,W 24-20,*,,,,,,,,,,
180,2003,2003-12-07,13,33.081,NOR,,TAM,L 7-14,*,,,,,,,,,,
181,2003,2003-12-14,14,33.088,NOR,,NYG,W 45-7,*,,,,,,,,,,
182,2003,2003-12-21,15,33.095,NOR,@,JAX,L 19-20,*,0,0,,0,0,0,0.0,1,4,0
