ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2016,2016-09-25,3,23.358,WAS,@,NYG,W 29-27,,4,7,1.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0
2,2016,2016-10-02,4,23.365,WAS,,CLE,W 31-20,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
3,2016,2016-10-09,5,24.006,WAS,@,BAL,W 16-10,,3,18,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
4,2016,2016-10-16,6,24.013,WAS,,PHI,W 27-20,,5,59,11.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0
5,2016,2016-10-23,7,24.020,WAS,@,DET,L 17-20,,4,15,3.75,0,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,6
6,2016,2016-10-30,8,24.027,WAS,@,CIN,T 27-27,*,21,87,4.14,1,2,0,0,,0,0.0%,0.00,0,0,,0,1,6
7,2016,2016-11-13,9,24.041,WAS,,MIN,W 26-20,*,22,97,4.41,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0
8,2016,2016-11-20,10,24.048,WAS,,GNB,W 42-24,*,24,137,5.71,3,2,0,0,,0,0.0%,0.00,0,0,,0,3,18
9,2016,2016-11-24,11,24.052,WAS,@,DAL,L 26-31,*,14,37,2.64,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0
10,2016,2016-12-04,12,24.062,WAS,@,ARI,L 23-31,*,14,63,4.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
11,2016,2016-12-11,13,24.069,WAS,@,PHI,W 27-22,*,16,63,3.94,1,2,2,25,12.50,0,100.0%,12.50,0,0,,0,1,6
12,2016,2016-12-19,14,24.077,WAS,,CAR,L 15-26,*,9,8,0.89,1,4,4,47,11.75,0,100.0%,11.75,0,0,,0,1,6
13,2016,2016-12-24,15,24.082,WAS,@,CHI,W 41-21,*,19,76,4.00,0,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0
14,2016,2017-01-01,16,24.090,WAS,,NYG,L 10-19,*,12,33,2.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0
15,2017,2017-09-10,1,24.342,WAS,,PHI,L 17-30,*,10,30,3.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
16,2017,2017-09-17,2,24.349,WAS,@,LAR,W 27-20,*,12,78,6.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0
17,2017,2017-10-02,4,24.364,WAS,@,KAN,L 20-29,*,7,23,3.29,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
18,2017,2017-10-23,6,25.020,WAS,@,PHI,L 24-34,*,7,16,2.29,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0
19,2017,2017-10-29,7,25.026,WAS,,DAL,L 19-33,*,8,19,2.38,1,1,0,0,,0,0.0%,0.00,0,0,,0,1,6
20,2017,2017-11-05,8,25.033,WAS,@,SEA,W 17-14,*,14,18,1.29,2,0,0,0,,0,0.0%,,1,16,16.00,0,2,12
21,2017,2017-11-12,9,25.040,WAS,,MIN,L 30-38,*,4,10,2.50,0,2,2,4,2.00,0,100.0%,2.00,0,0,,0,0,0
22,2018,2018-09-09,1,25.341,WAS,@,ARI,W 24-6,,3,7,2.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0
23,2018,2018-09-16,2,25.348,WAS,,IND,L 9-21,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
