ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1966,1966-11-13,9,22.257,SFO,@,CHI,T 30-30,1,2,2.00,0,0,0,0,0,0
2,1968,1968-09-15,1,24.198,SFO,@,BAL,L 10-27,0,0,,0,1,6,1,25,1
3,1970,1970-09-27,2,26.210,SFO,,CLE,W 34-31,,,,,,,,,
4,1970,1970-10-04,3,26.217,SFO,@,ATL,L 20-21,,,,,,,,,
5,1970,1970-10-11,4,26.224,SFO,@,RAM,W 20-6,,,,,,,,,
6,1970,1970-11-22,10,26.266,SFO,@,DET,L 7-28,,,,,,,,,
7,1970,1970-11-29,11,26.273,SFO,,RAM,L 13-30,,,,,,,,,
8,1970,1970-12-06,12,26.280,SFO,,ATL,W 24-20,,,,,,,,,
9,1970,1970-12-13,13,26.287,SFO,@,NOR,W 38-27,,,,,,,,,
10,1970,1970-12-20,14,26.294,SFO,@,OAK,W 38-7,,,,,,,,,
11,1971,1971-09-19,1,27.202,SFO,@,ATL,L 17-20,,,,,,,,,
12,1971,1971-09-26,2,27.209,SFO,@,NOR,W 38-20,,,,,,,,,
13,1971,1971-10-03,3,27.216,SFO,@,PHI,W 31-3,,,,,,,,,
14,1971,1971-10-17,5,27.230,SFO,,CHI,W 13-0,,,,,,,,,
15,1971,1971-10-24,6,27.237,SFO,@,STL,W 26-14,,,,,,,,,
16,1971,1971-10-31,7,27.244,SFO,,NWE,W 27-10,,,,,,,,,
17,1971,1971-11-21,10,27.265,SFO,@,RAM,L 6-17,,,,,,,,,
18,1971,1971-12-12,13,27.286,SFO,,ATL,W 24-3,,,,,,,,,
19,1971,1971-12-19,14,27.293,SFO,,DET,W 31-27,,,,,,,,,
20,1974,1974-09-15,1,30.198,SFO,@,NOR,W 17-13,,,,,,,,,
21,1974,1974-10-06,4,30.219,SFO,,STL,L 9-34,,,,,,,,,
22,1974,1974-10-14,5,30.227,SFO,@,DET,L 13-17,,,,,,,,,
23,1974,1974-10-27,7,30.240,SFO,,OAK,L 24-35,,,,,,,,,
24,1974,1974-11-10,9,30.254,SFO,@,DAL,L 14-20,,,,,,,,,
25,1974,1974-11-17,10,30.261,SFO,@,CHI,W 34-0,,,,,,,,,
26,1974,1974-11-24,11,30.268,SFO,,ATL,W 27-0,,,,,,,,,
27,1974,1974-12-15,14,30.289,SFO,,NOR,W 35-21,,,,,,,,,
