ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,2002,2002-09-08,1,24.232,SEA,@,OAK,L 17-31,,,,,,
2,2002,2002-09-15,2,24.239,SEA,,ARI,L 13-24,,,,,,
3,2002,2002-09-22,3,24.246,SEA,@,NYG,L 6-9,,,,,,
4,2002,2002-09-29,4,24.253,SEA,,MIN,W 48-23,,0,0,,0,1.0
5,2002,2002-10-14,5,24.268,SEA,,SFO,L 21-28,,,,,,
6,2002,2002-10-20,6,24.274,SEA,@,STL,L 20-37,,,,,,
7,2002,2002-10-27,7,24.281,SEA,@,DAL,W 17-14,,,,,,
8,2002,2002-11-03,8,24.288,SEA,,WAS,L 3-14,,,,,,
9,2002,2002-11-10,9,24.295,SEA,@,ARI,W 27-6,,,,,,
10,2002,2002-11-17,10,24.302,SEA,,DEN,L 9-31,,1,8,8.00,0,0.0
11,2002,2002-11-24,11,24.309,SEA,,KAN,W 39-32,,,,,,
12,2002,2002-12-01,12,24.316,SEA,@,SFO,L 24-31,,,,,,
13,2002,2002-12-08,13,24.323,SEA,,PHI,L 20-27,*,,,,,
14,2003,2003-09-07,1,25.231,SEA,,NOR,W 27-10,,,,,,
15,2003,2003-09-14,2,25.238,SEA,@,ARI,W 38-0,,1,14,14.00,0,0.0
16,2003,2003-10-26,7,25.280,SEA,@,CIN,L 24-27,,,,,,
17,2003,2003-11-30,12,25.315,SEA,,CLE,W 34-7,,,,,,
18,2003,2003-12-07,13,25.322,SEA,@,MIN,L 7-34,,,,,,
19,2003,2003-12-21,15,25.336,SEA,,ARI,W 28-10,,,,,,
20,2003,2003-12-27,16,25.342,SEA,@,SFO,W 24-17,,,,,,
21,2004,2004-09-12,1,26.237,SEA,@,NOR,W 21-7,,,,,,
22,2004,2004-10-17,6,26.272,DEN,@,OAK,W 31-3,,0,0,,0,2.0
23,2004,2004-10-25,7,26.280,DEN,@,CIN,L 10-23,,,,,,
24,2004,2004-10-31,8,26.286,DEN,,ATL,L 28-41,,,,,,
25,2004,2004-11-07,9,26.293,DEN,,HOU,W 31-13,,,,,,
26,2004,2004-11-21,10,26.307,DEN,@,NOR,W 34-13,,,,,,
27,2004,2004-11-28,11,26.314,DEN,,OAK,L 24-25,,,,,,
28,2004,2004-12-05,12,26.321,DEN,@,SDG,L 17-20,,,,,,
29,2004,2004-12-12,13,26.328,DEN,,MIA,W 20-17,,,,,,
30,2004,2004-12-19,14,26.335,DEN,@,KAN,L 17-45,,,,,,
31,2004,2004-12-25,15,26.341,DEN,@,TEN,W 37-16,,0,0,,0,1.0
32,2004,2005-01-02,16,26.349,DEN,,IND,W 33-14,,,,,,
33,2005,2005-11-20,10,27.305,ARI,@,STL,W 38-28,,,,,,
34,2005,2005-11-27,11,27.312,ARI,,JAX,L 17-24,,,,,,
35,2005,2006-01-01,16,27.347,ARI,@,IND,L 13-17,,,,,,
