ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2004,2004-09-19,2,22.018,TEN,,IND,L 17-31,,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0
2,2004,2004-10-03,4,22.032,TEN,@,SDG,L 17-38,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0
3,2004,2004-10-11,5,22.040,TEN,@,GNB,W 48-27,,,,,,,0.0%,,,,,,,,,,,
4,2004,2004-10-17,6,22.046,TEN,,HOU,L 10-20,*,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,0
5,2004,2004-10-24,7,22.053,TEN,@,MIN,L 3-20,*,10,6,57,9.50,0,60.0%,5.70,0,0,,0,0,0,,0,0,0
6,2004,2004-10-31,8,22.060,TEN,,CIN,W 27-20,,3,2,33,16.50,0,66.7%,11.00,0,0,,0,0,0,,0,0,0
7,2004,2004-11-14,9,22.074,TEN,,CHI,L 17-19,*,4,1,3,3.00,0,25.0%,0.75,0,0,,0,0,0,,0,0,0
8,2004,2004-11-21,10,22.081,TEN,@,JAX,W 18-15,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0
9,2004,2004-11-28,11,22.088,TEN,@,HOU,L 21-31,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0
10,2004,2004-12-05,12,22.095,TEN,@,IND,L 24-51,,4,3,1,0.33,0,75.0%,0.25,0,0,,0,0,0,,0,0,0
11,2004,2004-12-13,13,22.103,TEN,,KAN,L 38-49,*,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0
12,2004,2004-12-19,14,22.109,TEN,@,OAK,L 35-40,,9,6,75,12.50,1,66.7%,8.33,0,0,,0,0,0,,0,1,6
13,2004,2004-12-25,15,22.115,TEN,,DEN,L 16-37,*,8,3,24,8.00,0,37.5%,3.00,0,0,,0,0,0,,0,0,0
14,2004,2005-01-02,16,22.123,TEN,,DET,W 24-19,*,5,4,75,18.75,0,80.0%,15.00,0,0,,0,0,0,,0,0,0
15,2005,2005-09-11,1,23.010,TEN,@,PIT,L 7-34,*,5,4,28,7.00,1,80.0%,5.60,0,0,,0,0,0,,0,1,6
16,2005,2005-09-18,2,23.017,TEN,,BAL,W 25-10,*,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0
17,2005,2005-09-25,3,23.024,TEN,@,STL,L 27-31,*,3,2,22,11.00,1,66.7%,7.33,0,0,,0,0,0,,0,1,6
18,2005,2005-10-02,4,23.031,TEN,,IND,L 10-31,*,5,4,34,8.50,0,80.0%,6.80,0,0,,0,0,0,,0,0,0
19,2005,2005-10-09,5,23.038,TEN,@,HOU,W 34-20,,8,8,67,8.38,1,100.0%,8.38,0,0,,0,0,0,,0,1,6
20,2005,2005-10-16,6,23.045,TEN,,CIN,L 23-31,*,5,4,22,5.50,0,80.0%,4.40,0,0,,0,0,0,,0,0,0
21,2005,2005-10-23,7,23.052,TEN,@,ARI,L 10-20,*,6,3,15,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0
22,2005,2005-10-30,8,23.059,TEN,,OAK,L 25-34,,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,0,0
23,2005,2005-11-20,10,23.080,TEN,,JAX,L 28-31,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
24,2005,2005-11-27,11,23.087,TEN,,SFO,W 33-22,*,7,4,28,7.00,0,57.1%,4.00,0,0,,0,0,0,,0,0,0
25,2005,2005-12-04,12,23.094,TEN,@,IND,L 3-35,*,7,5,67,13.40,0,71.4%,9.57,0,0,,0,0,0,,0,0,0
26,2005,2005-12-11,13,23.101,TEN,,HOU,W 13-10,*,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0,,0,0,0
27,2005,2005-12-18,14,23.108,TEN,,SEA,L 24-28,*,9,6,116,19.33,0,66.7%,12.89,0,0,,0,0,0,,0,0,0
28,2005,2005-12-24,15,23.114,TEN,@,MIA,L 10-24,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
29,2005,2006-01-01,16,23.122,TEN,@,JAX,L 13-40,,12,9,89,9.89,1,75.0%,7.42,0,0,,0,0,0,,0,1,6
30,2006,2006-09-10,1,24.009,TEN,,NYJ,L 16-23,*,4,1,23,23.00,0,25.0%,5.75,0,0,,0,0,0,,0,0,0
31,2006,2006-09-17,2,24.016,TEN,@,SDG,L 7-40,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
32,2006,2006-09-24,3,24.023,TEN,@,MIA,L 10-13,*,6,2,41,20.50,0,33.3%,6.83,0,0,,0,0,0,,0,0,0
33,2006,2006-10-01,4,24.030,TEN,,DAL,L 14-45,*,4,3,39,13.00,1,75.0%,9.75,0,0,,0,0,0,,0,1,6
34,2006,2006-10-08,5,24.037,TEN,@,IND,L 13-14,*,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0
35,2006,2006-10-15,6,24.044,TEN,@,WAS,W 25-22,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
36,2006,2006-10-29,7,24.058,TEN,,HOU,W 28-22,*,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0
37,2006,2006-11-05,8,24.065,TEN,@,JAX,L 7-37,*,3,3,16,5.33,0,100.0%,5.33,0,0,,0,0,0,,0,0,0
38,2006,2006-11-12,9,24.072,TEN,,BAL,L 26-27,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,0
