ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2010,2010-09-12,1,21.128,SEA,,SFO,W 31-6,*,0,0,,0,0,0,0.0,4,2,0,0,0
2,2010,2010-09-19,2,21.135,SEA,@,DEN,L 14-31,*,0,0,,0,0,0,0.0,7,0,0,0,0
3,2010,2010-09-26,3,21.142,SEA,,SDG,W 27-20,*,0,0,,0,0,0,0.0,4,2,2,55,0
4,2010,2010-10-03,4,21.149,SEA,@,STL,L 3-20,*,0,0,,0,0,0,0.0,2,0,1,0,0
5,2010,2010-10-17,5,21.163,SEA,@,CHI,W 23-20,*,0,0,,0,0,0,0.0,4,0,0,0,0
6,2010,2010-10-24,6,21.170,SEA,,ARI,W 22-10,*,0,0,,0,0,0,0.0,3,0,1,13,0
7,2010,2010-10-31,7,21.177,SEA,@,OAK,L 3-33,*,0,0,,0,0,0,0.0,4,1,0,0,0
8,2010,2010-11-07,8,21.184,SEA,,NYG,L 7-41,*,0,0,,0,0,0,0.0,2,2,0,0,0
9,2010,2010-11-14,9,21.191,SEA,@,ARI,W 36-18,*,0,0,,0,0,0,0.0,7,0,0,0,0
10,2010,2010-11-21,10,21.198,SEA,@,NOR,L 19-34,*,0,0,,0,0,0,0.0,6,2,1,0,0
11,2010,2010-11-28,11,21.205,SEA,,KAN,L 24-42,*,0,0,,0,0,0,0.0,7,1,0,0,0
12,2010,2010-12-05,12,21.212,SEA,,CAR,W 31-14,*,0,0,,0,0,0,0.0,1,0,0,0,0
13,2010,2010-12-12,13,21.219,SEA,@,SFO,L 21-40,*,0,0,,0,0,0,0.0,1,0,0,0,0
14,2010,2010-12-19,14,21.226,SEA,,ATL,L 18-34,*,0,0,,0,0,0,0.0,6,0,0,0,0
15,2010,2010-12-26,15,21.233,SEA,@,TAM,L 15-38,*,0,0,,0,0,0,0.0,2,1,0,0,0
16,2010,2011-01-02,16,21.240,SEA,,STL,W 16-6,*,0,0,,0,0,0,0.0,0,0,0,0,0
17,2011,2011-09-11,1,22.127,SEA,@,SFO,L 17-33,*,0,0,,0,0,0,0.0,6,2,0,0,0
18,2011,2011-09-18,2,22.134,SEA,@,PIT,L 0-24,*,0,0,,0,0,0,0.0,5,1,0,0,0
19,2011,2011-09-25,3,22.141,SEA,,ARI,W 13-10,*,0,0,,0,0,0,0.0,2,1,0,0,0
20,2011,2011-10-02,4,22.148,SEA,,ATL,L 28-30,*,0,0,,0,0,0,0.0,5,4,0,0,0
21,2011,2011-10-09,5,22.155,SEA,@,NYG,W 36-25,*,0,0,,0,0,0,0.0,3,1,1,8,0
22,2011,2011-10-23,6,22.169,SEA,@,CLE,L 3-6,*,0,0,,0,0,0,0.0,5,0,0,0,0
23,2011,2011-10-30,7,22.176,SEA,,CIN,L 12-34,*,0,0,,0,0,0,0.0,4,6,0,0,0
24,2011,2011-11-06,8,22.183,SEA,@,DAL,L 13-23,*,0,0,,0,0,0,0.0,8,0,0,0,0
25,2011,2011-11-13,9,22.190,SEA,,BAL,W 22-17,*,0,0,,0,0,0,0.0,7,1,0,0,0
26,2011,2011-11-20,10,22.197,SEA,@,STL,W 24-7,*,0,0,,0,0,0,0.0,4,0,0,0,0
27,2011,2011-11-27,11,22.204,SEA,,WAS,L 17-23,*,0,0,,0,0,0,0.0,4,2,0,0,0
