ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1971,1971-12-19,14,23.107,DET,@,SFO,L 27-31,,,,,
2,1972,1972-10-01,3,24.028,BUF,,BAL,L 0-17,0,0,1,19,0
3,1972,1972-10-08,4,24.035,BUF,,NWE,W 38-14,0,0,2,111,0
4,1972,1972-10-15,5,24.042,BUF,@,OAK,L 16-28,0,0,1,2,0
5,1972,1972-10-22,6,24.049,BUF,@,MIA,L 23-24,1,6,1,16,1
6,1972,1972-10-29,7,24.056,BUF,,PIT,L 21-38,,,,,
7,1972,1972-11-05,8,24.063,BUF,,MIA,L 16-30,,,,,
8,1972,1972-11-12,9,24.070,BUF,@,NYJ,L 3-41,0,0,1,7,0
9,1972,1972-11-19,10,24.077,BUF,@,NWE,W 27-24,,,,,
10,1972,1972-11-26,11,24.084,BUF,@,CLE,L 10-27,,,,,
11,1972,1972-12-03,12,24.091,BUF,@,BAL,L 7-35,,,,,
12,1972,1972-12-10,13,24.098,BUF,,DET,T 21-21,,,,,
13,1972,1972-12-17,14,24.105,BUF,@,WAS,W 24-17,,,,,
