ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1971,1971-09-19,1,22.047,NYJ,@,BAL,L 0-22,0,0,,0,2,14,7.00,0,0,0,,0
2,1971,1971-09-27,2,22.055,NYJ,@,STL,L 10-17,,,,,,,,,,,,
3,1971,1971-10-03,3,22.061,NYJ,@,MIA,W 14-10,4,15,3.75,0,3,14,4.67,0,0,0,,0
4,1971,1971-10-10,4,22.068,NYJ,@,NWE,L 0-20,0,0,,0,0,0,,0,1,2,2.00,0
5,1971,1971-10-17,5,22.075,NYJ,,BUF,W 28-17,3,10,3.33,0,0,0,,0,0,0,,0
6,1971,1971-10-24,6,22.082,NYJ,,MIA,L 14-30,2,3,1.50,0,0,0,,0,0,0,,0
7,1971,1971-10-31,7,22.089,NYJ,@,SDG,L 21-49,1,3,3.00,0,0,0,,0,0,0,,0
8,1971,1971-11-07,8,22.096,NYJ,,KAN,W 13-10,,,,,,,,,,,,
9,1971,1971-11-14,9,22.103,NYJ,,BAL,L 13-14,,,,,,,,,,,,
10,1971,1971-11-21,10,22.110,NYJ,@,BUF,W 20-7,,,,,,,,,,,,
11,1971,1971-11-28,11,22.117,NYJ,,SFO,L 21-24,1,0,0.00,0,0,0,,0,0,0,,0
12,1971,1971-12-04,12,22.123,NYJ,@,DAL,L 10-52,9,31,3.44,0,0,0,,0,0,0,,0
13,1971,1971-12-12,13,22.131,NYJ,,NWE,W 13-6,,,,,,,,,,,,
14,1971,1971-12-19,14,22.138,NYJ,,CIN,W 35-21,,,,,,,,,,,,
15,1972,1972-09-17,1,23.045,NYJ,@,BUF,W 41-24,7,16,2.29,0,0,0,,0,0,0,,0
16,1972,1972-09-24,2,23.052,NYJ,@,BAL,W 44-34,,,,,,,,,,,,
17,1972,1972-10-01,3,23.059,NYJ,@,HOU,L 20-26,11,28,2.55,0,1,9,9.00,0,0,0,,0
18,1972,1972-10-08,4,23.066,NYJ,,MIA,L 17-27,6,20,3.33,0,3,35,11.67,0,0,0,,0
19,1972,1972-10-15,5,23.073,NYJ,@,NWE,W 41-13,2,10,5.00,0,0,0,,0,0,0,,0
20,1972,1972-10-22,6,23.080,NYJ,,BAL,W 24-20,,,,,,,,,,,,
21,1972,1972-10-29,7,23.087,NYJ,,NWE,W 34-10,6,25,4.17,0,2,41,20.50,0,0,0,,0
22,1972,1972-11-23,11,23.112,NYJ,@,DET,L 20-37,,,,,,,,,,,,
23,1972,1972-12-03,12,23.122,NYJ,,NOR,W 18-17,2,6,3.00,0,0,0,,0,0,0,,0
24,1972,1972-12-11,13,23.130,NYJ,@,OAK,L 16-24,11,24,2.18,0,3,29,9.67,0,0,0,,0
25,1972,1972-12-17,14,23.136,NYJ,,CLE,L 10-26,,,,,,,,,,,,
