ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1987,1987-09-13,1,22.275,HOU,,RAM,W 20-16,,3,49,16.33,0,,,0,0
2,1987,1987-09-20,2,22.282,HOU,@,BUF,L 30-34,,0,0,,0,,,,
3,1987,1987-10-18,5,22.310,HOU,,NWE,L 7-21,,1,8,8.00,0,,,0,0
4,1987,1987-11-08,8,22.331,HOU,@,SFO,L 20-27,,0,0,,0,,,,
5,1987,1987-11-22,10,22.345,HOU,,CLE,L 7-40,,1,6,6.00,0,,,0,0
6,1987,1987-11-29,11,22.352,HOU,@,IND,L 27-51,,1,23,23.00,0,,,0,0
7,1987,1987-12-06,12,22.359,HOU,,SDG,W 33-18,,0,0,,0,,,,
8,1987,1987-12-13,13,23.001,HOU,@,NOR,L 10-24,,1,3,3.00,0,,,0,0
9,1987,1987-12-20,14,23.008,HOU,,PIT,W 24-16,,0,0,,0,,,,
10,1988,1988-12-11,15,23.365,HOU,,CIN,W 41-6,,1,42,42.00,0,,,0,0
11,1988,1988-12-18,16,24.006,HOU,@,CLE,L 23-28,,1,7,7.00,1,,,1,6
12,1989,1989-09-10,1,24.272,HOU,@,MIN,L 7-38,,1,3,3.00,0,,,0,0
13,1989,1989-09-17,2,24.279,HOU,@,SDG,W 34-27,,4,66,16.50,0,,,0,0
14,1989,1989-09-24,3,24.286,HOU,,BUF,L 41-47,,6,57,9.50,0,,,0,0
15,1989,1989-10-01,4,24.293,HOU,,MIA,W 39-7,,3,34,11.33,0,,,0,0
16,1989,1989-10-08,5,24.300,HOU,@,NWE,L 13-23,,3,19,6.33,0,,,0,0
17,1989,1989-10-15,6,24.307,HOU,@,CHI,W 33-28,,3,72,24.00,1,,,1,6
18,1989,1989-10-22,7,24.314,HOU,,PIT,W 27-0,,2,20,10.00,0,,,0,0
19,1989,1989-10-29,8,24.321,HOU,@,CLE,L 17-28,,3,30,10.00,1,,,1,6
20,1989,1989-11-05,9,24.328,HOU,,DET,W 35-31,,4,49,12.25,0,,,0,0
21,1989,1989-11-13,10,24.336,HOU,,CIN,W 26-24,,3,41,13.67,0,,,0,0
22,1989,1989-11-19,11,24.342,HOU,,RAI,W 23-7,,3,79,26.33,0,,,0,0
23,1989,1989-11-26,12,24.349,HOU,@,KAN,L 0-34,,3,26,8.67,0,,,0,0
24,1989,1989-12-03,13,24.356,HOU,@,PIT,W 23-16,,3,50,16.67,0,,,0,0
