ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
25,1989,1989-12-10,14,24.363,HOU,,TAM,W 20-17,,1,23,23.00,0,,,0,0
26,1989,1989-12-17,15,25.005,HOU,@,CIN,L 7-61,,5,50,10.00,0,,,0,0
27,1989,1989-12-23,16,25.011,HOU,,CLE,L 20-24,,0,0,,0,,,,
28,1990,1990-09-09,1,25.271,HOU,@,ATL,L 27-47,,7,80,11.43,0,,,0,0
29,1990,1990-09-16,2,25.278,HOU,@,PIT,L 9-20,,4,38,9.50,0,,,0,0
30,1990,1990-09-23,3,25.285,HOU,,IND,W 24-10,,6,48,8.00,0,,,0,0
31,1990,1990-09-30,4,25.292,HOU,@,SDG,W 17-7,,4,47,11.75,0,,,0,0
32,1990,1990-10-07,5,25.299,HOU,,SFO,L 21-24,,2,28,14.00,1,,,1,6
33,1990,1990-10-14,6,25.306,HOU,,CIN,W 48-17,,6,74,12.33,1,,,1,6
34,1990,1990-10-21,7,25.313,HOU,,NOR,W 23-10,,2,23,11.50,0,,,0,0
35,1990,1990-10-28,8,25.320,HOU,,NYJ,L 12-17,,8,89,11.13,1,,,1,6
36,1990,1990-11-04,9,25.327,HOU,@,RAM,L 13-17,,2,24,12.00,0,,,0,0
37,1990,1990-11-18,10,25.341,HOU,@,CLE,W 35-23,,2,51,25.50,1,,,1,6
38,1990,1990-11-26,11,25.349,HOU,,BUF,W 27-24,,1,37,37.00,1,,,1,6
39,1990,1990-12-02,12,25.355,HOU,@,SEA,L 10-13,,5,51,10.20,0,,,0,0
40,1990,1990-12-09,13,25.362,HOU,,CLE,W 58-14,,4,46,11.50,0,,,0,0
41,1990,1990-12-16,14,26.004,HOU,@,KAN,W 27-10,,9,245,27.22,1,,,1,6
42,1990,1990-12-23,15,26.011,HOU,@,CIN,L 20-40,,7,78,11.14,1,,,1,6
43,1990,1990-12-30,16,26.018,HOU,,PIT,W 34-14,,5,89,17.80,1,,,1,6
44,1991,1991-09-01,1,26.263,HOU,,RAI,W 47-17,,2,11,5.50,0,,,0,0
45,1991,1991-09-08,2,26.270,HOU,@,CIN,W 30-7,,4,91,22.75,1,,,1,6
46,1991,1991-09-16,3,26.278,HOU,,KAN,W 17-7,,9,60,6.67,1,,,1,6
47,1991,1991-09-22,4,26.284,HOU,@,NWE,L 20-24,,7,98,14.00,0,,,0,0
48,1991,1991-10-06,5,26.298,HOU,,DEN,W 42-14,,5,63,12.60,1,,,1,6
49,1991,1991-10-13,6,26.305,HOU,@,NYJ,W 23-20,,13,186,14.31,0,,,0,0
50,1991,1991-10-20,7,26.312,HOU,@,MIA,W 17-13,,4,31,7.75,0,,,0,0
51,1991,1991-10-27,8,26.319,HOU,,CIN,W 35-3,,5,37,7.40,1,,,1,6
52,1991,1991-11-03,9,26.326,HOU,@,WAS,L 13-16,,4,37,9.25,0,,,0,0
53,1991,1991-11-10,10,26.333,HOU,,DAL,W 26-23,,8,83,10.38,0,,,0,0
54,1991,1991-11-17,11,26.340,HOU,,CLE,W 28-24,,6,80,13.33,0,,,0,0
55,1991,1991-11-24,12,26.347,HOU,@,PIT,L 14-26,,8,122,15.25,1,,,1,6
56,1991,1991-12-02,13,26.355,HOU,,PHI,L 6-13,,8,82,10.25,0,,,0,0
57,1991,1991-12-08,14,26.361,HOU,,PIT,W 31-6,,6,77,12.83,1,,,1,6
58,1991,1991-12-15,15,27.003,HOU,@,CLE,W 17-14,,7,91,13.00,1,,,1,6
59,1991,1991-12-21,16,27.009,HOU,@,NYG,L 20-24,,4,32,8.00,0,,,0,0
60,1992,1992-09-06,1,27.269,HOU,,PIT,L 24-29,11,7,117,16.71,0,63.6%,10.64,0,0
61,1992,1992-09-13,2,27.276,HOU,@,IND,W 20-10,6,6,59,9.83,1,100.0%,9.83,1,6
62,1992,1992-09-20,3,27.283,HOU,,KAN,W 23-20,9,6,84,14.00,0,66.7%,9.33,0,0
63,1992,1992-09-27,4,27.290,HOU,,SDG,W 27-0,17,10,77,7.70,1,58.8%,4.53,1,6
64,1992,1992-10-11,5,27.304,HOU,@,CIN,W 38-24,12,9,82,9.11,3,75.0%,6.83,3,18
65,1992,1992-10-18,6,27.311,HOU,@,DEN,L 21-27,9,7,83,11.86,1,77.8%,9.22,1,6
66,1992,1992-10-25,7,27.318,HOU,,CIN,W 26-10,6,4,20,5.00,0,66.7%,3.33,0,0
67,1992,1992-11-01,8,27.325,HOU,@,PIT,L 20-21,11,9,68,7.56,0,81.8%,6.18,0,0
68,1992,1992-11-08,9,27.332,HOU,,CLE,L 14-24,5,1,5,5.00,0,20.0%,1.00,0,0
69,1992,1992-11-15,10,27.339,HOU,@,MIN,W 17-13,10,6,49,8.17,0,60.0%,4.90,0,0
70,1992,1992-11-22,11,27.346,HOU,@,MIA,L 16-19,9,5,42,8.40,1,55.6%,4.67,1,6
71,1992,1992-11-26,12,27.350,HOU,@,DET,W 24-21,8,4,54,13.50,1,50.0%,6.75,1,6
72,1992,1992-12-07,13,27.361,HOU,,CHI,W 24-7,5,3,59,19.67,0,60.0%,11.80,0,0
73,1992,1992-12-13,14,28.001,HOU,,GNB,L 14-16,8,5,48,9.60,0,62.5%,6.00,0,0
74,1992,1992-12-20,15,28.008,HOU,@,CLE,W 17-14,5,2,20,10.00,0,40.0%,4.00,0,0
75,1992,1992-12-27,16,28.015,HOU,,BUF,W 27-3,7,6,46,7.67,1,85.7%,6.57,1,6
76,1993,1993-09-05,1,28.267,HOU,@,NOR,L 21-33,9,7,85,12.14,1,77.8%,9.44,1,6
77,1993,1993-09-12,2,28.274,HOU,,KAN,W 30-0,7,4,41,10.25,0,57.1%,5.86,0,0
78,1993,1993-09-19,3,28.281,HOU,@,SDG,L 17-18,8,3,34,11.33,0,37.5%,4.25,0,0
79,1993,1993-09-26,4,28.288,HOU,,RAM,L 13-28,9,3,34,11.33,0,33.3%,3.78,0,0
80,1993,1993-10-11,5,28.303,HOU,@,BUF,L 7-35,8,5,60,12.00,0,62.5%,7.50,0,0
81,1993,1993-10-17,6,28.309,HOU,@,NWE,W 28-14,3,0,0,,0,0.0%,0.00,,
82,1993,1993-10-24,7,28.316,HOU,,CIN,W 28-12,9,7,68,9.71,1,77.8%,7.56,1,6
83,1993,1993-11-07,8,28.330,HOU,,SEA,W 24-14,11,7,47,6.71,0,63.6%,4.27,0,0
84,1993,1993-11-14,9,28.337,HOU,@,CIN,W 38-3,8,7,81,11.57,3,87.5%,10.13,3,18
85,1993,1993-11-21,10,28.344,HOU,@,CLE,W 27-20,10,5,52,10.40,0,50.0%,5.20,0,0
86,1993,1993-11-28,11,28.351,HOU,,PIT,W 23-3,10,7,139,19.86,1,70.0%,13.90,1,6
87,1993,1993-12-05,12,28.358,HOU,,ATL,W 33-17,3,2,23,11.50,0,66.7%,7.67,0,0
88,1993,1993-12-12,13,29.000,HOU,,CLE,W 19-17,10,3,37,12.33,0,30.0%,3.70,0,0
89,1993,1993-12-19,14,29.007,HOU,@,PIT,W 26-17,5,2,10,5.00,0,40.0%,2.00,0,0
90,1993,1993-12-25,15,29.013,HOU,@,SFO,W 10-7,7,3,30,10.00,0,42.9%,4.29,0,0
91,1993,1994-01-02,16,29.021,HOU,,NYJ,W 24-0,5,1,12,12.00,0,20.0%,2.40,0,0
92,1994,1994-09-04,1,29.266,HOU,@,IND,L 21-45,16,8,99,12.38,2,50.0%,6.19,2,12
93,1994,1994-09-11,2,29.273,HOU,@,DAL,L 17-20,11,6,103,17.17,0,54.5%,9.36,0,0
94,1994,1994-09-18,3,29.280,HOU,,BUF,L 7-15,3,3,22,7.33,0,100.0%,7.33,0,0
95,1994,1994-09-25,4,29.287,HOU,,CIN,W 20-13,8,1,9,9.00,0,12.5%,1.13,0,0
96,1994,1994-10-03,5,29.295,HOU,@,PIT,L 14-30,7,6,77,12.83,1,85.7%,11.00,1,6
97,1994,1994-10-13,6,29.305,HOU,,CLE,L 8-11,9,5,60,12.00,0,55.6%,6.67,0,0
98,1994,1994-10-24,7,29.316,HOU,@,PHI,L 6-21,6,3,52,17.33,0,50.0%,8.67,0,0
99,1994,1994-10-30,8,29.322,HOU,@,RAI,L 14-17,10,8,69,8.63,1,80.0%,6.90,1,6
100,1994,1994-11-06,9,29.329,HOU,,PIT,L 9-12,12,7,53,7.57,0,58.3%,4.42,0,0
101,1994,1994-11-13,10,29.336,HOU,@,CIN,L 31-34,9,6,42,7.00,1,66.7%,4.67,1,6
102,1994,1994-11-21,11,29.344,HOU,,NYG,L 10-13,1,1,21,21.00,0,100.0%,21.00,0,0
103,1994,1994-11-27,12,29.350,HOU,@,CLE,L 10-34,9,3,34,11.33,0,33.3%,3.78,0,0
104,1994,1994-12-04,13,29.357,HOU,,ARI,L 12-30,8,3,43,14.33,0,37.5%,5.38,0,0
105,1994,1994-12-11,14,29.364,HOU,,SEA,L 14-16,4,1,11,11.00,0,25.0%,2.75,0,0
106,1994,1994-12-18,15,30.006,HOU,@,KAN,L 9-31,4,4,57,14.25,1,100.0%,14.25,1,6
107,1994,1994-12-24,16,30.012,HOU,,NYJ,W 24-10,5,3,31,10.33,0,60.0%,6.20,0,0
108,1995,1995-09-03,1,30.265,HOU,@,JAX,W 10-3,4,1,4,4.00,1,25.0%,1.00,1,6
109,1995,1995-09-10,2,30.272,HOU,,PIT,L 17-34,6,2,15,7.50,0,33.3%,2.50,0,0
110,1995,1995-09-17,3,30.279,HOU,,CLE,L 7-14,7,5,44,8.80,1,71.4%,6.29,1,6
111,1995,1995-09-24,4,30.286,HOU,@,CIN,W 38-28,5,4,61,15.25,1,80.0%,12.20,1,6
112,1995,1995-10-01,5,30.293,HOU,,JAX,L 16-17,8,5,66,13.20,0,62.5%,8.25,0,0
113,1995,1995-10-08,6,30.300,HOU,@,MIN,L 17-23,7,4,41,10.25,0,57.1%,5.86,0,0
114,1995,1995-10-22,7,30.314,HOU,@,CHI,L 32-35,7,6,67,11.17,1,85.7%,9.57,1,6
115,1995,1995-10-29,8,30.321,HOU,,TAM,W 19-7,5,2,25,12.50,0,40.0%,5.00,0,0
116,1995,1995-11-05,9,30.328,HOU,@,CLE,W 37-10,5,4,57,14.25,1,80.0%,11.40,1,6
117,1995,1995-11-12,10,30.335,HOU,,CIN,L 25-32,10,6,62,10.33,0,60.0%,6.20,0,0
118,1995,1995-11-19,11,30.342,HOU,@,KAN,L 13-20,6,5,54,10.80,0,83.3%,9.00,0,0
119,1995,1995-11-26,12,30.349,HOU,,DEN,W 42-33,6,2,17,8.50,1,33.3%,2.83,1,6
120,1995,1995-12-03,13,30.356,HOU,@,PIT,L 7-21,6,4,32,8.00,0,66.7%,5.33,0,0
121,1995,1995-12-10,14,30.363,HOU,,DET,L 17-24,8,8,72,9.00,1,100.0%,9.00,1,6
122,1995,1995-12-17,15,31.005,HOU,,NYJ,W 23-6,2,1,35,35.00,1,50.0%,17.50,1,6
123,1995,1995-12-24,16,31.012,HOU,@,BUF,W 28-17,4,2,32,16.00,0,50.0%,8.00,0,0
124,1996,1996-09-01,1,31.264,NOR,@,SFO,L 11-27,6,4,34,8.50,1,66.7%,5.67,1,6
125,1996,1996-09-08,2,31.271,NOR,,CAR,L 20-22,6,4,70,17.50,1,66.7%,11.67,1,6
126,1996,1996-09-15,3,31.278,NOR,@,CIN,L 15-30,5,4,34,8.50,0,80.0%,6.80,0,0
127,1996,1996-09-22,4,31.285,NOR,,ARI,L 14-28,3,2,31,15.50,1,66.7%,10.33,1,6
128,1996,1996-09-29,5,31.292,NOR,@,BAL,L 10-17,2,1,6,6.00,0,50.0%,3.00,0,0
129,1996,1996-10-06,6,31.299,NOR,,JAX,W 17-13,1,1,8,8.00,0,100.0%,8.00,0,0
130,1996,1996-10-13,7,31.306,NOR,,CHI,W 27-24,4,2,18,9.00,0,50.0%,4.50,0,0
131,1996,1996-10-20,8,31.313,NOR,@,CAR,L 7-19,4,2,14,7.00,0,50.0%,3.50,0,0
132,1996,1996-11-03,9,31.327,NOR,,SFO,L 17-24,,0,0,,0,0.0%,,,
