ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2002,2002-09-08,1,23.124,WAS,,ARI,W 31-23,,,,
2,2002,2002-09-16,2,23.132,WAS,,PHI,L 7-37,,,,
3,2002,2002-09-22,3,23.138,WAS,@,SFO,L 10-20,,,,
4,2002,2002-10-06,4,23.152,WAS,@,TEN,W 31-14,,,,
5,2002,2002-10-13,5,23.159,WAS,,NOR,L 27-43,,,,
6,2002,2002-10-20,6,23.166,WAS,@,GNB,L 9-30,,,,
7,2002,2002-10-27,7,23.173,WAS,,IND,W 26-21,,,,
8,2002,2002-11-03,8,23.180,WAS,@,SEA,W 14-3,,,,
9,2002,2002-11-10,9,23.187,WAS,@,JAX,L 7-26,,,,
10,2002,2002-11-17,10,23.194,WAS,@,NYG,L 17-19,,,,
11,2002,2002-11-24,11,23.201,WAS,,STL,W 20-17,,,,
12,2002,2002-11-28,12,23.205,WAS,@,DAL,L 20-27,,,,
13,2002,2002-12-08,13,23.215,WAS,,NYG,L 21-27,,,,
14,2002,2002-12-15,14,23.222,WAS,@,PHI,L 21-34,*,,,
15,2002,2002-12-22,15,23.229,WAS,,HOU,W 26-10,,,,
16,2002,2002-12-29,16,23.236,WAS,,DAL,W 20-14,,,,
17,2003,2003-09-04,1,24.120,WAS,,NYJ,W 16-13,,,,
18,2003,2003-09-14,2,24.130,WAS,@,ATL,W 33-31,,,,
19,2003,2003-09-21,3,24.137,WAS,,NYG,L 21-24,,,,
20,2003,2003-09-28,4,24.144,WAS,,NWE,W 20-17,,1,0,0
21,2003,2003-10-05,5,24.151,WAS,@,PHI,L 25-27,,,,
22,2003,2003-10-12,6,24.158,WAS,,TAM,L 13-35,,,,
23,2003,2003-10-19,7,24.165,WAS,@,BUF,L 7-24,*,,,
24,2003,2003-11-23,11,24.200,WAS,@,MIA,L 23-24,,1,1,0
25,2003,2003-11-30,12,24.207,WAS,,NOR,L 20-24,,,,
26,2003,2003-12-07,13,24.214,WAS,@,NYG,W 20-7,,,,
27,2003,2003-12-14,14,24.221,WAS,,DAL,L 0-27,,,,
28,2003,2003-12-21,15,24.228,WAS,@,CHI,L 24-27,*,,,
29,2004,2004-09-12,1,25.128,CIN,@,NYJ,L 24-31,,,,
30,2004,2004-09-19,2,25.135,CIN,,MIA,W 16-13,,,,
31,2004,2004-09-26,3,25.142,CIN,,BAL,L 9-23,,,,
32,2004,2004-10-03,4,25.149,CIN,@,PIT,L 17-28,,,,
33,2005,2005-10-02,4,26.148,CIN,,HOU,W 16-10,,,,
34,2005,2005-10-09,5,26.155,CIN,@,JAX,L 20-23,,,,
35,2005,2005-10-23,7,26.169,CIN,,PIT,L 13-27,,,,
36,2005,2005-10-30,8,26.176,CIN,,GNB,W 21-14,,,,
37,2005,2005-11-06,9,26.183,CIN,@,BAL,W 21-9,,,,
38,2005,2005-11-27,11,26.204,CIN,,BAL,W 42-29,,,,
39,2005,2005-12-04,12,26.211,CIN,@,PIT,W 38-31,,,,
40,2005,2005-12-11,13,26.218,CIN,,CLE,W 23-20,,,,
41,2005,2005-12-18,14,26.225,CIN,@,DET,W 41-17,*,,,
42,2005,2005-12-24,15,26.231,CIN,,BUF,L 27-37,,,,
43,2005,2006-01-01,16,26.239,CIN,@,KAN,L 3-37,,,,
