ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2002,2002-09-08,1,21.311,HOU,,DAL,W 19-10,,,,,
2,2002,2002-09-15,2,21.318,HOU,@,SDG,L 3-24,,,,,
3,2002,2002-09-22,3,21.325,HOU,,IND,L 3-23,,,,,
4,2002,2002-09-29,4,21.332,HOU,@,PHI,L 17-35,,,,,
5,2002,2002-10-13,5,21.346,HOU,,BUF,L 24-31,,,,,
6,2002,2002-10-20,6,21.353,HOU,@,CLE,L 17-34,,,,,
7,2002,2002-10-27,7,21.360,HOU,@,JAX,W 21-19,,,,,
8,2002,2002-11-03,8,22.002,HOU,,CIN,L 3-38,,1,0,0.00,0
9,2002,2002-11-10,9,22.009,HOU,@,TEN,L 10-17,,,,,
10,2002,2002-11-17,10,22.016,HOU,,JAX,L 21-24,,1,0,0.00,0
11,2002,2002-11-24,11,22.023,HOU,,NYG,W 16-14,,,,,
12,2002,2002-12-01,12,22.030,HOU,@,IND,L 3-19,,,,,
13,2002,2002-12-08,13,22.037,HOU,@,PIT,W 24-6,,,,,
14,2002,2002-12-15,14,22.044,HOU,,BAL,L 19-23,,,,,
15,2002,2002-12-22,15,22.051,HOU,@,WAS,L 10-26,,,,,
16,2002,2002-12-29,16,22.058,HOU,,TEN,L 3-13,,,,,
