ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2000,2000-09-03,1,24.156,MIN,,CHI,W 30-27,,5,124,24.80,0,0,0,0.0,,,0,0,0
2,2000,2000-09-10,2,24.163,MIN,,MIA,W 13-7,,1,25,25.00,0,0,0,0.0,,,0,0,0
3,2000,2000-09-17,3,24.170,MIN,@,NWE,W 21-13,,1,24,24.00,0,0,0,0.0,,,0,0,0
4,2000,2000-10-01,4,24.184,MIN,@,DET,W 31-24,,4,82,20.50,0,0,0,0.0,,,0,0,0
5,2000,2000-10-09,5,24.192,MIN,,TAM,W 30-23,,6,134,22.33,0,0,0,0.0,,,0,0,0
6,2000,2000-10-15,6,24.198,MIN,@,CHI,W 28-16,,,,,,,,,,,,,
7,2000,2000-10-29,8,24.212,MIN,@,TAM,L 13-41,,,,,,,,,,,,,
8,2000,2000-11-06,9,24.220,MIN,@,GNB,L 20-26,*,,,,,,,,,,,,
9,2000,2000-11-12,10,24.226,MIN,,ARI,W 31-14,*,,,,,,,,,,,,
10,2000,2000-11-19,11,24.233,MIN,,CAR,W 31-17,,,,,,,,,,,,,
11,2000,2000-11-23,12,24.237,MIN,@,DAL,W 27-15,,,,,,,,,,,,,
12,2000,2000-11-30,13,24.244,MIN,,DET,W 24-17,*,,,,,,,,,,,,
13,2000,2000-12-10,14,24.254,MIN,@,STL,L 29-40,*,,,,,,,,,,,,
14,2000,2000-12-17,15,24.261,MIN,,GNB,L 28-33,*,,,,,,,,,,,,
15,2000,2000-12-24,16,24.268,MIN,@,IND,L 10-31,,,,,,,,,,,,,
16,2001,2001-09-09,1,25.162,MIN,,CAR,L 13-24,,,,,,,,,,,,,
17,2001,2001-09-30,3,25.183,MIN,,TAM,W 20-16,,,,,,,,,,,,,
18,2001,2001-10-07,4,25.190,MIN,@,NOR,L 15-28,*,,,,,,,,,,,,
19,2001,2001-10-14,5,25.197,MIN,,DET,W 31-26,,,,,,,,,,,,,
20,2001,2001-10-21,6,25.204,MIN,,GNB,W 35-13,,,,,,,,,,,,,
21,2001,2001-10-28,7,25.211,MIN,@,TAM,L 14-41,,,,,,,,,,,,,
22,2001,2001-11-11,8,25.225,MIN,@,PHI,L 17-48,,,,,,,,,,,,,
23,2001,2001-11-19,9,25.233,MIN,,NYG,W 28-16,*,0,0,,0,0,0,1.0,,,0,0,0
24,2001,2001-11-25,10,25.239,MIN,,CHI,L 6-13,*,,,,,,,,,,,,
25,2001,2001-12-02,11,25.246,MIN,@,PIT,L 16-21,*,,,,,,,,,,,,
26,2001,2001-12-09,12,25.253,MIN,,TEN,W 42-24,*,,,,,,,,,,,,
27,2001,2001-12-16,13,25.260,MIN,@,DET,L 24-27,*,,,,,,,,,,,,
28,2001,2001-12-23,14,25.267,MIN,,JAX,L 3-33,*,,,,,,,,,,,,
29,2001,2001-12-30,15,25.274,MIN,@,GNB,L 13-24,,,,,,,,,,,,,
30,2001,2002-01-07,16,25.282,MIN,@,BAL,L 3-19,,,,,,,,,,,,,
31,2002,2002-09-08,1,26.161,MIN,@,CHI,L 23-27,,,,,,,,,,,,,
32,2002,2002-09-15,2,26.168,MIN,,BUF,L 39-45,*,,,,,,,,,,,,
33,2002,2002-09-22,3,26.175,MIN,,CAR,L 14-21,*,0,0,,0,0,0,0.0,,,1,13,0
34,2002,2002-09-29,4,26.182,MIN,@,SEA,L 23-48,*,,,,,,,,,,,,
35,2002,2002-10-13,5,26.196,MIN,,DET,W 31-24,*,,,,,,,,,,,,
36,2002,2002-10-20,6,26.203,MIN,@,NYJ,L 7-20,*,,,,,,,,,,,,
37,2002,2002-10-27,7,26.210,MIN,,CHI,W 25-7,,,,,,,,,,,,,
38,2002,2002-11-03,8,26.217,MIN,@,TAM,L 24-38,,,,,,,,,,,,,
39,2002,2002-11-10,9,26.224,MIN,,NYG,L 20-27,,,,,,,,,,,,,
40,2002,2002-11-17,10,26.231,MIN,,GNB,W 31-21,,,,,,,,,,,,,
41,2002,2002-11-24,11,26.238,MIN,@,NWE,L 17-24,,,,,,,,,,,,,
42,2002,2002-12-01,12,26.245,MIN,,ATL,L 24-30,*,5,111,22.20,0,0,0,0.0,,,0,0,0
43,2002,2002-12-08,13,26.252,MIN,@,GNB,L 22-26,,4,62,15.50,0,0,0,0.0,,,0,0,0
44,2002,2002-12-15,14,26.259,MIN,@,NOR,W 32-31,*,6,134,22.33,0,0,0,0.0,,,0,0,0
45,2002,2002-12-21,15,26.265,MIN,,MIA,W 20-17,,2,43,21.50,0,0,0,0.0,,,0,0,0
46,2002,2002-12-29,16,26.273,MIN,@,DET,W 38-36,,,,,,,,,,,,,
47,2003,2003-09-04,1,27.157,NYJ,@,WAS,L 13-16,,,,,,,,,,,,,
48,2003,2003-09-14,2,27.167,NYJ,,MIA,L 10-21,,,,,,,,,,,,,
49,2003,2003-09-21,3,27.174,NYJ,@,NWE,L 16-23,,,,,,,,,,,,,
50,2003,2003-09-28,4,27.181,NYJ,,DAL,L 6-17,,,,,,,,,,,,,
51,2003,2003-10-12,5,27.195,NYJ,,BUF,W 30-3,,,,,,,,,,,,,
52,2003,2003-10-19,6,27.202,NYJ,@,HOU,W 19-14,*,,,,,,,,,,,,
53,2003,2003-10-26,7,27.209,NYJ,@,PHI,L 17-24,*,,,,,,,,,,,,
54,2003,2003-11-02,8,27.216,NYJ,,NYG,L 28-31,*,,,,,,,,,,,,
55,2003,2003-11-09,9,27.223,NYJ,@,OAK,W 27-24,*,,,,,,,,,,,,
56,2003,2003-11-16,10,27.230,NYJ,@,IND,L 31-38,,,,,,,,,,,,,
57,2003,2003-11-23,11,27.237,NYJ,,JAX,W 13-10,*,,,,,,,,,,,,
58,2003,2003-12-01,12,27.245,NYJ,,TEN,W 24-17,*,0,0,,0,0,0,0.0,,,1,14,0
59,2003,2003-12-07,13,27.251,NYJ,@,BUF,L 6-17,*,,,,,,,,,,,,
60,2003,2003-12-14,14,27.258,NYJ,,PIT,W 6-0,*,,,,,,,,,,,,
61,2003,2003-12-20,15,27.264,NYJ,,NWE,L 16-21,*,0,0,,0,0,0,0.0,,,1,23,0
62,2003,2003-12-28,16,27.272,NYJ,@,MIA,L 21-23,*,,,,,,,,,,,,
63,2004,2004-10-31,7,28.214,PIT,,NWE,W 34-20,,,,,,,,,,,,,
64,2004,2004-11-07,8,28.221,PIT,,PHI,W 27-3,,,,,,,,,,,,,
65,2004,2004-11-21,10,28.235,PIT,@,CIN,W 19-14,,,,,,,,,,,,,
66,2004,2004-11-28,11,28.242,PIT,,WAS,W 16-7,,,,,,,,,,,,,
67,2004,2004-12-05,12,28.249,PIT,@,JAX,W 17-16,,,,,,,,,,,,,
68,2004,2004-12-12,13,28.256,PIT,,NYJ,W 17-6,,,,,,,,,,,,,
69,2004,2004-12-18,14,28.262,PIT,@,NYG,W 33-30,,,,,,,,,,,,,
70,2004,2004-12-26,15,28.270,PIT,,BAL,W 20-7,,,,,,,,,,,,,
71,2004,2005-01-02,16,28.277,PIT,@,BUF,W 29-24,,,,,,,,,,,,,
72,2005,2005-09-11,1,29.164,PIT,,TEN,W 34-7,,,,,,,,,,,,,
73,2005,2005-09-18,2,29.171,PIT,@,HOU,W 27-7,,,,,,,,,,,,,
74,2005,2005-09-25,3,29.178,PIT,,NWE,L 20-23,,,,,,,,,,,,,
75,2005,2005-10-10,4,29.193,PIT,@,SDG,W 24-22,,,,,,,,,,,,,
76,2005,2005-10-16,5,29.199,PIT,,JAX,L 17-23,,,,,,,,,,,,,
77,2005,2005-10-23,6,29.206,PIT,@,CIN,W 27-13,,,,,,,,,,,,,
78,2005,2005-10-31,7,29.214,PIT,,BAL,W 20-19,,,,,,,,,,,,,
79,2005,2005-11-06,8,29.220,PIT,@,GNB,W 20-10,,0,0,,0,0,0,0.0,,,1,3,0
80,2005,2005-11-13,9,29.227,PIT,,CLE,W 34-21,,,,,,,,,,,,,
81,2005,2005-11-20,10,29.234,PIT,@,BAL,L 13-16,,0,0,,0,0,0,1.0,,,0,0,0
82,2005,2005-11-28,11,29.242,PIT,@,IND,L 7-26,,,,,,,,,,,,,
83,2005,2005-12-04,12,29.248,PIT,,CIN,L 31-38,,,,,,,,,,,,,
84,2005,2005-12-11,13,29.255,PIT,,CHI,W 21-9,,,,,,,,,,,,,
85,2005,2005-12-18,14,29.262,PIT,@,MIN,W 18-3,,,,,,,,,,,,,
86,2005,2005-12-24,15,29.268,PIT,@,CLE,W 41-0,,,,,,,,,,,,,
87,2005,2006-01-01,16,29.276,PIT,,DET,W 35-21,,,,,,,,,,,,,
88,2006,2006-09-07,1,30.160,PIT,,MIA,W 28-17,,,,,,,,,,,,,
89,2006,2006-09-18,2,30.171,PIT,@,JAX,L 0-9,,,,,,,,,,,,,
90,2006,2006-09-24,3,30.177,PIT,,CIN,L 20-28,,,,,,,,,,,,,
91,2006,2006-10-08,4,30.191,PIT,@,SDG,L 13-23,,0,0,,0,0,0,1.0,,,0,0,0
92,2006,2006-10-15,5,30.198,PIT,,KAN,W 45-7,,,,,,,,,,,,,
93,2006,2006-10-22,6,30.205,PIT,@,ATL,L 38-41,,0,0,,0,0,0,1.0,,,0,0,0
94,2006,2006-10-29,7,30.212,PIT,@,OAK,L 13-20,,,,,,,,,,,,,
95,2006,2006-11-05,8,30.219,PIT,,DEN,L 20-31,,,,,,,,,,,,,
96,2006,2006-11-12,9,30.226,PIT,,NOR,W 38-31,,,,,,,,,,,,,
97,2006,2006-11-19,10,30.233,PIT,@,CLE,W 24-20,,,,,,,,,,,,,
98,2006,2006-11-26,11,30.240,PIT,@,BAL,L 0-27,,,,,,,,,,,,,
99,2006,2006-12-03,12,30.247,PIT,,TAM,W 20-3,*,,,,,,,,,,,,
100,2006,2006-12-07,13,30.251,PIT,,CLE,W 27-7,*,,,,,,,,,,,,
101,2006,2006-12-17,14,30.261,PIT,@,CAR,W 37-3,*,,,,,,,,,,,,
102,2006,2006-12-24,15,30.268,PIT,,BAL,L 7-31,,,,,,,,,,,,,
103,2006,2006-12-31,16,30.275,PIT,@,CIN,W 23-17,,,,,,,,,,,,,
104,2007,2007-09-09,1,31.162,PIT,@,CLE,W 34-7,,,,,,,,,,,,,
105,2007,2007-09-16,2,31.169,PIT,,BUF,W 26-3,,,,,,,,,,,,,
106,2007,2007-09-23,3,31.176,PIT,,SFO,W 37-16,,,,,,,,,,,,,
107,2007,2007-09-30,4,31.183,PIT,@,ARI,L 14-21,,,,,,,,,,,,,
