ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-12-05,12,22.356,JAX,@,TEN,W 17-6,,,,,,
2,2011,2011-09-11,1,23.271,JAX,,TEN,W 16-14,,,,,,
3,2011,2011-09-25,3,23.285,JAX,@,CAR,L 10-16,,0,0,0.0,0,0
4,2011,2011-10-02,4,23.292,JAX,,NOR,L 10-23,,,,,,
5,2011,2011-10-30,8,23.320,JAX,@,HOU,L 14-24,,0,0,0.0,0,1
6,2011,2011-11-13,9,23.334,JAX,@,IND,W 17-3,,0,0,0.5,0,2
7,2011,2011-11-20,10,23.341,JAX,@,CLE,L 10-14,,,,,,
8,2011,2011-11-27,11,23.348,JAX,,HOU,L 13-20,,0,0,0.0,0,1
9,2011,2011-12-05,12,23.356,JAX,,SDG,L 14-38,,0,0,0.0,0,1
10,2011,2011-12-11,13,23.362,JAX,,TAM,W 41-14,,0,6,0.0,0,0
11,2011,2011-12-15,14,24.001,JAX,@,ATL,L 14-41,,0,0,0.0,0,3
12,2011,2011-12-24,15,24.010,JAX,@,TEN,L 17-23,,0,0,0.0,0,1
13,2011,2012-01-01,16,24.018,JAX,,IND,W 19-13,,0,0,0.0,0,1
14,2012,2012-10-28,7,24.319,CHI,,CAR,W 23-22,,0,0,0.0,1,2
15,2012,2012-11-04,8,24.326,CHI,@,TEN,W 51-20,,0,0,0.0,1,2
16,2012,2012-11-11,9,24.333,CHI,,HOU,L 6-13,,0,0,0.0,1,1
17,2012,2012-11-19,10,24.341,CHI,@,SFO,L 7-32,,,,,,
18,2012,2012-11-25,11,24.347,CHI,,MIN,W 28-10,,0,0,0.0,0,0
19,2012,2012-12-02,12,24.354,CHI,,SEA,L 17-23,,,,,,
20,2012,2012-12-09,13,24.361,CHI,@,MIN,L 14-21,,,,,,
21,2012,2012-12-16,14,25.002,CHI,,GNB,L 13-21,,,,,,
22,2012,2012-12-23,15,25.009,CHI,@,ARI,W 28-13,,0,0,0.0,3,0
23,2013,2013-09-08,1,25.268,CHI,,CIN,W 24-21,,0,0,0.0,0,1
24,2013,2013-09-15,2,25.275,CHI,,MIN,W 31-30,,0,0,0.0,1,1
25,2013,2013-09-22,3,25.282,CHI,@,PIT,W 40-23,,0,0,0.0,2,1
26,2013,2013-09-29,4,25.289,CHI,@,DET,L 32-40,*,0,0,0.0,1,2
27,2013,2013-10-06,5,25.296,CHI,,NOR,L 18-26,*,0,0,1.0,2,2
