ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2011,2011-10-16,6,22.166,CAR,@,ATL,L 17-31,,,,,,,,,,,
2,2011,2011-10-30,8,22.180,CAR,,MIN,L 21-24,,,,,,,,,,,
3,2011,2011-11-13,9,22.194,CAR,,TEN,L 3-30,,,,,,,,,,,
4,2011,2011-11-20,10,22.201,CAR,@,DET,L 35-49,,0,0,,0,0.0,0,0,0,0,0
5,2011,2011-11-27,11,22.208,CAR,@,IND,W 27-19,,,,,,,,,,,
6,2011,2011-12-04,12,22.215,CAR,@,TAM,W 38-19,,,,,,,,,,,
7,2011,2011-12-11,13,22.222,CAR,,ATL,L 23-31,,,,,,,,,,,
8,2011,2011-12-18,14,22.229,CAR,@,HOU,W 28-13,,,,,,,,,,,
9,2011,2011-12-24,15,22.235,CAR,,TAM,W 48-16,,0,0,,0,0.0,0,0,0,0,0
10,2011,2012-01-01,16,22.243,CAR,@,NOR,L 17-45,,,,,,,,,,,
11,2012,2012-09-09,1,23.129,CAR,@,TAM,L 10-16,,,,,,,,,,,
12,2012,2012-09-16,2,23.136,CAR,,NOR,W 35-27,,0,0,,0,0.0,0,0,0,0,0
13,2012,2012-09-20,3,23.140,CAR,,NYG,L 7-36,,,,,,,,,,,
14,2012,2012-09-30,4,23.150,CAR,@,ATL,L 28-30,,,,,,,,,,,
15,2012,2012-10-07,5,23.157,CAR,,SEA,L 12-16,,0,0,,0,0.0,3,0,0,0,0
16,2012,2012-10-21,6,23.171,CAR,,DAL,L 14-19,,0,0,,0,0.0,4,0,0,0,0
17,2012,2012-10-28,7,23.178,CAR,@,CHI,L 22-23,,0,0,,0,0.0,0,1,0,0,0
18,2012,2012-11-04,8,23.185,CAR,@,WAS,W 21-13,,0,0,,0,0.0,0,1,0,0,0
19,2012,2012-11-11,9,23.192,CAR,,DEN,L 14-36,,0,0,,0,0.0,3,1,0,0,0
20,2012,2012-11-18,10,23.199,CAR,,TAM,L 21-27,,0,0,,0,0.0,2,0,0,0,0
21,2012,2012-11-26,11,23.207,CAR,@,PHI,W 30-22,,0,0,,0,0.0,1,0,0,0,0
22,2012,2012-12-02,12,23.213,CAR,@,KAN,L 21-27,,0,0,,0,0.0,1,0,0,0,0
23,2012,2012-12-09,13,23.220,CAR,,ATL,W 30-20,*,0,0,,0,0.0,2,0,0,0,0
24,2012,2012-12-16,14,23.227,CAR,@,SDG,W 31-7,*,0,0,,0,0.0,2,0,0,0,0
