ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1989,1989-09-10,1,22.310,HOU,@,MIN,L 7-38,,,,,,
2,1989,1989-09-17,2,22.317,HOU,@,SDG,W 34-27,0,0,1.0,0,0,0
3,1989,1989-09-24,3,22.324,HOU,,BUF,L 41-47,,,,,,
4,1989,1989-10-01,4,22.331,HOU,,MIA,W 39-7,,,,,,
5,1989,1989-10-08,5,22.338,HOU,@,NWE,L 13-23,,,,,,
6,1989,1989-10-15,6,22.345,HOU,@,CHI,W 33-28,,,,,,
7,1989,1989-10-22,7,22.352,HOU,,PIT,W 27-0,0,0,0.0,2,39,0
8,1989,1989-10-29,8,22.359,HOU,@,CLE,L 17-28,0,0,0.0,1,13,0
9,1989,1989-11-05,9,23.001,HOU,,DET,W 35-31,,,,,,
10,1989,1989-11-13,10,23.009,HOU,,CIN,W 26-24,,,,,,
11,1989,1989-11-19,11,23.015,HOU,,RAI,W 23-7,,,,,,
12,1989,1989-11-26,12,23.022,HOU,@,KAN,L 0-34,0,0,0.0,1,13,0
13,1989,1989-12-03,13,23.029,HOU,@,PIT,W 23-16,,,,,,
14,1989,1989-12-10,14,23.036,HOU,,TAM,W 20-17,,,,,,
15,1989,1989-12-17,15,23.043,HOU,@,CIN,L 7-61,,,,,,
16,1989,1989-12-23,16,23.049,HOU,,CLE,L 20-24,,,,,,
17,1990,1990-09-09,1,23.309,HOU,@,ATL,L 27-47,,,,,,
18,1990,1990-09-16,2,23.316,HOU,@,PIT,L 9-20,,,,,,
19,1990,1990-09-23,3,23.323,HOU,,IND,W 24-10,,,,,,
20,1990,1990-09-30,4,23.330,HOU,@,SDG,W 17-7,0,0,0.0,1,0,0
21,1990,1990-10-07,5,23.337,HOU,,SFO,L 21-24,,,,,,
22,1990,1990-10-14,6,23.344,HOU,,CIN,W 48-17,,,,,,
23,1990,1990-10-21,7,23.351,HOU,,NOR,W 23-10,0,0,0.5,0,0,0
24,1990,1990-10-28,8,23.358,HOU,,NYJ,L 12-17,,,,,,
25,1990,1990-11-04,9,24.000,HOU,@,RAM,L 13-17,,,,,,
26,1990,1990-11-18,10,24.014,HOU,@,CLE,W 35-23,0,0,0.0,1,11,0
27,1990,1990-11-26,11,24.022,HOU,,BUF,W 27-24,,,,,,
28,1990,1990-12-02,12,24.028,HOU,@,SEA,L 10-13,,,,,,
29,1990,1990-12-09,13,24.035,HOU,,CLE,W 58-14,,,,,,
30,1990,1990-12-16,14,24.042,HOU,@,KAN,W 27-10,,,,,,
31,1990,1990-12-30,16,24.056,HOU,,PIT,W 34-14,,,,,,
32,1991,1991-09-01,1,24.301,HOU,,RAI,W 47-17,0,0,0.0,1,0,0
33,1991,1991-09-08,2,24.308,HOU,@,CIN,W 30-7,,,,,,
34,1991,1991-09-16,3,24.316,HOU,,KAN,W 17-7,,,,,,
35,1991,1991-09-22,4,24.322,HOU,@,NWE,L 20-24,0,0,0.0,1,0,0
36,1991,1991-10-06,5,24.336,HOU,,DEN,W 42-14,0,0,1.0,0,0,0
37,1991,1991-10-13,6,24.343,HOU,@,NYJ,W 23-20,,,,,,
38,1991,1991-10-20,7,24.350,HOU,@,MIA,W 17-13,0,0,0.0,2,31,0
39,1991,1991-10-27,8,24.357,HOU,,CIN,W 35-3,,,,,,
40,1991,1991-11-03,9,24.364,HOU,@,WAS,L 13-16,,,,,,
41,1991,1991-11-10,10,25.006,HOU,,DAL,W 26-23,,,,,,
42,1991,1991-11-17,11,25.013,HOU,,CLE,W 28-24,,,,,,
43,1991,1991-11-24,12,25.020,HOU,@,PIT,L 14-26,,,,,,
