ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-09-14,1,22.126,OAK,,SDG,L 20-24,*,9,4,87,21.75,1,44.4%,9.67,0,0,,0,1,6,0.0,1,0
2,2009,2009-09-20,2,22.132,OAK,@,KAN,W 13-10,*,6,2,26,13.00,0,33.3%,4.33,0,0,,0,0,0,0.0,0,0
3,2009,2009-09-27,3,22.139,OAK,,DEN,L 3-23,*,5,2,25,12.50,0,40.0%,5.00,0,0,,0,0,0,0.0,0,0
4,2009,2009-10-04,4,22.146,OAK,@,HOU,L 6-29,*,10,3,34,11.33,0,30.0%,3.40,1,-7,-7.00,0,0,0,0.0,0,0
5,2009,2009-10-11,5,22.153,OAK,@,NYG,L 7-44,*,3,1,2,2.00,0,33.3%,0.67,0,0,,0,0,0,0.0,0,0
6,2009,2009-10-18,6,22.160,OAK,,PHI,W 13-9,*,3,,,,,0.0%,,,,,,,,,,
7,2009,2009-10-25,7,22.167,OAK,,NYJ,L 0-38,*,10,4,58,14.50,0,40.0%,5.80,0,0,,0,0,0,0.0,0,0
8,2009,2009-11-01,8,22.174,OAK,@,SDG,L 16-24,*,3,0,0,,0,0.0%,0.00,1,12,12.00,0,0,0,0.0,0,0
9,2009,2009-11-15,9,22.188,OAK,,KAN,L 10-16,,3,,,,,0.0%,,,,,,,,,,
10,2009,2009-11-22,10,22.195,OAK,,CIN,W 20-17,,5,1,29,29.00,1,20.0%,5.80,0,0,,0,1,6,0.0,1,0
11,2009,2009-11-26,11,22.199,OAK,@,DAL,L 7-24,,7,2,22,11.00,0,28.6%,3.14,0,0,,0,0,0,0.0,0,0
12,2009,2009-12-06,12,22.209,OAK,@,PIT,W 27-24,,6,4,128,32.00,2,66.7%,21.33,0,0,,0,2,12,0.0,0,0
13,2009,2009-12-13,13,22.216,OAK,,WAS,L 13-34,*,4,1,8,8.00,0,25.0%,2.00,2,9,4.50,0,0,0,0.0,0,0
