ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-10-12,5,25.019,STL,@,WAS,W 19-17,,,,,,,0.0%,,,,,,,,,,
2,2008,2008-10-19,6,25.026,STL,,DAL,W 34-14,,,,,,,0.0%,,,,,,,,,,
3,2008,2008-10-26,7,25.033,STL,@,NWE,L 16-23,,1,,,,,0.0%,,,,,,,,,,
4,2008,2008-11-02,8,25.040,STL,,ARI,L 13-34,,1,,,,,0.0%,,,,,,,,,,
5,2008,2008-11-09,9,25.047,STL,@,NYJ,L 3-47,,,,,,,0.0%,,,,,,,,,,
6,2008,2008-11-16,10,25.054,STL,@,SFO,L 16-35,,,,,,,0.0%,,,,,,,,,,
7,2008,2008-11-23,11,25.061,STL,,CHI,L 3-27,,1,1,26,26.00,0,100.0%,26.00,0,0,,0,0,0,0.0,0,0
8,2008,2008-11-30,12,25.068,STL,,MIA,L 12-16,,3,3,18,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0
9,2008,2008-12-07,13,25.075,STL,@,ARI,L 10-34,,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0,0.0,0,0
10,2008,2008-12-14,14,25.082,STL,,SEA,L 20-23,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,1,0
11,2008,2008-12-21,15,25.089,STL,,SFO,L 16-17,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,0.0,0,0
12,2008,2008-12-28,16,25.096,STL,@,ATL,L 27-31,,,,,,,0.0%,,,,,,,,,,
13,2009,2009-09-13,1,25.355,STL,@,SEA,L 0-28,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
14,2009,2009-09-20,2,25.362,STL,@,WAS,L 7-9,*,0,,,,,0.0%,,,,,,,,,,
15,2009,2009-09-27,3,26.004,STL,,GNB,L 17-36,,5,2,35,17.50,2,40.0%,7.00,0,0,,0,2,12,0.0,0,0
16,2009,2009-10-04,4,26.011,STL,@,SFO,L 0-35,,3,1,17,17.00,0,33.3%,5.67,0,0,,0,0,0,0.0,0,0
17,2009,2009-10-11,5,26.018,STL,,MIN,L 10-38,,6,5,45,9.00,0,83.3%,7.50,0,0,,0,0,0,0.0,0,0
18,2009,2009-10-18,6,26.025,STL,@,JAX,L 20-23,,4,2,11,5.50,0,50.0%,2.75,0,0,,0,0,0,0.0,0,0
19,2009,2009-10-25,7,26.032,STL,,IND,L 6-42,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,0.0,0,0
20,2009,2009-11-01,8,26.039,STL,@,DET,W 17-10,,3,1,36,36.00,1,33.3%,12.00,0,0,,0,1,6,0.0,0,0
21,2009,2009-11-15,9,26.053,STL,,NOR,L 23-28,,3,3,51,17.00,0,100.0%,17.00,0,0,,0,0,0,0.0,0,0
22,2009,2009-11-22,10,26.060,STL,,ARI,L 13-21,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,1,0
23,2009,2009-11-29,11,26.067,STL,,SEA,L 17-27,,3,1,25,25.00,0,33.3%,8.33,0,0,,0,0,0,0.0,0,0
24,2009,2009-12-06,12,26.074,STL,@,CHI,L 9-17,*,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
25,2009,2009-12-13,13,26.081,STL,@,TEN,L 7-47,*,3,3,32,10.67,0,100.0%,10.67,0,0,,0,0,0,0.0,0,0
26,2009,2009-12-20,14,26.088,STL,,HOU,L 13-16,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0
27,2010,2010-09-12,1,26.354,STL,,ARI,L 13-17,,5,4,15,3.75,0,80.0%,3.00,0,0,,0,0,0,0.0,1,0
28,2010,2010-09-19,2,26.361,STL,@,OAK,L 14-16,*,2,1,36,36.00,0,50.0%,18.00,0,0,,0,0,0,0.0,0,0
29,2010,2010-09-26,3,27.003,STL,,WAS,W 30-16,,4,3,22,7.33,1,75.0%,5.50,0,0,,0,1,6,0.0,0,0
30,2010,2010-10-03,4,27.010,STL,,SEA,W 20-3,,4,3,35,11.67,0,75.0%,8.75,0,0,,0,0,0,0.0,0,0
31,2010,2010-10-10,5,27.017,STL,@,DET,L 6-44,*,6,3,32,10.67,0,50.0%,5.33,0,0,,0,0,0,0.0,0,0
32,2010,2010-10-17,6,27.024,STL,,SDG,W 20-17,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,0.0,0,0
33,2010,2010-10-24,7,27.031,STL,@,TAM,L 17-18,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,0.0,0,0
34,2010,2010-10-31,8,27.038,STL,,CAR,W 20-10,*,7,4,35,8.75,1,57.1%,5.00,0,0,,0,1,6,0.0,0,0
35,2010,2010-11-14,9,27.052,STL,@,SFO,L 20-23,,4,2,11,5.50,0,50.0%,2.75,0,0,,0,0,0,0.0,0,0
36,2010,2010-11-21,10,27.059,STL,,ATL,L 17-34,*,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,0.0,0,0
37,2010,2010-11-28,11,27.066,STL,@,DEN,W 36-33,,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,0.0,0,0
38,2010,2010-12-05,12,27.073,STL,@,ARI,W 19-6,*,4,3,18,6.00,0,75.0%,4.50,0,0,,0,0,0,0.0,0,0
39,2010,2010-12-12,13,27.080,STL,@,NOR,L 13-31,,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0,0.0,0,0
40,2010,2010-12-19,14,27.087,STL,,KAN,L 13-27,,8,4,47,11.75,0,50.0%,5.88,0,0,,0,0,0,0.0,0,0
41,2010,2010-12-26,15,27.094,STL,,SFO,W 25-17,*,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,0.0,0,0
42,2010,2011-01-02,16,27.101,STL,@,SEA,L 6-16,,5,3,39,13.00,0,60.0%,7.80,0,0,,0,0,0,0.0,0,0
43,2011,2011-09-12,1,27.354,DEN,,OAK,L 20-23,*,6,3,32,10.67,0,50.0%,5.33,0,0,,0,0,0,0.0,0,0
44,2011,2011-09-18,2,27.360,DEN,,CIN,W 24-22,*,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,0.0,1,0
45,2011,2011-09-25,3,28.002,DEN,@,TEN,L 14-17,*,4,2,42,21.00,0,50.0%,10.50,0,0,,0,0,0,0.0,0,0
46,2011,2011-10-02,4,28.009,DEN,@,GNB,L 23-49,*,3,2,29,14.50,1,66.7%,9.67,0,0,,0,1,6,0.0,0,0
47,2011,2011-10-09,5,28.016,DEN,,SDG,L 24-29,*,4,3,47,15.67,0,75.0%,11.75,0,0,,0,0,0,0.0,1,0
48,2011,2011-10-23,6,28.030,DEN,@,MIA,W 18-15,*,4,2,31,15.50,1,50.0%,7.75,0,0,,0,1,6,0.0,0,0
49,2011,2011-10-30,7,28.037,DEN,,DET,L 10-45,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0
50,2011,2011-11-06,8,28.044,DEN,@,OAK,W 38-24,*,1,1,6,6.00,0,100.0%,6.00,1,20,20.00,0,0,0,0.0,0,0
51,2011,2011-11-13,9,28.051,DEN,@,KAN,W 17-10,*,0,,,,,0.0%,,,,,,,,,,
52,2011,2011-11-17,10,28.055,DEN,,NYJ,W 17-13,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
53,2011,2011-11-27,11,28.065,DEN,@,SDG,W 16-13,*,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,0.0,0,0
54,2011,2011-12-04,12,28.072,DEN,@,MIN,W 35-32,*,0,,,,,0.0%,,,,,,,,,,
55,2011,2011-12-11,13,28.079,DEN,,CHI,W 13-10,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
56,2011,2011-12-18,14,28.086,DEN,,NWE,L 23-41,*,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
57,2011,2011-12-24,15,28.092,DEN,@,BUF,L 14-40,,2,2,22,11.00,1,100.0%,11.00,0,0,,0,1,6,0.0,0,0
58,2011,2012-01-01,16,28.100,DEN,,KAN,L 3-7,*,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,0.0,1,0
59,2012,2012-09-23,3,29.000,NWE,@,BAL,L 30-31,*,,,,,,0.0%,,,,,,,,,,
60,2012,2012-09-30,4,29.007,NWE,@,BUF,W 52-28,*,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0,0.0,0,0
61,2012,2012-10-07,5,29.014,NWE,,DEN,W 31-21,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
62,2012,2012-10-14,6,29.021,NWE,@,SEA,L 23-24,,2,1,35,35.00,0,50.0%,17.50,0,0,,0,0,0,0.0,0,0
63,2012,2012-10-21,7,29.028,NWE,,NYJ,W 29-26,,,,,,,0.0%,,,,,,,,,,
64,2012,2012-10-28,8,29.035,NWE,@,STL,W 45-7,,0,,,,,0.0%,,,,,,,,,,
65,2012,2012-11-11,9,29.049,NWE,,BUF,W 37-31,,,,,,,0.0%,,,,,,,,,,
66,2012,2012-11-22,11,29.060,NWE,@,NYJ,W 49-19,*,2,1,24,24.00,0,50.0%,12.00,0,0,,0,0,0,0.0,0,0
67,2012,2012-12-02,12,29.070,NWE,@,MIA,W 23-16,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
68,2012,2012-12-10,13,29.078,NWE,,HOU,W 42-14,,,,,,,0.0%,,,,,,,,,,
69,2012,2012-12-16,14,29.084,NWE,,SFO,L 34-41,,,,,,,0.0%,,,,,,,,,,
70,2012,2012-12-23,15,29.091,NWE,@,JAX,W 23-16,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0
71,2012,2012-12-30,16,29.098,NWE,,MIA,W 28-0,,,,,,,0.0%,,,,,,,,,,
72,2014,2014-09-08,1,30.350,NYG,@,DET,L 14-35,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,1,0
73,2014,2014-09-14,2,30.356,NYG,,ARI,L 14-25,,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,6,0.0,0,0
74,2014,2014-09-21,3,30.363,NYG,,HOU,W 30-17,,2,2,22,11.00,1,100.0%,11.00,0,0,,0,1,6,0.0,0,0
75,2014,2014-09-25,4,31.002,NYG,@,WAS,W 45-14,,2,2,8,4.00,1,100.0%,4.00,0,0,,0,1,6,0.0,0,0
76,2014,2014-10-05,5,31.012,NYG,,ATL,W 30-20,,,,,,,0.0%,,,,,,,,,,
77,2014,2014-10-12,6,31.019,NYG,@,PHI,L 0-27,,2,2,40,20.00,0,100.0%,20.00,0,0,,0,0,0,0.0,0,0
78,2014,2014-10-19,7,31.026,NYG,@,DAL,L 21-31,,1,1,27,27.00,1,100.0%,27.00,0,0,,0,1,6,0.0,0,0
79,2014,2014-11-03,8,31.041,NYG,,IND,L 24-40,*,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
80,2014,2014-11-09,9,31.047,NYG,@,SEA,L 17-38,*,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,0.0,0,0
81,2014,2014-11-16,10,31.054,NYG,,SFO,L 10-16,*,,,,,,0.0%,,,,,,,,,,
82,2014,2014-11-23,11,31.061,NYG,,DAL,L 28-31,,4,3,35,11.67,0,75.0%,8.75,0,0,,0,0,0,0.0,0,0
83,2014,2014-11-30,12,31.068,NYG,@,JAX,L 24-25,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
84,2014,2014-12-07,13,31.075,NYG,@,TEN,W 36-7,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
85,2014,2014-12-14,14,31.082,NYG,,WAS,W 24-13,*,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,0.0,0,0
86,2014,2014-12-21,15,31.089,NYG,@,STL,W 37-27,*,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,0.0,0,0
87,2014,2014-12-28,16,31.096,NYG,,PHI,L 26-34,*,,,,,,0.0%,,,,,,,,,,
88,2015,2015-09-13,1,31.355,NYG,@,DAL,L 26-27,*,4,3,33,11.00,0,75.0%,8.25,0,0,,0,0,0,0.0,0,0
89,2015,2015-09-24,3,32.001,NYG,,WAS,W 32-21,,3,3,27,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
