ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1964,1964-09-28,3,25.182,DET,,GNB,L 10-14,0,0,,0,0,0,,0,1,2,0
2,1964,1964-10-11,5,25.195,DET,@,MIN,W 24-20,0,0,,0,0,0,,0,1,24,0
3,1964,1964-11-01,8,25.216,DET,,RAM,W 37-17,0,0,,0,1,27,27.00,0,0,0,0
4,1964,1964-11-26,12,25.241,DET,,CHI,L 24-27,1,24,24.00,0,0,0,,0,1,19,0
5,1965,1965-09-19,1,26.173,DET,,RAM,W 20-0,0,0,,0,0,0,,0,1,0,0
6,1965,1965-10-03,3,26.187,DET,,WAS,W 14-10,0,0,,0,0,0,,0,1,3,0
7,1966,1966-11-13,10,27.228,DET,@,MIN,W 32-31,0,0,,0,0,0,,0,1,24,0
8,1966,1966-11-20,11,27.235,DET,,BAL,W 20-14,0,0,,0,0,0,,0,2,28,0
9,1966,1966-12-11,14,27.256,DET,,MIN,L 16-28,0,0,,0,0,0,,0,1,0,0
10,1967,1967-10-15,5,28.199,DET,@,CHI,L 3-14,2,63,31.50,0,4,16,4.00,0,0,0,0
11,1967,1967-10-29,7,28.213,DET,@,SFO,W 45-3,0,0,,0,1,0,0.00,0,0,0,0
12,1967,1967-11-05,8,28.220,DET,,CHI,L 13-27,2,71,35.50,0,4,4,1.00,0,0,0,0
13,1968,1968-09-15,1,29.169,DET,@,DAL,L 13-59,4,72,18.00,0,0,0,,0,0,0,0
14,1968,1968-10-06,4,29.190,DET,@,MIN,L 10-24,2,41,20.50,0,0,0,,0,0,0,0
15,1968,1968-10-20,6,29.204,DET,,GNB,T 14-14,1,20,20.00,0,0,0,,0,0,0,0
16,1968,1968-11-10,9,29.225,DET,,BAL,L 10-27,2,42,21.00,0,0,0,,0,0,0,0
17,1968,1968-11-17,10,29.232,DET,,MIN,L 6-13,2,43,21.50,0,0,0,,0,0,0,0
18,1968,1968-11-24,11,29.239,DET,,NOR,T 20-20,3,72,24.00,0,0,0,,0,0,0,0
19,1968,1968-11-28,12,29.243,DET,,PHI,L 0-12,2,33,16.50,0,0,0,,0,0,0,0
20,1968,1968-12-15,14,29.260,DET,@,WAS,L 3-14,1,40,40.00,0,0,0,,0,0,0,0
21,1969,1969-10-05,3,30.189,NOR,@,RAM,L 17-36,3,68,22.67,0,3,16,5.33,0,0,0,0
22,1969,1969-10-12,4,30.196,NOR,,CLE,L 17-27,1,26,26.00,0,0,0,,0,0,0,0
23,1969,1969-10-19,5,30.203,NOR,,BAL,L 10-30,0,0,,0,1,9,9.00,0,0,0,0
24,1969,1969-10-26,6,30.210,NOR,@,PHI,L 10-13,1,7,7.00,0,0,0,,0,0,0,0
25,1969,1969-11-09,8,30.224,NOR,@,DAL,L 17-33,0,0,,0,0,0,,0,1,2,0
