ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1963,1963-09-15,1,24.278,MIN,@,SFO,W 24-20,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,3,90,30.00,0
2,1963,1963-09-22,2,24.285,MIN,,CHI,L 7-28,,0,0,,0,0,0,,0,0,,,1,1,100.0,,,,0,1,2,70,35.00,0
3,1963,1963-09-29,3,24.292,MIN,,SFO,W 45-14,,0,0,,0,0,0,,0,0,,,6,6,100.0,1,2,50.0,0,9,5,178,35.60,0
4,1963,1963-10-06,4,24.299,MIN,,STL,L 14-56,,0,0,,0,0,0,,0,0,,,2,2,100.0,,,,0,2,7,269,38.43,0
5,1963,1963-10-13,5,24.306,MIN,,GNB,L 28-37,,0,0,,0,0,0,,0,0,,,4,4,100.0,,2,0.0,0,4,3,141,47.00,0
6,1963,1963-10-20,6,24.313,MIN,@,RAM,L 24-27,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,4,25.0,0,6,2,76,38.00,0
7,1963,1963-10-27,7,24.320,MIN,@,DET,L 10-28,,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,8,354,44.25,0
8,1963,1963-11-03,8,24.327,MIN,,RAM,W 21-13,,0,0,,0,0,0,,0,0,,,3,3,100.0,,2,0.0,0,3,6,252,42.00,0
9,1963,1963-11-10,9,24.334,MIN,@,GNB,L 7-28,,0,0,,0,0,0,,0,0,,,1,1,100.0,,3,0.0,0,1,4,154,38.50,0
10,1963,1963-11-17,10,24.341,MIN,,BAL,L 34-37,,0,0,,0,0,0,,0,0,,,4,4,100.0,2,2,100.0,0,10,6,269,44.83,0
11,1963,1963-11-24,11,24.348,MIN,,DET,W 34-31,,0,0,,0,0,0,,0,0,,,4,4,100.0,2,2,100.0,0,10,3,119,39.67,0
12,1963,1963-12-01,12,24.355,MIN,@,CHI,T 17-17,,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,8,316,39.50,0
13,1963,1963-12-08,13,24.362,MIN,@,BAL,L 10-41,,0,0,,0,0,0,,0,0,,,1,1,100.0,1,2,50.0,0,4,6,203,33.83,0
14,1963,1963-12-15,14,25.004,MIN,@,PHI,W 34-13,,0,0,,0,0,0,,0,0,,,4,4,100.0,2,2,100.0,0,10,7,216,30.86,0
15,1964,1964-09-13,1,25.277,MIN,,BAL,W 34-24,,0,0,,0,0,0,,0,0,,,4,4,100.0,2,3,66.7,0,10,0,0,,0
16,1964,1964-09-20,2,25.284,MIN,,CHI,L 28-34,,0,0,,0,0,0,,0,0,,,4,4,100.0,,1,0.0,0,4,0,0,,0
17,1964,1964-09-27,3,25.291,MIN,@,RAM,L 13-22,,0,0,,0,0,0,,0,0,,,1,2,50.0,,2,0.0,0,1,0,0,,0
18,1964,1964-10-04,4,25.298,MIN,@,GNB,W 24-23,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
19,1964,1964-10-11,5,25.305,MIN,,DET,L 20-24,,0,0,,0,0,0,,0,0,,,2,2,100.0,2,4,50.0,0,8,0,0,,0
20,1964,1964-10-18,6,25.312,MIN,,PIT,W 30-10,,0,0,,0,0,0,,0,0,,,3,4,75.0,1,1,100.0,0,6,0,0,,0
21,1964,1964-10-25,7,25.319,MIN,@,SFO,W 27-22,,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
22,1964,1964-11-01,8,25.326,MIN,,GNB,L 13-42,,0,0,,0,0,0,,0,0,,,1,1,100.0,2,3,66.7,0,7,0,0,,0
23,1964,1964-11-08,9,25.333,MIN,,SFO,W 24-7,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,2,50.0,0,6,0,0,,0
24,1964,1964-11-15,10,25.340,MIN,@,BAL,L 14-17,,0,0,,0,0,0,,0,0,,,2,2,100.0,,1,0.0,0,2,0,0,,0
25,1964,1964-11-22,11,25.347,MIN,@,DET,T 23-23,,0,0,,0,0,0,,0,0,,,2,2,100.0,3,4,75.0,0,11,0,0,,0
26,1964,1964-11-29,12,25.354,MIN,,RAM,W 34-13,,0,0,,0,0,0,,0,0,,,4,4,100.0,2,2,100.0,0,10,0,0,,0
27,1964,1964-12-06,13,25.361,MIN,@,NYG,W 30-21,,0,0,,0,0,0,,0,0,,,3,3,100.0,3,4,75.0,0,12,0,0,,0
28,1964,1964-12-13,14,26.002,MIN,@,CHI,W 41-14,,0,0,,0,0,0,,0,0,,,5,5,100.0,2,3,66.7,0,11,0,0,,0
29,1965,1965-09-19,1,26.282,MIN,@,BAL,L 16-35,,0,0,,0,0,0,,0,0,,,1,1,100.0,3,4,75.0,0,10,0,0,,0
30,1965,1965-09-26,2,26.289,MIN,,DET,L 29-31,,0,0,,0,0,0,,0,0,,,3,3,100.0,2,3,66.7,0,9,0,0,,0
31,1965,1965-10-03,3,26.296,MIN,@,RAM,W 38-35,,0,0,,0,0,0,,0,0,,,5,5,100.0,1,2,50.0,0,8,0,0,,0
32,1965,1965-10-09,4,26.302,MIN,,NYG,W 40-14,,0,0,,0,0,0,,0,0,,,5,5,100.0,1,2,50.0,0,8,0,0,,0
33,1965,1965-10-17,5,26.310,MIN,,CHI,L 37-45,,0,0,,0,0,0,,0,0,,,4,4,100.0,3,3,100.0,0,13,0,0,,0
34,1965,1965-10-24,6,26.317,MIN,@,SFO,W 42-41,,0,0,,0,0,0,,0,0,,,6,6,100.0,,1,0.0,0,6,0,0,,0
35,1965,1965-10-31,7,26.324,MIN,@,CLE,W 27-17,,0,0,,0,0,0,,0,0,,,3,3,100.0,2,3,66.7,0,9,0,0,,0
36,1965,1965-11-07,8,26.331,MIN,,RAM,W 24-13,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,3,33.3,0,6,0,0,,0
37,1965,1965-11-14,9,26.338,MIN,,BAL,L 21-41,,0,0,,0,0,,,,,,,3,3,100.0,,,,0,3,,,,
38,1965,1965-11-21,10,26.345,MIN,,GNB,L 13-38,,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
39,1965,1965-11-28,11,26.352,MIN,,SFO,L 24-45,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
40,1965,1965-12-05,12,26.359,MIN,@,GNB,L 19-24,,0,0,,0,0,0,,0,0,,,1,1,100.0,4,5,80.0,0,13,0,0,,0
41,1965,1965-12-12,13,27.001,MIN,@,DET,W 29-7,,0,0,,0,0,0,,0,0,,,3,3,100.0,2,4,50.0,0,9,0,0,,0
42,1965,1965-12-19,14,27.008,MIN,@,CHI,W 24-17,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,2,50.0,0,6,0,0,,0
43,1966,1966-09-11,1,27.274,MIN,@,SFO,T 20-20,,0,0,,0,0,0,,0,0,,,2,2,100.0,2,3,66.7,0,8,0,0,,0
44,1966,1966-09-18,2,27.281,MIN,,BAL,L 23-38,,0,0,,0,0,0,,0,0,,,2,2,100.0,3,3,100.0,0,11,0,0,,0
45,1966,1966-09-25,3,27.288,MIN,@,DAL,L 17-28,,0,0,,0,0,0,,0,0,,,2,2,100.0,1,4,25.0,0,5,0,0,,0
46,1966,1966-10-02,4,27.295,MIN,,CHI,L 10-13,,0,0,,0,0,0,,0,0,,,1,1,100.0,1,3,33.3,0,4,0,0,,0
47,1966,1966-10-16,5,27.309,MIN,,RAM,W 35-7,,0,0,,0,0,0,,0,0,,,5,5,100.0,,1,0.0,0,5,0,0,,0
48,1966,1966-10-23,6,27.316,MIN,@,BAL,L 17-20,,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,0,5,0,0,,0
49,1966,1966-10-30,7,27.323,MIN,,SFO,W 28-3,,0,0,,0,0,0,,0,0,,,4,4,100.0,,2,0.0,0,4,0,0,,0
50,1966,1966-11-06,8,27.330,MIN,@,GNB,W 20-17,,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
51,1966,1966-11-13,9,27.337,MIN,,DET,L 31-32,,0,0,,0,0,0,,0,0,,,4,4,100.0,1,1,100.0,0,7,0,0,,0
52,1966,1966-11-20,10,27.344,MIN,@,RAM,L 6-21,,0,0,,0,0,0,,0,0,,,,,,2,3,66.7,0,6,0,0,,0
53,1966,1966-11-27,11,27.351,MIN,,GNB,L 16-28,,0,0,,0,0,0,,0,0,,,1,1,100.0,3,4,75.0,0,10,0,0,,0
54,1966,1966-12-04,12,27.358,MIN,,ATL,L 13-20,,0,0,,0,0,0,,0,0,,,1,1,100.0,2,4,50.0,0,7,0,0,,0
55,1966,1966-12-11,13,28.000,MIN,@,DET,W 28-16,,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,,,,
56,1966,1966-12-18,14,28.007,MIN,@,CHI,L 28-41,,0,0,,0,0,0,,0,0,,,4,4,100.0,,1,0.0,0,4,0,0,,0
57,1967,1967-09-17,1,28.280,MIN,,SFO,L 21-27,,0,0,,0,0,0,,0,0,,,3,3,100.0,,1,0.0,0,3,0,0,,0
58,1967,1967-09-22,2,28.285,MIN,@,RAM,L 3-39,,0,0,,0,0,0,,0,0,,,,,,1,1,100.0,0,3,0,0,,0
59,1967,1967-10-01,3,28.294,MIN,,CHI,L 7-17,,0,0,,0,0,0,,0,0,,,1,1,100.0,,2,0.0,0,1,0,0,,0
60,1967,1967-10-08,4,28.301,MIN,,STL,L 24-34,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,3,33.3,0,6,0,0,,0
61,1967,1967-10-15,5,28.308,MIN,@,GNB,W 10-7,,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
62,1967,1967-10-22,6,28.315,MIN,,BAL,T 20-20,,0,0,,0,0,0,,0,0,,,2,2,100.0,2,3,66.7,0,8,0,0,,0
63,1967,1967-10-29,7,28.322,MIN,@,ATL,L 20-21,,0,0,,0,0,0,,0,0,,,2,2,100.0,2,5,40.0,0,8,0,0,,0
64,1967,1967-11-05,8,28.329,MIN,,NYG,W 27-24,,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
65,1967,1967-11-12,9,28.336,MIN,,DET,T 10-10,,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
66,1967,1967-11-19,10,28.343,MIN,@,CLE,L 10-14,,0,0,,0,0,0,,0,0,,,1,1,100.0,1,2,50.0,0,4,0,0,,0
67,1967,1967-11-26,11,28.350,MIN,@,PIT,W 41-27,,0,0,,0,0,0,,0,0,,,5,5,100.0,2,3,66.7,0,11,0,0,,0
68,1967,1967-12-03,12,28.357,MIN,,GNB,L 27-30,,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
69,1967,1967-12-10,13,28.364,MIN,@,CHI,T 10-10,,0,0,,0,0,0,,0,0,,,1,1,100.0,1,2,50.0,0,4,0,0,,0
70,1967,1967-12-17,14,29.006,MIN,@,DET,L 3-14,,0,0,,0,0,0,,0,0,,,,,,1,5,20.0,0,3,0,0,,0
71,1968,1968-09-14,1,29.278,MIN,,ATL,W 47-7,,0,0,,0,0,0,,0,0,,,5,6,83.3,2,2,100.0,0,11,0,0,,0
72,1968,1968-09-22,2,29.286,MIN,@,GNB,W 26-13,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,2,50.0,0,6,0,0,,0
73,1968,1968-09-29,3,29.293,MIN,,CHI,L 17-27,,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,0,5,0,0,,0
74,1968,1968-10-06,4,29.300,MIN,,DET,W 24-10,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
75,1968,1968-10-13,5,29.307,MIN,@,NOR,L 17-20,,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,0,5,0,0,,0
76,1968,1968-10-20,6,29.314,MIN,,DAL,L 7-20,,0,0,,0,0,0,,0,0,,,1,1,100.0,,2,0.0,0,1,0,0,,0
77,1968,1968-10-27,7,29.321,MIN,@,CHI,L 24-26,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
78,1968,1968-11-03,8,29.328,MIN,,WAS,W 27-14,,0,0,,0,0,0,,0,0,,,3,3,100.0,2,3,66.7,0,9,0,0,,0
79,1968,1968-11-10,9,29.335,MIN,,GNB,W 14-10,,0,0,,0,0,0,,0,0,,,2,2,100.0,,1,0.0,0,2,0,0,,0
80,1968,1968-11-17,10,29.342,MIN,@,DET,W 13-6,,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
81,1968,1968-11-24,11,29.349,MIN,@,BAL,L 9-21,,0,0,,0,0,0,,0,0,,,,,,3,3,100.0,0,9,0,0,,0
82,1968,1968-12-01,12,29.356,MIN,,RAM,L 3-31,,0,0,,0,0,0,,0,0,,,,,,1,1,100.0,0,3,0,0,,0
83,1968,1968-12-08,13,29.363,MIN,@,SFO,W 30-20,,0,0,,0,0,0,,0,0,,,3,3,100.0,3,4,75.0,0,12,0,0,,0
84,1968,1968-12-15,14,30.004,MIN,@,PHI,W 24-17,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,3,33.3,0,6,0,0,,0
85,1969,1969-09-21,1,30.284,MIN,@,NYG,L 23-24,,0,0,,0,0,0,,0,0,,,2,2,100.0,3,3,100.0,0,11,0,0,,0
86,1969,1969-09-28,2,30.291,MIN,,BAL,W 52-14,,0,0,,0,0,0,,0,0,,,7,7,100.0,1,1,100.0,0,10,0,0,,0
87,1969,1969-10-05,3,30.298,MIN,,GNB,W 19-7,,0,0,,0,0,0,,0,0,,,1,1,100.0,4,5,80.0,0,13,0,0,,0
88,1969,1969-10-12,4,30.305,MIN,@,CHI,W 31-0,,0,0,,0,0,0,,0,0,,,4,4,100.0,1,4,25.0,0,7,0,0,,0
89,1969,1969-10-19,5,30.312,MIN,@,STL,W 27-10,,0,0,,0,0,0,,0,0,,,3,3,100.0,2,3,66.7,0,9,0,0,,0
90,1969,1969-10-26,6,30.319,MIN,,DET,W 24-10,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
91,1969,1969-11-02,7,30.326,MIN,,CHI,W 31-14,,0,0,,0,0,0,,0,0,,,4,4,100.0,1,2,50.0,0,7,0,0,,0
92,1969,1969-11-09,8,30.333,MIN,,CLE,W 51-3,,0,0,,0,0,0,,0,0,,,6,6,100.0,3,3,100.0,0,15,0,0,,0
93,1969,1969-11-16,9,30.340,MIN,@,GNB,W 9-7,,0,0,,0,0,0,,0,0,,,,,,3,3,100.0,0,9,0,0,,0
94,1969,1969-11-23,10,30.347,MIN,,PIT,W 52-14,,0,0,,0,0,0,,0,0,,,7,7,100.0,1,1,100.0,0,10,0,0,,0
95,1969,1969-11-27,11,30.351,MIN,@,DET,W 27-0,,0,0,,0,0,0,,0,0,,,3,3,100.0,2,5,40.0,0,9,0,0,,0
96,1969,1969-12-07,12,30.361,MIN,@,RAM,W 20-13,,0,0,,0,0,0,,0,0,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
97,1969,1969-12-14,13,31.003,MIN,,SFO,W 10-7,,0,0,,0,0,0,,0,0,,,1,1,100.0,1,2,50.0,0,4,0,0,,0
98,1969,1969-12-21,14,31.010,MIN,@,ATL,L 3-10,,0,0,,0,0,0,,0,0,,,,,,1,2,50.0,0,3,0,0,,0
99,1970,1970-09-20,1,31.283,MIN,,KAN,W 27-10,,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
100,1970,1970-09-27,2,31.290,MIN,,NOR,W 26-0,,1,1,100.00,-1,0,0,79.2,0,0,-1.00,-1.00,2,2,100.0,4,6,66.7,0,14,0,0,,0
101,1970,1970-10-04,3,31.297,MIN,@,GNB,L 10-13,,0,0,,0,0,0,,0,0,,,1,1,100.0,1,2,50.0,0,4,0,0,,0
102,1970,1970-10-11,4,31.304,MIN,@,CHI,W 24-0,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,3,33.3,0,6,0,0,,0
103,1970,1970-10-18,5,31.311,MIN,,DAL,W 54-13,,0,0,,0,0,0,,0,0,,,6,6,100.0,4,4,100.0,0,18,0,0,,0
104,1970,1970-10-26,6,31.319,MIN,,RAM,W 13-3,,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
105,1970,1970-11-01,7,31.325,MIN,@,DET,W 30-17,,0,0,,0,0,0,,0,0,,,3,3,100.0,3,5,60.0,0,12,0,0,,0
106,1970,1970-11-08,8,31.332,MIN,@,WAS,W 19-10,,0,0,,0,0,0,,0,0,,,1,1,100.0,4,4,100.0,0,13,0,0,,0
107,1970,1970-11-15,9,31.339,MIN,,DET,W 24-20,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,3,33.3,0,6,0,0,,0
108,1970,1970-11-22,10,31.346,MIN,,GNB,W 10-3,,0,0,,0,0,0,,0,0,,,1,1,100.0,1,2,50.0,0,4,0,0,,0
109,1970,1970-11-29,11,31.353,MIN,@,NYJ,L 10-20,,0,0,,0,0,0,,0,0,,,1,1,100.0,1,4,25.0,0,4,0,0,,0
110,1970,1970-12-05,12,31.359,MIN,,CHI,W 16-13,,0,0,,0,0,0,,0,0,,,1,1,100.0,3,4,75.0,0,10,0,0,,0
111,1970,1970-12-13,13,32.002,MIN,@,BOS,W 35-14,,0,0,,0,0,0,,0,0,,,5,5,100.0,,1,0.0,0,5,0,0,,0
112,1970,1970-12-20,14,32.009,MIN,@,ATL,W 37-7,,0,0,,0,0,0,,0,0,,,4,4,100.0,3,4,75.0,0,13,0,0,,0
113,1971,1971-09-20,1,32.283,MIN,@,DET,W 16-13,,0,0,,0,0,0,,0,0,,,1,1,100.0,3,3,100.0,0,10,0,0,,0
114,1971,1971-09-26,2,32.289,MIN,,CHI,L 17-20,,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
115,1971,1971-10-03,3,32.296,MIN,,BUF,W 19-0,,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,0,5,0,0,,0
116,1971,1971-10-10,4,32.303,MIN,@,PHI,W 13-0,,0,0,,0,0,0,,0,0,,,1,1,100.0,2,4,50.0,0,7,0,0,,0
117,1971,1971-10-17,5,32.310,MIN,@,GNB,W 24-13,,0,0,,0,0,0,,0,0,,,3,3,100.0,1,2,50.0,0,6,0,0,,0
