ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1974,1974-11-03,8,23.341,MIA,,ATL,W 42-7,,0,0,,0,0,0,,0,0,,,1,-7,-7.00,0,0,0,0,0,,0
2,1975,1975-10-19,5,24.326,MIA,@,NYJ,W 43-0,,1,2,50.00,9,0,1,22.9,0,0,4.50,-18.00,0,0,,0,0,0,0,0,,0
3,1975,1975-12-01,11,25.004,MIA,,NWE,W 20-7,,1,3,33.33,5,0,0,42.4,0,0,1.67,1.67,0,0,,0,0,0,0,0,,0
4,1975,1975-12-07,12,25.010,MIA,,BUF,W 31-21,*,12,15,80.00,99,2,0,133.7,0,0,6.60,9.27,3,15,5.00,1,1,6,0,0,,0
5,1975,1975-12-14,13,25.017,MIA,@,BAL,L 7-10,*,8,19,42.11,97,0,1,36.5,0,0,5.11,2.74,3,23,7.67,0,0,0,0,0,,0
6,1975,1975-12-20,14,25.023,MIA,,DEN,W 14-13,*,4,6,66.67,20,0,0,71.5,0,0,3.33,3.33,0,0,,0,0,0,0,0,,0
7,1976,1976-09-19,2,25.297,MIA,@,NWE,L 14-30,,1,6,16.67,8,0,0,39.6,0,0,1.33,1.33,0,0,,0,0,0,0,0,,0
8,1976,1976-12-05,13,26.008,MIA,,BUF,W 45-27,*,11,22,50.00,219,2,1,96.6,0,0,9.95,9.73,1,2,2.00,1,1,6,0,0,,0
9,1976,1976-12-11,14,26.014,MIA,,MIN,L 7-29,,9,19,47.37,132,1,1,66.1,0,0,6.95,5.63,1,11,11.00,0,0,0,0,0,,0
10,1977,1977-10-09,4,26.316,MIA,@,BAL,L 28-45,,0,2,0.00,0,0,1,0.0,0,0,0.00,-22.50,0,0,,0,0,0,0,0,,0
11,1977,1977-11-24,11,26.362,MIA,@,STL,W 55-14,,2,2,100.00,12,0,0,91.7,0,0,6.00,6.00,0,0,,0,0,0,0,0,,0
12,1978,1978-09-03,1,27.280,MIA,@,NYJ,L 20-33,*,10,23,43.48,108,1,2,36.1,0,0,4.70,1.65,0,0,,0,0,0,0,0,,0
13,1978,1978-09-10,2,27.287,MIA,@,BAL,W 42-0,*,13,20,65.00,151,3,0,127.3,0,0,7.55,10.55,2,20,10.00,0,0,0,0,0,,0
14,1978,1978-09-17,3,27.294,MIA,,BUF,W 31-24,*,7,14,50.00,97,1,0,96.4,0,0,6.93,8.36,3,-4,-1.33,0,0,0,0,0,,0
15,1978,1978-09-24,4,27.301,MIA,@,PHI,L 3-17,*,6,17,35.29,76,0,3,10.5,0,0,4.47,-3.47,1,-2,-2.00,0,0,0,0,0,,0
16,1978,1978-10-01,5,27.308,MIA,,STL,W 24-10,*,12,21,57.14,144,2,1,90.2,0,0,6.86,6.62,1,-1,-1.00,0,0,0,0,0,,0
17,1978,1978-10-09,6,27.316,MIA,,CIN,W 21-0,*,12,20,60.00,134,2,0,113.3,0,0,6.70,8.70,0,0,,0,0,0,0,0,,0
18,1978,1978-10-15,7,27.322,MIA,@,SDG,W 28-21,*,5,10,50.00,33,1,0,90.8,0,0,3.30,5.30,1,12,12.00,0,0,0,0,0,,0
19,1978,1978-10-29,9,27.336,MIA,,BAL,W 26-8,,1,1,100.00,7,1,0,135.4,0,0,7.00,27.00,1,-2,-2.00,0,0,0,0,0,,0
20,1978,1978-11-26,13,27.364,MIA,,NYJ,L 13-24,,6,9,66.67,75,1,0,129.4,0,0,8.33,10.56,1,0,0.00,0,0,0,0,0,,0
21,1979,1979-09-16,3,28.293,MIA,@,MIN,W 27-12,,5,7,71.43,92,2,0,153.3,0,0,13.14,18.86,1,11,11.00,0,0,0,0,0,,0
22,1979,1979-09-23,4,28.300,MIA,,CHI,W 31-16,*,12,17,70.59,207,0,0,111.6,0,0,12.18,12.18,0,0,,0,0,0,0,0,,0
23,1979,1979-10-21,8,28.328,MIA,@,NWE,L 13-28,,1,7,14.29,8,0,1,0.0,0,0,1.14,-5.29,1,0,0.00,0,0,0,0,0,,0
24,1979,1979-11-18,12,28.356,MIA,@,CLE,L 24-30,,6,10,60.00,89,2,1,89.2,0,0,8.90,8.40,0,0,,0,0,0,0,0,,0
25,1979,1979-11-25,13,28.363,MIA,@,BAL,W 28-24,*,3,6,50.00,50,1,0,118.1,0,0,8.33,11.67,0,0,,0,0,0,0,0,,0
26,1979,1979-11-29,14,29.002,MIA,,NWE,W 39-24,*,3,12,25.00,62,0,2,9.0,0,0,5.17,-2.33,0,0,,0,0,0,0,0,,0
27,1979,1979-12-15,16,29.018,MIA,,NYJ,L 24-27,*,26,41,63.41,322,1,2,75.5,0,0,7.85,6.15,1,7,7.00,0,0,0,0,0,,0
28,1980,1980-09-07,1,29.285,MIA,@,BUF,L 7-17,,4,8,50.00,38,0,2,24.0,0,0,4.75,-6.50,0,0,,0,0,0,0,0,,0
29,1980,1980-09-14,2,29.292,MIA,,CIN,W 17-16,,10,17,58.82,145,1,0,106.2,0,0,8.53,9.71,1,-3,-3.00,0,0,0,0,0,,0
30,1980,1980-09-21,3,29.299,MIA,@,ATL,W 20-17,*,10,21,47.62,75,0,0,56.6,0,0,3.57,3.57,0,0,,0,0,0,0,0,,0
31,1980,1980-10-12,6,29.320,MIA,@,NWE,L 0-34,*,3,7,42.86,16,0,2,10.7,0,0,2.29,-10.57,0,0,,0,0,0,0,0,,0
32,1980,1980-11-02,9,29.341,MIA,@,OAK,L 10-16,,3,9,33.33,39,0,1,8.3,0,0,4.33,-0.67,0,0,,0,0,0,0,0,,0
33,1981,1981-09-06,1,30.283,MIA,@,STL,W 20-7,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
34,1981,1981-09-10,2,30.287,MIA,,PIT,W 30-10,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
35,1981,1981-09-20,3,30.297,MIA,@,HOU,W 16-10,,7,10,70.00,62,1,1,80.0,0,0,6.20,3.70,3,-6,-2.00,0,0,0,0,0,,0
36,1981,1981-09-27,4,30.304,MIA,@,BAL,W 31-28,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
37,1981,1981-10-04,5,30.311,MIA,,NYJ,T 28-28,,18,29,62.07,279,2,0,116.9,0,0,9.62,11.00,2,-4,-2.00,0,0,0,0,0,,0
38,1981,1981-10-12,6,30.319,MIA,@,BUF,L 21-31,*,26,44,59.09,245,1,4,44.2,2,20,5.57,1.93,1,9,9.00,0,0,0,0,0,,0
39,1981,1981-10-18,7,30.325,MIA,,WAS,W 13-10,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
40,1981,1981-10-25,8,30.332,MIA,@,DAL,L 27-28,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
41,1981,1981-11-01,9,30.339,MIA,,BAL,W 27-10,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
42,1981,1981-11-08,10,30.346,MIA,@,NWE,W 30-27,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
43,1981,1981-11-15,11,30.353,MIA,,OAK,L 17-33,,16,25,64.00,169,1,1,80.2,3,18,6.76,5.76,0,0,,0,0,0,0,0,,0
44,1981,1981-11-22,12,30.360,MIA,@,NYJ,L 15-16,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
45,1981,1981-11-30,13,31.003,MIA,,PHI,W 13-10,,4,6,66.67,37,1,0,122.9,1,7,6.17,9.50,5,-9,-1.80,0,0,0,0,0,,0
46,1981,1981-12-06,14,31.009,MIA,,NWE,W 24-14,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,
