ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1977,1977-10-24,6,25.199,MIN,@,RAM,L 3-35,,,,,,,,
2,1978,1978-09-03,1,26.148,MIN,@,NOR,L 24-31,3,3,100.0,1,1,100.0,0,6
3,1978,1978-09-11,2,26.156,MIN,,DEN,W 12-9,,,,4,4,100.0,0,12
4,1978,1978-09-17,3,26.162,MIN,,TAM,L 10-16,1,1,100.0,1,3,33.3,0,4
5,1978,1978-09-25,4,26.170,MIN,@,CHI,W 24-20,3,3,100.0,1,1,100.0,0,6
6,1978,1978-10-01,5,26.176,MIN,@,TAM,W 24-7,3,3,100.0,1,1,100.0,0,6
7,1978,1978-10-08,6,26.183,MIN,@,SEA,L 28-29,4,4,100.0,,1,0.0,0,4
8,1978,1978-10-15,7,26.190,MIN,,RAM,L 17-34,2,2,100.0,1,1,100.0,0,5
9,1978,1978-10-22,8,26.197,MIN,,GNB,W 21-7,3,3,100.0,,1,0.0,0,3
10,1978,1978-10-26,9,26.201,MIN,@,DAL,W 21-10,3,3,100.0,,1,0.0,0,3
11,1978,1978-11-05,10,26.211,MIN,,DET,W 17-7,2,2,100.0,1,1,100.0,0,5
12,1978,1978-11-12,11,26.218,MIN,,CHI,W 17-14,2,2,100.0,1,1,100.0,0,5
13,1978,1978-11-19,12,26.225,MIN,,SDG,L 7-13,1,1,100.0,,,,0,1
14,1978,1978-11-26,13,26.232,MIN,@,GNB,T 10-10,1,1,100.0,1,3,33.3,0,4
15,1978,1978-12-03,14,26.239,MIN,,PHI,W 28-27,4,4,100.0,,,,0,4
16,1978,1978-12-09,15,26.245,MIN,@,DET,L 14-45,2,2,100.0,,,,0,2
17,1978,1978-12-17,16,26.253,MIN,@,OAK,L 20-27,2,3,66.7,,,,0,2
18,1979,1979-09-02,1,27.147,MIN,,SFO,W 28-22,4,4,100.0,,,,0,4
19,1979,1979-09-09,2,27.154,MIN,@,CHI,L 7-26,1,1,100.0,,,,0,1
20,1979,1979-09-16,3,27.161,MIN,,MIA,L 12-27,,,,4,4,100.0,0,12
21,1979,1979-09-23,4,27.168,MIN,,GNB,W 27-21,3,3,100.0,,1,0.0,0,3
22,1979,1979-09-30,5,27.175,MIN,@,DET,W 13-10,1,1,100.0,2,2,100.0,0,7
23,1979,1979-10-07,6,27.182,MIN,,DAL,L 20-36,2,2,100.0,2,2,100.0,0,8
24,1979,1979-10-15,7,27.190,MIN,@,NYJ,L 7-14,1,1,100.0,,1,0.0,0,1
25,1979,1979-10-21,8,27.196,MIN,,CHI,W 30-27,3,4,75.0,1,1,100.0,0,6
26,1979,1979-10-28,9,27.203,MIN,,TAM,L 10-12,1,1,100.0,1,1,100.0,0,4
27,1979,1979-11-04,10,27.210,MIN,@,STL,L 7-37,1,1,100.0,,2,0.0,0,1
28,1979,1979-11-11,11,27.217,MIN,@,GNB,L 7-19,1,1,100.0,,,,0,1
29,1979,1979-11-18,12,27.224,MIN,,DET,W 14-7,2,2,100.0,,1,0.0,0,2
30,1979,1979-11-25,13,27.231,MIN,@,TAM,W 23-22,2,3,66.7,1,2,50.0,0,5
31,1979,1979-12-02,14,27.238,MIN,@,RAM,L 21-27,3,3,100.0,,2,0.0,0,3
32,1979,1979-12-09,15,27.245,MIN,,BUF,W 10-3,1,1,100.0,1,1,100.0,0,4
33,1979,1979-12-16,16,27.252,MIN,@,NWE,L 23-27,2,3,66.7,1,2,50.0,0,5
34,1980,1980-09-07,1,28.152,MIN,,ATL,W 24-23,3,3,100.0,1,2,50.0,0,6
35,1980,1980-09-14,2,28.159,MIN,,PHI,L 7-42,1,1,100.0,,1,0.0,0,1
36,1980,1980-09-21,3,28.166,MIN,@,CHI,W 34-14,4,4,100.0,,,,0,4
37,1980,1980-09-28,4,28.173,MIN,@,DET,L 7-27,1,1,100.0,,,,0,1
38,1980,1980-10-05,5,28.180,MIN,,PIT,L 17-23,2,2,100.0,1,1,100.0,0,5
39,1980,1980-10-12,6,28.187,MIN,,CHI,W 13-7,1,1,100.0,2,2,100.0,0,7
40,1980,1980-10-19,7,28.194,MIN,@,CIN,L 0-14,,,,,1,0.0,0,0
41,1980,1980-10-26,8,28.201,MIN,@,GNB,L 3-16,,,,1,2,50.0,0,3
42,1980,1980-11-02,9,28.208,MIN,@,WAS,W 39-14,4,4,100.0,3,3,100.0,0,13
43,1980,1980-11-09,10,28.215,MIN,,DET,W 34-0,4,4,100.0,2,4,50.0,0,10
44,1980,1980-11-16,11,28.222,MIN,,TAM,W 38-30,5,5,100.0,1,1,100.0,0,8
45,1980,1980-11-23,12,28.229,MIN,,GNB,L 13-25,1,1,100.0,2,2,100.0,0,7
46,1980,1980-11-30,13,28.236,MIN,@,NOR,W 23-20,2,3,66.7,1,1,100.0,0,5
47,1980,1980-12-07,14,28.243,MIN,@,TAM,W 21-10,3,3,100.0,,2,0.0,0,3
48,1980,1980-12-14,15,28.250,MIN,,CLE,W 28-23,1,4,25.0,1,3,33.3,0,4
49,1980,1980-12-21,16,28.257,MIN,@,HOU,L 16-20,1,2,50.0,1,1,100.0,0,4
50,1981,1981-09-05,1,29.150,MIN,@,TAM,L 13-21,1,1,100.0,2,2,100.0,0,7
51,1981,1981-09-14,2,29.159,MIN,,OAK,L 10-36,1,1,100.0,1,1,100.0,0,4
52,1981,1981-09-20,3,29.165,MIN,,DET,W 26-24,2,3,66.7,2,2,100.0,0,8
53,1981,1981-09-27,4,29.172,MIN,@,GNB,W 30-13,3,3,100.0,3,4,75.0,0,12
54,1981,1981-10-04,5,29.179,MIN,,CHI,W 24-21,3,3,100.0,1,1,100.0,0,6
55,1981,1981-10-11,6,29.186,MIN,@,SDG,W 33-31,3,4,75.0,2,2,100.0,0,9
56,1981,1981-10-18,7,29.193,MIN,,PHI,W 35-23,5,5,100.0,,,,0,5
57,1981,1981-10-25,8,29.200,MIN,@,STL,L 17-30,2,2,100.0,1,1,100.0,0,5
58,1981,1981-11-02,9,29.208,MIN,@,DEN,L 17-19,2,2,100.0,1,2,50.0,0,5
59,1981,1981-11-08,10,29.214,MIN,,TAM,W 25-10,2,2,100.0,3,3,100.0,0,11
60,1981,1981-11-15,11,29.221,MIN,,NOR,W 20-10,2,2,100.0,2,2,100.0,0,8
61,1981,1981-11-23,12,29.229,MIN,@,ATL,L 30-31,4,4,100.0,,1,0.0,0,4
62,1981,1981-11-29,13,29.235,MIN,,GNB,L 23-35,2,3,66.7,1,1,100.0,0,5
63,1981,1981-12-06,14,29.242,MIN,@,CHI,L 9-10,1,1,100.0,,,,0,1
64,1981,1981-12-12,15,29.248,MIN,@,DET,L 7-45,1,1,100.0,,1,0.0,0,1
