ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-17,1,25.293,NYY,@,SFO,W 21-17,3,5,1.67,0,0,0,,0
2,1950,1950-09-22,2,25.298,NYY,@,RAM,L 28-45,2,-2,-1.00,0,0,0,,0
3,1950,1950-09-29,3,25.305,NYY,,DET,W 44-21,9,54,6.00,0,2,67,33.50,2
4,1950,1950-10-08,4,25.314,NYY,@,GNB,W 44-31,7,67,9.57,1,1,25,25.00,1
5,1950,1950-10-12,5,25.318,NYY,,SFO,W 29-24,9,29,3.22,0,2,64,32.00,1
6,1950,1950-10-19,6,25.325,NYY,,GNB,W 35-17,8,32,4.00,0,1,12,12.00,0
7,1950,1950-10-29,7,25.335,NYY,,CHI,W 38-27,8,37,4.63,1,0,0,,0
8,1950,1950-11-19,9,25.356,NYY,,RAM,L 35-43,0,0,,0,2,27,13.50,1
9,1950,1950-11-23,10,25.360,NYY,@,DET,L 14-49,5,2,0.40,0,0,0,,0
10,1950,1950-12-10,12,26.012,NYY,,BAL,W 51-14,1,53,53.00,1,0,0,,0
11,1951,1951-09-28,1,26.304,NYY,@,RAM,L 14-54,11,34,3.09,0,2,2,1.00,0
12,1951,1951-10-08,2,26.314,NYY,@,DET,L 10-37,10,32,3.20,0,0,0,,0
13,1951,1951-10-14,3,26.320,NYY,@,CHI,L 21-24,15,98,6.53,0,0,0,,0
14,1951,1951-10-21,4,26.327,NYY,@,DET,T 24-24,5,11,2.20,0,3,96,32.00,0
15,1951,1951-10-28,5,26.334,NYY,,GNB,L 27-29,11,2,0.18,1,1,75,75.00,1
16,1951,1951-11-04,6,26.341,NYY,@,NYG,L 31-37,0,0,,1,0,0,,0
17,1951,1951-11-11,7,26.348,NYY,@,SFO,L 14-19,6,13,2.17,0,0,0,,0
18,1951,1951-11-18,8,26.355,NYY,@,RAM,L 21-48,7,44,6.29,0,1,-2,-2.00,0
19,1951,1951-11-25,9,26.362,NYY,,SFO,T 10-10,8,44,5.50,1,1,10,10.00,0
20,1951,1951-12-02,10,27.004,NYY,@,GNB,W 31-28,8,15,1.88,0,4,44,11.00,1
21,1951,1951-12-09,11,27.011,NYY,,CHI,L 21-45,0,0,,1,0,0,,0
22,1951,1951-12-16,12,27.018,NYY,,NYG,L 17-27,0,0,,0,1,24,24.00,1
23,1952,1952-09-28,1,27.305,CLE,,RAM,W 37-7,5,8,1.60,0,1,13,13.00,1
24,1952,1952-10-04,2,27.311,CLE,@,PIT,W 21-20,8,10,1.25,0,5,86,17.20,1
25,1952,1952-10-12,3,27.319,CLE,,NYG,L 9-17,5,7,1.40,0,1,13,13.00,0
26,1952,1952-10-19,4,27.326,CLE,@,PHI,W 49-7,11,46,4.18,0,2,38,19.00,1
27,1952,1952-10-26,5,27.333,CLE,,WAS,W 19-15,5,24,4.80,0,2,69,34.50,0
28,1953,1953-10-04,2,28.310,CLE,@,CRD,W 27-7,4,5,1.25,0,0,0,,0
29,1953,1953-11-01,6,28.338,CLE,,WAS,W 27-3,3,37,12.33,0,0,0,,0
