ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-09-14,2,23.214,SEA,,SFO,L 30-33,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
2,2008,2008-09-21,3,23.221,SEA,,STL,W 37-13,,0,0,0,,0,0.0%,,1,2,2.00,0,0,0,,0,0,0,0.0,0,0
3,2008,2008-10-05,4,23.235,SEA,@,NYG,L 6-44,,,,,,,0.0%,,,,,,,,,,,,,,
4,2008,2008-10-12,5,23.242,SEA,,GNB,L 17-27,,0,,,,,0.0%,,,,,,,,,,,,,,
5,2008,2008-10-19,6,23.249,SEA,@,TAM,L 10-20,,,,,,,0.0%,,,,,,,,,,,,,,
6,2008,2008-10-26,7,23.256,SEA,@,SFO,W 34-13,,0,0,0,,0,0.0%,,1,0,0.00,0,0,0,,0,0,0,0.0,0,0
7,2008,2008-11-02,8,23.263,SEA,,PHI,L 7-26,*,5,3,10,3.33,0,60.0%,2.00,0,0,,0,0,0,,0,0,0,0.0,0,0
8,2008,2008-11-09,9,23.270,SEA,@,MIA,L 19-21,,1,1,6,6.00,0,100.0%,6.00,3,19,6.33,0,0,0,,0,0,0,0.0,0,0
9,2008,2008-11-16,10,23.277,SEA,,ARI,L 20-26,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,1,0
10,2008,2008-11-23,11,23.284,SEA,,WAS,L 17-20,,,,,,,0.0%,,,,,,,,,,,,,,
11,2008,2008-11-27,12,23.288,SEA,@,DAL,L 9-34,,,,,,,0.0%,,,,,,,,,,,,,,
12,2008,2008-12-07,13,23.298,SEA,,NWE,L 21-24,,,,,,,0.0%,,,,,,,,,,,,,,
13,2008,2008-12-14,14,23.305,SEA,@,STL,W 23-20,,,,,,,0.0%,,,,,,,,,,,,,,
14,2008,2008-12-21,15,23.312,SEA,,NYJ,W 13-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
