ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-09-12,1,23.255,ARI,@,STL,W 17-13,,,,,,,0.0%,,,,,,
2,2010,2010-09-19,2,23.262,ARI,@,ATL,L 7-41,,,,,,,0.0%,,,,,,
3,2010,2010-09-26,3,23.269,ARI,,OAK,W 24-23,,,,,,,0.0%,,,,,,
4,2010,2010-10-03,4,23.276,ARI,@,SDG,L 10-41,,1,1,24,24.00,0,100.0%,24.00,0,0,0.0,0,0
5,2010,2010-10-10,5,23.283,ARI,,NOR,W 30-20,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
6,2010,2010-10-24,6,23.297,ARI,@,SEA,L 10-22,,,0,0,,0,0.0%,,0,0,0.0,0,0
7,2010,2010-10-31,7,23.304,ARI,,TAM,L 35-38,,0,0,0,,0,0.0%,,0,0,0.0,0,0
8,2010,2010-11-07,8,23.311,ARI,@,MIN,L 24-27,,1,1,17,17.00,0,100.0%,17.00,0,0,0.0,0,0
9,2010,2010-11-14,9,23.318,ARI,,SEA,L 18-36,,,,,,,0.0%,,,,,,
10,2010,2010-11-21,10,23.325,ARI,@,KAN,L 13-31,*,1,,,,,0.0%,,,,,,
11,2010,2010-11-29,11,23.333,ARI,,SFO,L 6-27,,,,,,,0.0%,,,,,,
12,2010,2010-12-05,12,23.339,ARI,,STL,L 6-19,,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0
13,2010,2010-12-12,13,23.346,ARI,,DEN,W 43-13,*,3,0,0,,0,0.0%,0.00,0,0,0.0,0,0
14,2010,2010-12-19,14,23.353,ARI,@,CAR,L 12-19,,0,0,0,,0,0.0%,,0,0,0.0,0,0
15,2010,2010-12-25,15,23.359,ARI,,DAL,W 27-26,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
16,2010,2011-01-02,16,24.002,ARI,@,SFO,L 7-38,*,,,,,,0.0%,,,,,,
17,2011,2011-10-30,7,24.303,ARI,@,BAL,L 27-30,,0,0,0,,0,0.0%,,0,0,0.0,0,0
18,2011,2011-11-06,8,24.310,ARI,,STL,W 19-13,,3,2,25,12.50,0,66.7%,8.33,0,0,0.0,0,0
19,2011,2011-11-13,9,24.317,ARI,@,PHI,W 21-17,,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0
20,2011,2011-11-20,10,24.324,ARI,@,SFO,L 7-23,,,,,,,0.0%,,,,,,
21,2011,2011-11-27,11,24.331,ARI,@,STL,W 23-20,,0,0,0,,0,0.0%,,0,0,0.0,0,0
22,2011,2011-12-04,12,24.338,ARI,,DAL,W 19-13,,,,,,,0.0%,,,,,,
23,2011,2011-12-11,13,24.345,ARI,,SFO,W 21-19,,,,,,,0.0%,,,,,,
24,2011,2011-12-18,14,24.352,ARI,,CLE,W 20-17,,,,,,,0.0%,,,,,,
25,2011,2011-12-24,15,24.358,ARI,@,CIN,L 16-23,,,,,,,0.0%,,,,,,
26,2011,2012-01-01,16,25.001,ARI,,SEA,W 23-20,,,,,,,0.0%,,,,,,
27,2012,2012-09-09,1,25.253,ARI,,SEA,W 20-16,,,,,,,0.0%,,,,,,
28,2012,2012-09-23,3,25.267,ARI,,PHI,W 27-6,,,,,,,0.0%,,,,,,
29,2012,2012-10-14,6,25.288,ARI,,BUF,L 16-19,,,,,,,0.0%,,,,,,
30,2012,2012-10-21,7,25.295,ARI,@,MIN,L 14-21,,,,,,,0.0%,,,,,,
31,2012,2012-10-29,8,25.303,ARI,,SFO,L 3-24,,,,,,,0.0%,,,,,,
32,2012,2012-11-04,9,25.309,ARI,@,GNB,L 17-31,,,,,,,0.0%,,,,,,
33,2012,2012-11-18,10,25.323,ARI,@,ATL,L 19-23,,,,,,,0.0%,,,,,,
34,2012,2012-11-25,11,25.330,ARI,,STL,L 17-31,,,,,,,0.0%,,,,,,
35,2012,2012-12-02,12,25.337,ARI,@,NYJ,L 6-7,,,,,,,0.0%,,,,,,
36,2012,2012-12-09,13,25.344,ARI,@,SEA,L 0-58,,,0,0,,0,0.0%,,0,0,0.0,0,0
37,2012,2012-12-16,14,25.351,ARI,,DET,W 38-10,,,,,,,0.0%,,,,,,
38,2012,2012-12-23,15,25.358,ARI,,CHI,L 13-28,,1,1,3,3.00,0,100.0%,3.00,0,0,0.0,0,0
39,2012,2012-12-30,16,25.365,ARI,@,SFO,L 13-27,,1,1,12,12.00,0,100.0%,12.00,0,0,0.0,0,0
40,2013,2013-09-08,1,26.251,ARI,@,STL,L 24-27,*,2,2,21,10.50,0,100.0%,10.50,0,0,0.0,0,0
41,2013,2013-09-15,2,26.258,ARI,,DET,W 25-21,*,7,5,31,6.20,0,71.4%,4.43,0,0,0.0,0,0
42,2013,2013-09-22,3,26.265,ARI,@,NOR,L 7-31,*,,,,,,0.0%,,,,,,
43,2013,2013-09-29,4,26.272,ARI,@,TAM,W 13-10,,1,1,10,10.00,0,100.0%,10.00,0,0,0.0,0,0
44,2013,2013-10-06,5,26.279,ARI,,CAR,W 22-6,*,2,2,13,6.50,1,100.0%,6.50,1,6,0.0,0,0
45,2013,2013-10-13,6,26.286,ARI,@,SFO,L 20-32,*,2,1,4,4.00,0,50.0%,2.00,0,0,0.0,0,0
46,2013,2013-10-17,7,26.290,ARI,,SEA,L 22-34,*,2,1,8,8.00,0,50.0%,4.00,0,0,0.0,0,0
47,2013,2013-10-27,8,26.300,ARI,,ATL,W 27-13,*,,0,0,,0,0.0%,,0,0,0.0,1,0
48,2013,2013-11-10,9,26.314,ARI,,HOU,W 27-24,*,2,1,9,9.00,0,50.0%,4.50,0,0,0.0,0,0
49,2013,2013-11-17,10,26.321,ARI,@,JAX,W 27-14,*,2,2,18,9.00,0,100.0%,9.00,0,0,0.0,0,0
50,2013,2013-11-24,11,26.328,ARI,,IND,W 40-11,*,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
