ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1976,1976-09-12,1,22.025,SEA,,STL,L 24-30,0,0,,0,0,0,,0,0,0,,0,0,,,5,213,42.60,0
2,1976,1976-09-19,2,22.032,SEA,@,WAS,L 7-31,0,0,,0,0,0,,0,0,0,,0,0,,,7,257,36.71,0
3,1976,1976-09-26,3,22.039,SEA,,SFO,L 21-37,0,0,,0,0,0,,0,0,0,,0,0,,,3,119,39.67,1
4,1976,1976-10-03,4,22.046,SEA,,DAL,L 13-28,1,15,15.00,0,0,0,,0,0,0,,0,0,,,7,277,39.57,0
5,1976,1976-10-10,5,22.053,SEA,@,GNB,L 20-27,0,0,,0,1,1,100.00,8,0,0,100.0,0,0,8.00,8.00,4,155,38.75,0
6,1976,1976-10-17,6,22.060,SEA,@,TAM,W 13-10,1,13,13.00,0,0,0,,0,0,0,,0,0,,,7,272,38.86,0
7,1976,1976-10-24,7,22.067,SEA,,DET,L 14-41,0,0,,0,0,0,,0,0,0,,0,0,,,6,242,40.33,0
8,1976,1976-10-31,8,22.074,SEA,@,RAM,L 6-45,0,0,,0,0,0,,0,0,0,,0,0,,,8,333,41.63,0
9,1976,1976-11-07,9,22.081,SEA,,ATL,W 30-13,0,0,,0,0,0,,0,0,0,,0,0,,,7,280,40.00,1
10,1976,1976-11-14,10,22.088,SEA,@,MIN,L 21-27,0,0,,0,0,0,,0,0,0,,0,0,,,1,47,47.00,0
11,1976,1976-11-21,11,22.095,SEA,,NOR,L 27-51,0,0,,0,0,0,,0,0,0,,0,0,,,5,154,30.80,0
12,1976,1976-11-28,12,22.102,SEA,@,NYG,L 16-28,0,0,,0,0,0,,0,0,0,,0,0,,,7,240,34.29,0
13,1976,1976-12-05,13,22.109,SEA,,CHI,L 7-34,0,0,,0,0,0,,0,0,0,,0,0,,,7,260,37.14,0
14,1976,1976-12-12,14,22.116,SEA,@,PHI,L 10-27,1,9,9.00,0,0,0,,0,0,0,,0,0,,,6,218,36.33,0
15,1977,1977-09-18,1,23.031,SEA,,BAL,L 14-29,0,0,,0,0,0,,0,0,0,,0,0,,,4,137,34.25,1
16,1977,1977-12-18,14,23.122,PIT,@,SDG,W 10-9,0,0,,0,0,0,,0,0,0,,0,0,,,5,169,33.80,0
17,1978,1978-09-03,1,24.016,PHI,,RAM,L 14-16,0,0,,0,0,0,,0,0,0,,0,0,,,8,294,36.75,1
18,1978,1978-09-10,2,24.023,PHI,@,WAS,L 30-35,0,0,,0,0,0,,0,0,0,,0,0,,,8,310,38.75,0
19,1978,1978-09-17,3,24.030,PHI,@,NOR,W 24-17,0,0,,0,0,0,,0,0,0,,0,0,,,4,169,42.25,0
20,1978,1978-09-24,4,24.037,PHI,,MIA,W 17-3,1,16,16.00,0,0,0,,0,0,0,,0,0,,,5,218,43.60,0
21,1978,1978-10-01,5,24.044,PHI,@,BAL,W 17-14,0,0,,0,1,1,100.00,-2,0,0,79.2,0,0,-2.00,-2.00,3,122,40.67,0
22,1978,1978-10-08,6,24.051,PHI,@,NWE,L 14-24,0,0,,0,0,0,,0,0,0,,0,0,,,5,194,38.80,0
