ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1950,1950-09-17,1,25.332,PIT,,NYG,L 7-18,6,9,1.50,0,0,0,,0,1,1,100.00,11,0,0,112.5,0,0,11.00,11.00
2,1950,1950-10-01,3,25.346,PIT,@,WAS,W 26-7,11,31,2.82,0,0,0,,0,4,8,50.00,85,1,1,88.0,0,0,10.63,7.50
3,1950,1950-10-07,4,25.352,PIT,,CLE,L 17-30,23,145,6.30,0,0,0,,0,9,18,50.00,122,1,1,67.4,0,0,6.78,5.39
4,1950,1950-10-15,5,25.360,PIT,@,NYG,W 17-6,29,85,2.93,0,0,0,,0,8,17,47.06,159,1,2,60.3,0,0,9.35,5.24
5,1950,1950-10-22,6,26.002,PIT,,PHI,L 10-17,11,43,3.91,0,0,0,,0,4,15,26.67,144,1,4,49.7,0,0,9.60,-1.07
6,1950,1950-10-29,7,26.009,PIT,@,CLE,L 7-45,19,35,1.84,0,0,0,,0,1,6,16.67,35,0,2,11.8,0,0,5.83,-9.17
7,1950,1950-11-05,8,26.016,PIT,@,PHI,W 9-7,25,113,4.52,0,0,0,,0,0,4,0.00,0,0,1,0.0,0,0,0.00,-11.25
8,1950,1950-11-12,9,26.023,PIT,,BAL,W 17-7,13,44,3.38,0,0,0,,0,5,12,41.67,39,0,0,50.3,0,0,3.25,3.25
9,1950,1950-11-23,10,26.034,PIT,@,CRD,W 28-17,23,101,4.39,2,0,0,,0,1,3,33.33,68,0,0,81.9,0,0,22.67,22.67
10,1950,1950-12-03,11,26.044,PIT,,WAS,L 7-24,12,21,1.75,0,0,0,,0,5,17,29.41,103,1,3,32.4,0,0,6.06,-0.71
11,1950,1950-12-10,12,26.051,PIT,,CRD,W 28-7,16,78,4.88,0,1,33,33.00,1,3,12,25.00,100,1,1,54.9,0,0,8.33,6.25
12,1951,1951-10-01,1,26.346,PIT,,NYG,T 13-13,11,10,0.91,1,0,0,,0,3,10,30.00,102,0,1,30.0,0,0,10.20,5.70
13,1951,1951-10-07,2,26.352,PIT,@,GNB,L 33-35,12,7,0.58,0,0,0,,0,0,5,0.00,0,0,1,0.0,0,0,0.00,-9.00
14,1951,1951-10-14,3,26.359,PIT,,SFO,L 24-28,10,22,2.20,0,0,0,,0,5,9,55.56,128,1,0,137.5,0,0,14.22,16.44
15,1951,1951-10-21,4,27.001,PIT,@,CLE,L 0-17,8,29,3.63,0,0,0,,0,0,4,0.00,0,0,1,0.0,0,0,0.00,-11.25
16,1951,1951-10-28,5,27.008,PIT,@,CRD,W 28-14,12,39,3.25,0,2,56,28.00,1,3,10,30.00,62,1,0,86.2,0,0,6.20,8.20
17,1951,1951-11-04,6,27.015,PIT,,PHI,L 13-34,3,14,4.67,0,0,0,,0,2,9,22.22,24,0,0,39.6,0,0,2.67,2.67
18,1951,1951-11-11,7,27.022,PIT,,GNB,W 28-7,12,73,6.08,1,0,0,,0,10,19,52.63,113,0,3,31.1,0,0,5.95,-1.16
19,1951,1951-11-18,8,27.029,PIT,,WAS,L 7-22,4,19,4.75,0,0,0,,0,0,4,0.00,0,0,0,39.6,0,0,0.00,0.00
20,1951,1951-11-25,9,27.036,PIT,@,PHI,W 17-13,6,20,3.33,0,0,0,,0,4,9,44.44,59,0,1,26.9,0,0,6.56,1.56
21,1951,1951-12-02,10,27.043,PIT,@,NYG,L 0-14,5,11,2.20,0,0,0,,0,1,5,20.00,12,0,0,39.6,0,0,2.40,2.40
22,1951,1951-12-16,12,27.057,PIT,@,WAS,W 20-10,5,3,0.60,1,0,0,,0,1,6,16.67,6,0,0,39.6,0,0,1.00,1.00
23,1952,1952-10-05,2,27.351,CRD,,CHI,W 21-10,0,0,,0,0,0,,0,0,0,,0,0,,,,,,
24,1952,1952-10-12,3,27.358,CRD,@,WAS,W 17-6,2,3,1.50,0,0,0,,0,0,0,,0,0,,,,,,
25,1952,1952-10-26,5,28.006,CRD,,PIT,L 28-34,1,1,1.00,0,0,0,,0,0,0,,0,0,,,,,,
26,1952,1952-11-23,9,28.034,CRD,@,PIT,L 14-17,2,26,13.00,0,0,0,,0,0,0,,0,0,,,,,,
27,1952,1952-11-30,10,28.041,CRD,,PHI,W 28-22,4,8,2.00,0,0,0,,0,0,0,,0,0,,,,,,
28,1952,1952-12-07,11,28.048,CRD,,CLE,L 0-10,3,6,2.00,0,0,0,,0,0,0,,0,0,,,,,,
