ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
50,2006,2006-10-01,4,26.012,HOU,,MIA,W 17-15,,0,0,,0,3,20,6.67,0,0,0,0.0,,,0,0,0
51,2006,2006-10-15,5,26.026,HOU,@,DAL,L 6-34,,0,0,,0,2,43,21.50,0,0,0,0.0,,,0,0,0
52,2006,2006-10-22,6,26.033,TAM,,PHI,W 23-21,,0,0,,0,1,8,8.00,0,0,0,0.0,,,0,0,0
53,2006,2006-11-05,8,26.047,TAM,,NOR,L 14-31,,,,,,,,,,,,,,,,,
54,2006,2006-11-13,9,26.055,TAM,@,CAR,L 10-24,,0,0,,0,2,-4,-2.00,0,0,0,0.0,,,0,0,0
55,2006,2006-11-19,10,26.061,TAM,,WAS,W 20-17,,0,0,,0,1,7,7.00,0,0,0,0.0,,,0,0,0
56,2006,2006-11-23,11,26.065,TAM,@,DAL,L 10-38,,,,,,,,,,,,,,,,,
57,2006,2006-12-03,12,26.075,TAM,@,PIT,L 3-20,,0,0,,0,2,5,2.50,0,0,0,0.0,,,0,0,0
58,2006,2006-12-10,13,26.082,TAM,,ATL,L 6-17,*,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
59,2006,2006-12-17,14,26.089,TAM,@,CHI,L 31-34,*,,,,,,,,,,,,,,,,
60,2006,2006-12-24,15,26.096,TAM,@,CLE,W 22-7,*,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
61,2006,2006-12-31,16,26.103,TAM,,SEA,L 7-23,*,,,,,,,,,,,,,,,,
62,2007,2007-09-09,1,26.355,TAM,@,SEA,L 6-20,,,,,,,,,,,,,,,,,
63,2007,2007-09-16,2,26.362,TAM,,NOR,W 31-14,*,,,,,,,,,,,,,,,,
64,2007,2007-09-23,3,27.004,TAM,,STL,W 24-3,,0,0,,0,0,0,,0,0,0,0.0,,,1,19,0
65,2007,2007-09-30,4,27.011,TAM,@,CAR,W 20-7,*,,,,,,,,,,,,,,,,
66,2007,2007-10-07,5,27.018,TAM,@,IND,L 14-33,*,,,,,,,,,,,,,,,,
67,2007,2007-10-14,6,27.025,TAM,,TEN,W 13-10,*,0,0,,0,0,0,,0,0,0,0.0,,,1,-1,0
68,2007,2007-10-21,7,27.032,TAM,@,DET,L 16-23,*,0,0,,0,1,6,6.00,0,0,0,0.0,,,0,0,0
69,2007,2007-10-28,8,27.039,TAM,,JAX,L 23-24,*,1,16,16.00,0,3,36,12.00,0,0,0,0.0,,,0,0,0
70,2007,2007-11-04,9,27.046,TAM,,ARI,W 17-10,*,0,0,,0,3,7,2.33,0,0,0,0.0,,,0,0,0
71,2007,2007-11-18,10,27.060,TAM,@,ATL,W 31-7,*,1,-1,-1.00,0,3,3,1.00,0,0,0,0.0,,,0,0,0
72,2007,2007-11-25,11,27.067,TAM,,WAS,W 19-13,*,0,0,,0,1,9,9.00,0,0,0,0.0,,,0,0,0
73,2007,2007-12-02,12,27.074,TAM,@,NOR,W 27-23,*,0,0,,0,1,-6,-6.00,0,0,0,0.0,,,0,0,0
74,2007,2007-12-09,13,27.081,TAM,@,HOU,L 14-28,*,,,,,,,,,,,,,,,,
75,2007,2007-12-16,14,27.088,TAM,,ATL,W 37-3,*,,,,,,,,,,,,,,,,
76,2007,2007-12-23,15,27.095,TAM,@,SFO,L 19-21,*,0,0,,0,4,0,0.00,0,0,0,0.0,,,0,0,0
77,2007,2007-12-30,16,27.102,TAM,,CAR,L 23-31,,0,0,,0,0,0,,0,0,0,0.0,,,1,4,0
78,2008,2008-09-07,1,27.354,TAM,@,NOR,L 20-24,*,0,0,,0,0,0,,0,1,6,0.0,4,0,1,26,1
79,2008,2008-09-14,2,27.361,TAM,,ATL,W 24-9,*,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
80,2008,2008-09-21,3,28.002,TAM,@,CHI,W 27-24,*,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
81,2008,2008-09-28,4,28.009,TAM,,GNB,W 30-21,*,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
82,2008,2008-10-05,5,28.016,TAM,@,DEN,L 13-16,*,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
83,2008,2008-10-12,6,28.023,TAM,,CAR,W 27-3,*,,,,,,,,,,,,,,,,
84,2008,2008-10-19,7,28.030,TAM,,SEA,W 20-10,*,0,0,,0,0,0,,0,0,0,0.0,5,1,0,0,0
85,2008,2008-10-26,8,28.037,TAM,@,DAL,L 9-13,*,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
86,2008,2008-11-02,9,28.044,TAM,@,KAN,W 30-27,*,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
87,2008,2008-11-16,10,28.058,TAM,,MIN,W 19-13,*,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
88,2008,2008-11-23,11,28.065,TAM,@,DET,W 38-20,*,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
89,2008,2008-11-30,12,28.072,TAM,,NOR,W 23-20,*,0,0,,0,0,0,,0,0,0,0.0,1,1,1,7,0
90,2008,2008-12-08,13,28.080,TAM,@,CAR,L 23-38,*,0,0,,0,0,0,,0,0,0,0.0,6,0,0,0,0
91,2008,2008-12-14,14,28.086,TAM,@,ATL,L 10-13,*,0,0,,0,0,0,,0,0,0,0.0,4,2,0,0,0
92,2008,2008-12-21,15,28.093,TAM,,SDG,L 24-41,*,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
93,2008,2008-12-28,16,28.100,TAM,,OAK,L 24-31,*,,,,,,,,,,,,,,,,
94,2009,2009-09-20,2,29.001,DET,,MIN,L 13-27,*,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
95,2009,2009-10-04,4,29.015,DET,@,CHI,L 24-48,,,,,,,,,,,,,,,,,
96,2009,2009-10-11,5,29.022,DET,,PIT,L 20-28,,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
97,2009,2009-10-18,6,29.029,DET,@,GNB,L 0-26,*,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
98,2009,2009-11-01,7,29.043,DET,,STL,L 10-17,*,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
99,2009,2009-11-08,8,29.050,DET,@,SEA,L 20-32,*,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
100,2009,2009-11-15,9,29.057,DET,@,MIN,L 10-27,*,0,0,,0,0,0,,0,0,0,0.0,7,0,0,0,0
101,2009,2009-11-22,10,29.064,DET,,CLE,W 38-37,*,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
102,2009,2009-11-26,11,29.068,DET,,GNB,L 12-34,*,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
103,2009,2009-12-06,12,29.078,DET,@,CIN,L 13-23,*,0,0,,0,0,0,,0,0,0,1.0,3,2,0,0,0
104,2009,2009-12-13,13,29.085,DET,@,BAL,L 3-48,*,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
105,2009,2009-12-20,14,29.092,DET,,ARI,L 24-31,*,0,0,,0,4,34,8.50,0,0,0,0.0,2,0,0,0,0
106,2009,2010-01-03,16,29.106,DET,,CHI,L 23-37,*,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
107,2010,2010-09-12,1,29.358,WAS,,DAL,W 13-7,,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
108,2010,2010-09-19,2,30.000,WAS,,HOU,L 27-30,,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
109,2010,2010-09-26,3,30.007,WAS,@,STL,L 16-30,,0,0,,0,2,1,0.50,0,0,0,0.0,0,0,0,0,0
110,2010,2010-10-03,4,30.014,WAS,@,PHI,W 17-12,,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
111,2010,2010-10-10,5,30.021,WAS,,GNB,W 16-13,,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
112,2010,2010-10-17,6,30.028,WAS,,IND,L 24-27,,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
113,2010,2010-10-24,7,30.035,WAS,@,CHI,W 17-14,*,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
114,2010,2010-10-31,8,30.042,WAS,@,DET,L 25-37,,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
115,2010,2010-11-15,9,30.057,WAS,,PHI,L 28-59,,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
116,2010,2010-11-21,10,30.063,WAS,@,TEN,W 19-16,*,0,0,,0,0,0,,0,0,0,0.0,6,0,1,43,0
117,2010,2010-11-28,11,30.070,WAS,,MIN,L 13-17,,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
118,2010,2010-12-05,12,30.077,WAS,@,NYG,L 7-31,*,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
119,2010,2010-12-12,13,30.084,WAS,,TAM,L 16-17,*,0,0,,0,0,0,,0,0,0,0.0,1,3,0,0,0
120,2010,2010-12-19,14,30.091,WAS,@,DAL,L 30-33,,,,,,,,,,,,,,,,,
121,2010,2010-12-26,15,30.098,WAS,@,JAX,W 20-17,,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
122,2010,2011-01-02,16,30.105,WAS,,NYG,L 14-17,*,0,0,,0,0,0,,0,0,0,0.0,4,1,1,8,0
123,2011,2011-10-23,6,31.034,WAS,@,CAR,L 20-33,,,,,,,,,,,,,,,,,
