ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1999,1999-09-12,1,22.011,CHI,,KAN,W 20-17,,,,,,,,,,,,,,,
2,1999,1999-09-19,2,22.018,CHI,,SEA,L 13-14,,,,,,,,,,,,,,,
3,1999,1999-09-26,3,22.025,CHI,@,OAK,L 17-24,,,,,,,,,,,,,,,
4,1999,1999-10-03,4,22.032,CHI,,NOR,W 14-10,,,,,,,,,,,,,,,
5,1999,1999-10-10,5,22.039,CHI,@,MIN,W 24-22,,,,,,,,,,,,,,,
6,1999,1999-10-17,6,22.046,CHI,,PHI,L 16-20,,,,,,,,,,,,,,,
7,1999,1999-10-24,7,22.053,CHI,@,TAM,L 3-6,,,,,,,,,,,,,,,
8,1999,1999-10-31,8,22.060,CHI,@,WAS,L 22-48,*,,,,,,,,,,,,,,
9,1999,1999-11-07,9,22.067,CHI,@,GNB,W 14-13,,,,,,,,,,,,,,,
10,1999,1999-11-14,10,22.074,CHI,,MIN,L 24-27,,,,,,,,,,,,,,,
11,1999,1999-11-21,11,22.081,CHI,@,SDG,W 23-20,,,,,,,,,,,,,,,
12,1999,1999-11-25,12,22.085,CHI,@,DET,L 17-21,,,,,,,,,,,,,,,
13,1999,1999-12-05,13,22.095,CHI,,GNB,L 19-35,,,,,,,,,,,,,,,
14,1999,1999-12-19,14,22.109,CHI,,DET,W 28-10,,,,,,,,,,,,,,,
15,1999,1999-12-26,15,22.116,CHI,@,STL,L 12-34,,,,,,,,,,,,,,,
16,1999,2000-01-02,16,22.123,CHI,,TAM,L 6-20,*,,,,,,,,,,,,,,
17,2000,2000-09-03,1,23.002,CHI,@,MIN,L 27-30,,0,0,,0,0,0,,0,0,0,0.0,1,2,0
18,2000,2000-09-10,2,23.009,CHI,@,TAM,L 0-41,,,,,,,,,,,,,,,
