ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1985,1985-09-08,1,22.103,SEA,@,CIN,W 28-24,,0,0,,0,,,,,,,,,,
2,1985,1985-09-15,2,22.110,SEA,@,SDG,W 49-35,,0,0,,0,,,,,,,,,,
3,1985,1985-09-23,3,22.118,SEA,,RAM,L 24-35,,0,0,,0,,,,,,,,,,
4,1985,1985-09-29,4,22.124,SEA,@,KAN,L 7-28,,0,0,,0,,,,,,,,,,
5,1985,1985-10-06,5,22.131,SEA,,SDG,W 26-21,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
6,1985,1985-10-13,6,22.138,SEA,,ATL,W 30-26,,0,0,,0,,,,,,,,,,
7,1985,1985-10-20,7,22.145,SEA,@,DEN,L 10-13,,0,0,,0,,,,,,,,,,
8,1985,1985-10-27,8,22.152,SEA,@,NYJ,L 14-17,,0,0,,0,,,,,,,,,,
9,1985,1985-11-03,9,22.159,SEA,,RAI,W 33-3,,0,0,,0,,,,,,,,,,
10,1985,1985-11-10,10,22.166,SEA,@,NOR,W 27-3,,0,0,,0,,,,,,,,,,
11,1985,1985-11-17,11,22.173,SEA,,NWE,L 13-20,,0,0,,0,,,,,,,,,,
12,1985,1985-11-25,12,22.181,SEA,@,SFO,L 6-19,,0,0,,0,,,,,,,,,,
13,1985,1985-12-01,13,22.187,SEA,,KAN,W 24-6,,0,0,,0,0,0,,0,0,0,0.0,1,47,0
14,1985,1985-12-08,14,22.194,SEA,,CLE,W 31-13,,0,0,,0,,,,,,,,,,
15,1985,1985-12-15,15,22.201,SEA,@,RAI,L 3-13,,0,0,,0,,,,,,,,,,
16,1985,1985-12-20,16,22.206,SEA,,DEN,L 24-27,,1,10,10.00,0,0,0,,0,0,0,0.0,0,0,0
17,1986,1986-09-07,1,23.102,SEA,,PIT,W 30-0,,,,,,,,,,,,,,,
18,1986,1986-09-14,2,23.109,SEA,,KAN,W 23-17,,0,0,,0,0,0,,0,0,0,0.0,1,25,0
19,1986,1986-09-21,3,23.116,SEA,@,NWE,W 38-31,,,,,,,,,,,,,,,
20,1986,1986-09-28,4,23.123,SEA,@,WAS,L 14-19,,,,,,,,,,,,,,,
21,1986,1986-10-06,5,23.131,SEA,,SDG,W 33-7,,,,,,,,,,,,,,,
22,1986,1986-10-12,6,23.137,SEA,@,RAI,L 10-14,,,,,,,,,,,,,,,
23,1986,1986-10-19,7,23.144,SEA,,NYG,W 17-12,,,,,,,,,,,,,,,
24,1986,1986-10-26,8,23.151,SEA,@,DEN,L 13-20,,,,,,,,,,,,,,,
25,1986,1986-11-02,9,23.158,SEA,,NYJ,L 7-38,,,,,,,,,,,,,,,
26,1986,1986-11-09,10,23.165,SEA,@,KAN,L 7-27,,,,,,,,,,,,,,,
27,1986,1986-11-16,11,23.172,SEA,@,CIN,L 7-34,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
28,1986,1986-11-23,12,23.179,SEA,,PHI,W 24-20,,,,,,,,,,,,,,,
29,1986,1986-11-27,13,23.183,SEA,@,DAL,W 31-14,,,,,,,,,,,,,,,
30,1986,1986-12-08,14,23.194,SEA,,RAI,W 37-0,,0,0,,0,0,0,,0,0,0,0.0,1,14,0
31,1986,1986-12-14,15,23.200,SEA,@,SDG,W 34-24,,,,,,,,,,,,,,,
32,1986,1986-12-20,16,23.206,SEA,,DEN,W 41-16,,,,,,,,,,,,,,,
33,1987,1987-09-13,1,24.108,SEA,@,DEN,L 17-40,,,,,,,,,,,,,,,
34,1987,1987-09-20,2,24.115,SEA,,KAN,W 43-14,,,,,,,,,,,,,,,
35,1987,1987-10-25,6,24.150,SEA,@,RAI,W 35-13,,,,,,,,,,,,,,,
36,1987,1987-11-01,7,24.157,SEA,,MIN,W 28-17,,,,,,,,,,,,,,,
37,1987,1987-11-09,8,24.165,SEA,@,NYJ,L 14-30,,,,,,,,,,,,,,,
38,1987,1987-11-15,9,24.171,SEA,,GNB,W 24-13,,,,,,,,,,,,,,,
39,1987,1987-11-22,10,24.178,SEA,,SDG,W 34-3,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
40,1987,1987-11-30,11,24.186,SEA,,RAI,L 14-37,,,,,,,,,,,,,,,
41,1987,1987-12-06,12,24.192,SEA,@,PIT,L 9-13,,,,,,,,,,,,,,,
42,1987,1987-12-13,13,24.199,SEA,,DEN,W 28-21,,,,,,,,,,,,,,,
43,1987,1987-12-20,14,24.206,SEA,@,CHI,W 34-21,,0,0,,0,0,0,,0,0,0,0.0,2,75,0
44,1987,1987-12-27,15,24.213,SEA,@,KAN,L 20-41,,,,,,,,,,,,,,,
45,1988,1988-09-04,1,25.099,SEA,@,DEN,W 21-14,,,,,,,,,,,,,,,
46,1988,1988-09-11,2,25.106,SEA,,KAN,W 31-10,,0,0,,0,0,0,,0,0,0,0.0,1,0,0
47,1988,1988-09-18,3,25.113,SEA,@,SDG,L 6-17,,0,0,,0,0,0,,0,0,0,1.0,0,0,0
48,1988,1988-09-25,4,25.120,SEA,,SFO,L 7-38,,,,,,,,,,,,,,,
49,1988,1988-10-02,5,25.127,SEA,@,ATL,W 31-20,,,,,,,,,,,,,,,
50,1988,1988-10-09,6,25.134,SEA,@,CLE,W 16-10,,,,,,,,,,,,,,,
51,1988,1988-10-16,7,25.141,SEA,,NOR,L 19-20,,,,,,,,,,,,,,,
52,1988,1988-10-23,8,25.148,SEA,@,RAM,L 10-31,,,,,,,,,,,,,,,
53,1988,1988-10-30,9,25.155,SEA,,SDG,W 17-14,,,,,,,,,,,,,,,
