ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2001,2001-12-09,12,24.261,NYJ,@,PIT,L 7-18,,,,,,,0.0%,,,,,,
2,2003,2003-09-08,1,26.169,TAM,@,PHI,W 17-0,,,,,,,0.0%,,,,,,
3,2003,2003-09-14,2,26.175,TAM,,CAR,L 9-12,,,,,,,0.0%,,,,,,
4,2004,2004-09-12,1,27.173,BAL,@,CLE,L 3-20,*,2,2,18,9.00,0,100.0%,9.00,0,0,0.0,,
5,2004,2004-09-19,2,27.180,BAL,,PIT,W 30-13,,2,1,4,4.00,0,50.0%,2.00,0,0,0.0,,
6,2004,2004-09-26,3,27.187,BAL,@,CIN,W 23-9,,1,,,,,0.0%,,,,,,
7,2004,2004-10-04,4,27.195,BAL,,KAN,L 24-27,*,,,,,,0.0%,,,,,,
8,2004,2004-10-10,5,27.201,BAL,@,WAS,W 17-10,,3,2,9,4.50,0,66.7%,3.00,0,0,0.0,,
9,2004,2004-10-24,6,27.215,BAL,,BUF,W 20-6,,2,1,7,7.00,0,50.0%,3.50,0,0,0.0,,
10,2004,2004-10-31,7,27.222,BAL,@,PHI,L 10-15,,6,5,26,5.20,1,83.3%,4.33,1,6,0.0,,
11,2004,2004-11-07,8,27.229,BAL,,CLE,W 27-13,,3,2,9,4.50,0,66.7%,3.00,0,0,0.0,,
12,2004,2004-11-14,9,27.236,BAL,@,NYJ,W 20-17,*,2,2,21,10.50,0,100.0%,10.50,0,0,0.0,,
13,2004,2004-11-21,10,27.243,BAL,,DAL,W 30-10,*,2,2,23,11.50,0,100.0%,11.50,0,0,0.0,,
14,2004,2004-11-28,11,27.250,BAL,@,NWE,L 3-24,,3,2,30,15.00,0,66.7%,10.00,0,0,0.0,,
15,2004,2004-12-05,12,27.257,BAL,,CIN,L 26-27,,0,,,,,0.0%,,,,,,
16,2004,2004-12-12,13,27.264,BAL,,NYG,W 37-14,,,,,,,0.0%,,,,,,
17,2004,2004-12-19,14,27.271,BAL,@,IND,L 10-20,,,,,,,0.0%,,,,,,
18,2004,2004-12-26,15,27.278,BAL,@,PIT,L 7-20,,,,,,,0.0%,,,,,,
19,2004,2005-01-02,16,27.285,BAL,,MIA,W 30-23,*,9,6,72,12.00,0,66.7%,8.00,0,0,0.0,,
20,2005,2005-09-11,1,28.172,BAL,,IND,L 7-24,*,10,8,78,9.75,1,80.0%,7.80,1,6,0.0,,
21,2005,2005-09-18,2,28.179,BAL,@,TEN,L 10-25,*,2,0,0,,0,0.0%,0.00,0,0,0.0,,
22,2005,2005-10-02,3,28.193,BAL,,NYJ,W 13-3,,1,1,10,10.00,0,100.0%,10.00,0,0,0.0,,
23,2005,2005-10-09,4,28.200,BAL,@,DET,L 17-35,*,0,0,0,,0,0.0%,,0,0,0.0,,
24,2005,2005-10-16,5,28.207,BAL,,CLE,W 16-3,,1,1,2,2.00,0,100.0%,2.00,0,0,0.0,,
25,2005,2005-10-23,6,28.214,BAL,@,CHI,L 6-10,,2,2,8,4.00,0,100.0%,4.00,0,0,0.0,,
26,2005,2005-10-31,7,28.222,BAL,@,PIT,L 19-20,,3,3,17,5.67,0,100.0%,5.67,0,0,0.0,,
27,2005,2005-11-06,8,28.228,BAL,,CIN,L 9-21,,5,2,16,8.00,0,40.0%,3.20,0,0,0.0,,
28,2005,2005-11-13,9,28.235,BAL,@,JAX,L 3-30,,0,0,0,,0,0.0%,,0,0,0.0,,
29,2005,2005-11-20,10,28.242,BAL,,PIT,W 16-13,,,0,0,,0,0.0%,,0,0,0.0,,
30,2005,2005-11-27,11,28.249,BAL,@,CIN,L 29-42,,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,,
31,2005,2005-12-04,12,28.256,BAL,,HOU,W 16-15,,0,0,0,,0,0.0%,,0,0,0.0,,
32,2005,2005-12-11,13,28.263,BAL,@,DEN,L 10-12,,3,2,14,7.00,0,66.7%,4.67,0,0,0.0,,
33,2006,2006-09-10,1,29.171,BAL,@,TAM,W 27-0,,4,3,52,17.33,1,75.0%,13.00,1,6,0.0,,
34,2006,2006-09-17,2,29.178,BAL,,OAK,W 28-6,*,1,0,0,,0,0.0%,0.00,0,0,0.0,,
35,2006,2006-09-24,3,29.185,BAL,@,CLE,W 15-14,*,1,1,10,10.00,0,100.0%,10.00,0,0,0.0,,
36,2006,2006-10-01,4,29.192,BAL,,SDG,W 16-13,,4,3,17,5.67,1,75.0%,4.25,1,6,0.0,,
37,2006,2006-10-09,5,29.200,BAL,@,DEN,L 3-13,*,2,2,18,9.00,0,100.0%,9.00,0,0,0.0,,
38,2006,2006-10-15,6,29.206,BAL,,CAR,L 21-23,,5,3,20,6.67,0,60.0%,4.00,0,0,0.0,,
39,2006,2006-10-29,7,29.220,BAL,@,NOR,W 35-22,,2,2,9,4.50,0,100.0%,4.50,0,0,0.0,,
40,2006,2006-11-05,8,29.227,BAL,,CIN,W 26-20,,1,1,19,19.00,0,100.0%,19.00,0,0,0.0,,
41,2006,2006-11-12,9,29.234,BAL,@,TEN,W 27-26,,2,1,6,6.00,0,50.0%,3.00,0,0,0.0,,
42,2006,2006-11-19,10,29.241,BAL,,ATL,W 24-10,*,2,1,7,7.00,0,50.0%,3.50,0,0,0.0,,
43,2006,2006-12-10,13,29.262,BAL,@,KAN,W 20-10,,1,1,3,3.00,0,100.0%,3.00,0,0,0.0,,
44,2006,2006-12-17,14,29.269,BAL,,CLE,W 27-17,*,0,0,0,,0,0.0%,,0,0,0.0,,
