ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1963,1963-09-14,1,23.283,STL,@,DAL,W 34-7,6,34,5.67,0,0,0,,0,0,0,,0,1,2,2.00,0,0,0
2,1963,1963-09-29,3,23.298,STL,@,PIT,L 10-23,1,10,10.00,0,0,0,,0,1,20,20.00,0,3,21,7.00,0,0,0
3,1963,1963-10-06,4,23.305,STL,@,MIN,W 56-14,4,16,4.00,0,2,36,18.00,0,2,53,26.50,0,0,0,,0,0,0
4,1963,1963-10-13,5,23.312,STL,,PIT,W 24-23,0,0,,0,0,0,,0,1,27,27.00,0,0,0,,0,0,0
5,1963,1963-10-20,6,23.319,STL,,GNB,L 7-30,0,0,,0,0,0,,0,1,15,15.00,0,0,0,,0,0,0
6,1963,1963-10-27,7,23.326,STL,@,WAS,W 21-7,7,22,3.14,0,0,0,,0,1,23,23.00,0,0,0,,0,0,0
7,1963,1963-11-03,8,23.333,STL,,NYG,L 21-38,2,0,0.00,0,2,20,10.00,0,2,70,35.00,0,0,0,,0,0,0
8,1963,1963-11-10,9,23.340,STL,,WAS,W 24-20,14,24,1.71,0,2,33,16.50,1,0,0,,0,0,0,,0,1,6
9,1963,1963-11-17,10,23.347,STL,@,CLE,W 20-14,0,0,,0,0,0,,0,1,16,16.00,0,0,0,,0,0,0
10,1963,1963-11-24,11,23.354,STL,@,NYG,W 24-17,0,0,,0,0,0,,0,1,35,35.00,0,0,0,,0,0,0
11,1963,1963-12-01,12,23.361,STL,,CLE,L 10-24,0,0,,0,0,0,,0,2,33,16.50,0,0,0,,0,0,0
12,1963,1963-12-08,13,24.003,STL,,PHI,W 38-14,2,1,0.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
13,1964,1964-10-12,5,24.312,STL,@,BAL,L 27-47,0,0,,0,0,0,,0,2,43,21.50,0,0,0,,0,0,0
14,1964,1964-10-18,6,24.318,STL,,WAS,W 38-24,0,0,,0,0,0,,0,2,52,26.00,0,0,0,,0,0,0
15,1964,1964-10-25,7,24.325,STL,,DAL,L 13-31,0,0,,0,0,0,,0,4,80,20.00,0,0,0,,0,0,0
16,1964,1964-11-01,8,24.332,STL,@,NYG,L 17-34,0,0,,0,0,0,,0,1,17,17.00,0,0,0,,0,0,0
