ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-11-16,10,23.167,KAN,,SEA,W 24-20,,,,,,,,,,,0.0%,,,,,,,,,,
2,2014,2014-11-20,11,23.171,KAN,@,OAK,L 20-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
3,2014,2014-11-30,12,23.181,KAN,,DEN,L 16-29,,,,,,,,,,,0.0%,,,,,,,,,,
4,2014,2014-12-07,13,23.188,KAN,@,ARI,L 14-17,,,,,,,,,,,0.0%,,,,,,,,,,
5,2014,2014-12-14,14,23.195,KAN,,OAK,W 31-13,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
6,2014,2014-12-28,16,23.209,KAN,,SDG,W 19-7,,,,,,,,,,,0.0%,,,,,,,,,,
7,2015,2015-09-13,1,24.103,KAN,@,HOU,W 27-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
8,2015,2015-09-17,2,24.107,KAN,,DEN,L 24-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
9,2015,2015-09-28,3,24.118,KAN,@,GNB,L 28-38,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
10,2015,2015-10-04,4,24.124,KAN,@,CIN,L 21-36,,5,17,3.40,0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,0.0,0,0
11,2015,2015-10-11,5,24.131,KAN,,CHI,L 17-18,,7,31,4.43,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,0.0,0,0
12,2015,2015-10-18,6,24.138,KAN,@,MIN,L 10-16,*,9,33,3.67,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,0.0,0,0
13,2015,2015-10-25,7,24.145,KAN,,PIT,W 23-13,*,22,110,5.00,1,5,2,19,9.50,0,40.0%,3.80,0,0,,0,1,6,0.0,0,0
14,2015,2015-11-01,8,24.152,KAN,,DET,W 45-10,*,20,97,4.85,1,6,4,25,6.25,0,66.7%,4.17,0,0,,0,1,6,0.0,0,0
15,2015,2015-11-15,9,24.166,KAN,@,DEN,W 29-13,*,24,69,2.88,1,5,3,92,30.67,1,60.0%,18.40,0,0,,0,2,12,0.0,0,0
16,2015,2015-11-22,10,24.173,KAN,@,SDG,W 33-3,*,11,16,1.45,0,2,2,48,24.00,0,100.0%,24.00,0,0,,0,0,0,0.0,0,0
17,2015,2015-12-06,12,24.187,KAN,@,OAK,W 34-20,*,9,35,3.89,0,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,0.0,0,0
18,2015,2015-12-13,13,24.194,KAN,,SDG,W 10-3,,10,54,5.40,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
19,2015,2015-12-20,14,24.201,KAN,@,BAL,W 34-14,*,16,76,4.75,1,2,2,9,4.50,0,100.0%,4.50,0,0,,0,1,6,0.0,0,0
20,2015,2015-12-27,15,24.208,KAN,,CLE,W 17-13,*,14,62,4.43,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,0.0,0,0
21,2015,2016-01-03,16,24.215,KAN,,OAK,W 23-17,*,13,34,2.62,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0,0.0,0,0
22,2016,2016-09-11,1,25.101,KAN,,SDG,W 33-27,,3,-1,-0.33,0,6,6,24,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0
23,2016,2016-09-18,2,25.108,KAN,@,HOU,L 12-19,,6,61,10.17,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,0.0,0,0
24,2016,2016-09-25,3,25.115,KAN,,NYJ,W 24-3,,3,3,1.00,0,3,3,8,2.67,0,100.0%,2.67,0,0,,0,0,0,0.0,0,0
25,2016,2016-10-16,5,25.136,KAN,@,OAK,W 26-10,,3,19,6.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
26,2016,2016-10-23,6,25.143,KAN,,NOR,W 27-21,,4,5,1.25,0,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0,0.0,0,0
27,2016,2016-10-30,7,25.150,KAN,@,IND,W 30-14,,14,52,3.71,0,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,0.0,0,0
28,2016,2016-11-06,8,25.157,KAN,,JAX,W 19-14,*,13,39,3.00,0,4,3,35,11.67,0,75.0%,8.75,0,0,,0,0,0,0.0,0,0
29,2016,2016-11-13,9,25.164,KAN,@,CAR,W 20-17,,2,5,2.50,0,3,3,5,1.67,0,100.0%,1.67,0,0,,0,0,0,0.0,0,0
30,2016,2016-11-20,10,25.171,KAN,,TAM,L 17-19,,0,0,,0,3,3,42,14.00,0,100.0%,14.00,0,0,,0,0,0,0.0,0,0
31,2016,2016-11-27,11,25.178,KAN,@,DEN,W 30-27,,3,8,2.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
32,2016,2016-12-04,12,25.185,KAN,@,ATL,W 29-28,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
33,2016,2016-12-08,13,25.189,KAN,,OAK,W 21-13,,2,4,2.00,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,0,0
34,2016,2016-12-18,14,25.199,KAN,,TEN,L 17-19,,4,5,1.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
35,2016,2016-12-25,15,25.206,KAN,,DEN,W 33-10,,14,35,2.50,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,0.0,0,0
36,2016,2017-01-01,16,25.213,KAN,@,SDG,W 37-27,*,16,58,3.63,0,5,5,58,11.60,2,100.0%,11.60,0,0,,0,2,12,0.0,0,0
37,2017,2017-09-07,1,26.097,KAN,@,NWE,W 42-27,,1,21,21.00,1,1,1,4,4.00,0,100.0%,4.00,0,0,,0,1,6,0.0,0,0
38,2017,2017-09-17,2,26.107,KAN,,PHI,W 27-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
39,2017,2017-09-24,3,26.114,KAN,@,LAC,W 24-10,,2,-1,-0.50,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
40,2017,2017-10-02,4,26.122,KAN,,WAS,W 29-20,,1,2,2.00,0,5,5,33,6.60,0,100.0%,6.60,0,0,,0,0,0,0.0,0,0
41,2017,2017-10-08,5,26.128,KAN,@,HOU,W 42-34,,1,1,1.00,0,2,2,12,6.00,2,100.0%,6.00,0,0,,0,2,12,0.0,0,0
42,2017,2017-10-15,6,26.135,KAN,,PIT,L 13-19,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
43,2017,2017-10-30,8,26.150,KAN,,DEN,W 29-19,,0,0,,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,0.0,0,0
44,2017,2017-11-05,9,26.156,KAN,@,DAL,L 17-28,,1,3,3.00,0,6,5,30,6.00,0,83.3%,5.00,0,0,,0,0,0,0.0,0,0
45,2017,2017-11-19,10,26.170,KAN,@,NYG,L 9-12,,4,15,3.75,0,4,4,9,2.25,0,100.0%,2.25,0,0,,0,0,0,0.0,0,0
46,2017,2017-11-26,11,26.177,KAN,,BUF,L 10-16,,0,0,,0,4,3,7,2.33,0,75.0%,1.75,2,37,18.50,0,0,0,0.0,0,0
47,2017,2017-12-10,13,26.191,KAN,,OAK,W 26-15,,3,25,8.33,1,2,0,0,,0,0.0%,0.00,0,0,,0,1,6,0.0,0,0
48,2017,2017-12-16,14,26.197,KAN,,LAC,W 30-13,,5,6,1.20,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
