ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2008,2008-09-04,1,23.142,WAS,@,NYG,L 7-16,,7,265,37.86,0
2,2008,2008-09-14,2,23.152,WAS,,NOR,W 29-24,,2,66,33.00,0
3,2008,2008-09-21,3,23.159,WAS,,ARI,W 24-17,,4,171,42.75,0
4,2008,2008-09-28,4,23.166,WAS,@,DAL,W 26-24,,4,185,46.25,0
5,2008,2008-10-05,5,23.173,WAS,@,PHI,W 23-17,,4,138,34.50,0
6,2008,2008-10-12,6,23.180,WAS,,STL,L 17-19,,5,205,41.00,0
