ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1983,1983-09-04,1,22.211,ATL,@,CHI,W 20-17,0,0,,0,,,,,,
2,1983,1983-09-11,2,22.218,ATL,,NYG,L 13-16,0,0,,0,,,,,,
3,1983,1983-09-18,3,22.225,ATL,@,DET,W 30-14,0,0,,0,,,,,,
4,1983,1983-09-25,4,22.232,ATL,@,SFO,L 20-24,0,0,,0,,,,,,
5,1983,1983-10-02,5,22.239,ATL,,PHI,L 24-28,0,0,,0,,,,,,
6,1983,1983-10-09,6,22.246,ATL,,NOR,L 17-19,0,0,,0,,,,,,
7,1983,1983-10-16,7,22.253,ATL,@,RAM,L 21-27,0,0,,0,,,,,,
8,1983,1983-10-23,8,22.260,ATL,@,NYJ,W 27-21,1,8,8.00,0,0,0,,0,0,0
9,1983,1983-10-30,9,22.267,ATL,,NWE,W 24-13,2,17,8.50,0,0,0,,0,0,0
10,1983,1983-11-06,10,22.274,ATL,@,NOR,L 10-27,0,0,,0,,,,,,
11,1983,1983-11-14,11,22.282,ATL,,RAM,L 13-36,1,19,19.00,0,0,0,,0,0,0
12,1983,1983-11-20,12,22.288,ATL,,SFO,W 28-24,0,0,,0,,,,,,
13,1983,1983-11-27,13,22.295,ATL,,GNB,W 47-41,1,11,11.00,0,0,0,,0,0,0
14,1983,1983-12-04,14,22.302,ATL,@,WAS,L 21-37,0,0,,0,,,,,,
15,1983,1983-12-10,15,22.308,ATL,@,MIA,L 24-31,1,7,7.00,0,0,0,,0,0,0
16,1983,1983-12-18,16,22.316,ATL,,BUF,W 31-14,3,21,7.00,1,0,0,,0,1,6
17,1984,1984-09-02,1,23.210,ATL,@,NOR,W 36-28,1,6,6.00,0,0,0,,0,0,0
18,1984,1984-09-09,2,23.217,ATL,,DET,L 24-27,5,58,11.60,0,0,0,,0,0,0
19,1984,1984-09-16,3,23.224,ATL,@,MIN,L 20-27,0,0,,0,,,,,,
20,1984,1984-09-23,4,23.231,ATL,,HOU,W 42-10,3,47,15.67,2,0,0,,0,2,12
21,1984,1984-09-30,5,23.238,ATL,@,SFO,L 5-14,2,20,10.00,0,0,0,,0,0,0
22,1984,1984-10-07,6,23.245,ATL,@,RAM,W 30-28,1,7,7.00,0,0,0,,0,0,0
23,1984,1984-10-14,7,23.252,ATL,,NYG,L 7-19,3,9,3.00,0,0,0,,0,0,0
24,1984,1984-10-22,8,23.260,ATL,,RAM,L 10-24,1,7,7.00,0,0,0,,0,0,0
25,1984,1984-10-28,9,23.266,ATL,@,PIT,L 10-35,3,16,5.33,0,0,0,,0,0,0
26,1984,1984-11-05,10,23.274,ATL,@,WAS,L 14-27,0,0,,0,,,,,,
27,1984,1984-11-11,11,23.280,ATL,,NOR,L 13-17,2,27,13.50,0,0,0,,0,0,0
28,1984,1984-11-18,12,23.287,ATL,,CLE,L 7-23,4,44,11.00,0,0,0,,0,0,0
29,1984,1984-11-25,13,23.294,ATL,@,CIN,L 14-35,1,9,9.00,0,0,0,,0,0,0
30,1984,1984-12-02,14,23.301,ATL,,SFO,L 17-35,3,22,7.33,0,0,0,,0,0,0
31,1984,1984-12-09,15,23.308,ATL,@,TAM,L 6-23,2,13,6.50,0,0,0,,0,0,0
32,1984,1984-12-16,16,23.315,ATL,,PHI,W 26-10,3,44,14.67,1,0,0,,0,1,6
33,1985,1985-09-08,1,24.215,ATL,,DET,L 27-28,1,7,7.00,0,0,0,,0,0,0
34,1985,1985-09-15,2,24.222,ATL,@,SFO,L 16-35,3,18,6.00,0,0,0,,0,0,0
35,1985,1985-09-22,3,24.229,ATL,,DEN,L 28-44,0,0,,0,,,,,,
36,1985,1985-09-29,4,24.236,ATL,@,RAM,L 6-17,0,0,,0,,,,,,
37,1985,1985-10-06,5,24.243,ATL,,SFO,L 17-38,4,61,15.25,0,0,0,,0,0,0
38,1985,1985-10-13,6,24.250,ATL,@,SEA,L 26-30,2,29,14.50,0,0,0,,0,0,0
39,1985,1985-10-20,7,24.257,ATL,,NOR,W 31-24,2,22,11.00,0,0,0,,0,0,0
40,1985,1985-10-27,8,24.264,ATL,@,DAL,L 10-24,5,56,11.20,0,0,0,,0,0,0
41,1985,1985-11-03,9,24.271,ATL,,WAS,L 10-44,4,44,11.00,1,0,0,,0,1,6
42,1985,1985-11-10,10,24.278,ATL,@,PHI,L 17-23,2,40,20.00,0,0,0,,0,0,0
43,1985,1985-11-17,11,24.285,ATL,,RAM,W 30-14,1,31,31.00,0,0,0,,0,0,0
44,1985,1985-11-24,12,24.292,ATL,@,CHI,L 0-36,2,15,7.50,0,0,0,,0,0,0
45,1985,1985-12-01,13,24.299,ATL,,RAI,L 24-34,2,77,38.50,1,0,0,,0,1,6
46,1985,1985-12-08,14,24.306,ATL,@,KAN,L 10-38,1,6,6.00,0,0,0,,0,0,0
47,1985,1985-12-15,15,24.313,ATL,,MIN,W 14-13,2,16,8.00,0,0,0,,0,0,0
48,1985,1985-12-22,16,24.320,ATL,@,NOR,W 16-10,2,32,16.00,0,0,0,,0,0,0
49,1986,1986-09-07,1,25.214,ATL,@,NOR,W 31-10,1,9,9.00,0,0,0,,0,0,0
50,1986,1986-09-14,2,25.221,ATL,,STL,W 33-13,0,0,,0,,,,,,
51,1986,1986-09-21,3,25.228,ATL,@,DAL,W 37-35,2,22,11.00,0,0,0,,0,0,0
52,1986,1986-09-28,4,25.235,ATL,@,TAM,W 23-20,1,18,18.00,0,0,0,,0,0,0
53,1986,1986-10-05,5,25.242,ATL,,PHI,L 0-16,1,17,17.00,0,0,0,,0,0,0
54,1986,1986-10-12,6,25.249,ATL,,RAM,W 26-14,2,18,9.00,0,0,0,,0,0,0
55,1986,1986-10-19,7,25.256,ATL,,SFO,T 10-10,0,0,,0,,,,,,
56,1986,1986-10-26,8,25.263,ATL,@,RAM,L 7-14,2,7,3.50,0,0,0,,0,0,0
57,1986,1986-11-02,9,25.270,ATL,@,NWE,L 17-25,1,28,28.00,0,0,0,,0,0,0
58,1986,1986-11-09,10,25.277,ATL,,NYJ,L 14-28,4,108,27.00,1,0,0,,0,1,6
59,1986,1986-11-16,11,25.284,ATL,,CHI,L 10-13,1,2,2.00,0,0,0,,0,0,0
60,1986,1986-11-23,12,25.291,ATL,@,SFO,L 0-20,1,-1,-1.00,0,0,0,,0,0,0
61,1986,1986-11-30,13,25.298,ATL,@,MIA,W 20-14,1,11,11.00,0,0,0,,0,0,0
62,1986,1986-12-07,14,25.305,ATL,,IND,L 23-28,1,19,19.00,0,0,0,,0,0,0
63,1986,1986-12-14,15,25.312,ATL,,NOR,L 9-14,5,41,8.20,0,0,0,,0,0,0
64,1986,1986-12-21,16,25.319,ATL,@,DET,W 20-6,1,2,2.00,0,0,0,,0,0,0
65,1987,1987-09-13,1,26.220,ATL,@,TAM,L 10-48,0,0,,0,0,0,,0,,
66,1987,1987-09-20,2,26.227,ATL,,WAS,W 21-20,0,0,,0,0,0,,0,,
67,1987,1987-10-25,6,26.262,ATL,@,HOU,L 33-37,1,19,19.00,0,0,0,,0,0,0
68,1987,1987-11-01,7,26.269,ATL,,NOR,L 0-38,1,3,3.00,0,0,0,,0,0,0
69,1987,1987-11-08,8,26.276,ATL,@,CLE,L 3-38,2,18,9.00,0,0,0,,0,0,0
70,1987,1987-11-15,9,26.283,ATL,,CIN,L 10-16,1,13,13.00,0,0,0,,0,0,0
71,1987,1987-11-22,10,26.290,ATL,@,MIN,L 13-24,1,8,8.00,0,0,0,,0,0,0
72,1987,1987-11-29,11,26.297,ATL,,STL,L 21-34,0,0,,0,0,0,,0,,
73,1987,1987-12-06,12,26.304,ATL,@,DAL,W 21-10,0,0,,0,0,0,,0,,
74,1987,1987-12-13,13,26.311,ATL,@,RAM,L 0-33,0,0,,0,0,0,,0,,
75,1987,1987-12-20,14,26.318,ATL,@,SFO,L 7-35,2,13,6.50,0,0,0,,0,0,0
76,1987,1987-12-27,15,26.325,ATL,,DET,L 13-30,3,27,9.00,0,1,11,11.00,0,0,0
77,1988,1988-09-04,1,27.212,SDG,@,RAI,L 13-24,0,0,,0,,,,,,
78,1988,1988-09-11,2,27.219,SDG,@,DEN,L 3-34,3,23,7.67,0,0,0,,0,0,0
79,1988,1988-09-18,3,27.226,SDG,,SEA,W 17-6,0,0,,0,,,,,,
80,1988,1988-09-25,4,27.233,SDG,@,KAN,W 24-23,0,0,,0,,,,,,
81,1988,1988-10-02,5,27.240,SDG,,DEN,L 0-12,3,29,9.67,0,0,0,,0,0,0
82,1988,1988-10-09,6,27.247,SDG,,NOR,L 17-23,0,0,,0,,,,,,
83,1988,1988-10-16,7,27.254,SDG,@,MIA,L 28-31,5,26,5.20,0,0,0,,0,0,0
84,1988,1988-10-23,8,27.261,SDG,,IND,L 0-16,0,0,,0,,,,,,
85,1988,1988-10-30,9,27.268,SDG,@,SEA,L 14-17,2,21,10.50,0,0,0,,0,0,0
86,1988,1988-11-06,10,27.275,SDG,,RAI,L 3-13,1,14,14.00,0,0,0,,0,0,0
87,1988,1988-11-13,11,27.282,SDG,@,ATL,W 10-7,1,1,1.00,0,0,0,,0,0,0
88,1988,1988-11-20,12,27.289,SDG,@,RAM,W 38-24,1,7,7.00,0,0,0,,0,0,0
89,1988,1988-11-27,13,27.296,SDG,,SFO,L 10-48,0,0,,0,,,,,,
90,1988,1988-12-04,14,27.303,SDG,@,CIN,L 10-27,1,7,7.00,0,0,0,,0,0,0
91,1988,1988-12-11,15,27.310,SDG,,PIT,W 20-14,0,0,,0,,,,,,
92,1988,1988-12-18,16,27.317,SDG,,KAN,W 24-13,1,16,16.00,0,0,0,,0,0,0
93,1989,1989-09-10,1,28.217,SDG,@,RAI,L 14-40,0,0,,0,,,,,,
94,1989,1989-09-17,2,28.224,SDG,,HOU,L 27-34,4,45,11.25,0,0,0,,0,0,0
95,1989,1989-09-24,3,28.231,SDG,,KAN,W 21-6,1,6,6.00,0,0,0,,0,0,0
96,1989,1989-10-01,4,28.238,SDG,@,PHO,W 24-13,0,0,,0,,,,,,
97,1989,1989-10-08,5,28.245,SDG,@,DEN,L 10-16,2,13,6.50,0,0,0,,0,0,0
98,1989,1989-10-15,6,28.252,SDG,,SEA,L 16-17,1,3,3.00,1,0,0,,0,1,6
99,1989,1989-10-22,7,28.259,SDG,,NYG,L 13-20,2,30,15.00,0,0,0,,0,0,0
100,1989,1989-10-29,8,28.266,SDG,@,SEA,L 7-10,2,15,7.50,1,0,0,,0,1,6
101,1989,1989-11-05,9,28.273,SDG,,PHI,W 20-17,1,-1,-1.00,0,0,0,,0,0,0
102,1989,1989-11-12,10,28.280,SDG,,RAI,W 14-12,0,0,,0,,,,,,
103,1989,1989-11-19,11,28.287,SDG,@,PIT,L 17-20,1,11,11.00,0,0,0,,0,0,0
104,1989,1989-11-26,12,28.294,SDG,@,IND,L 6-10,1,8,8.00,0,0,0,,0,0,0
105,1989,1989-12-03,13,28.301,SDG,,NYJ,L 17-20,2,11,5.50,0,0,0,,0,0,0
