ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2012,2012-09-09,1,22.153,ARI,,SEA,W 20-16,*,8,9,1.13,0,3,2,17,8.50,0,66.7%,5.67
2,2012,2012-09-16,2,22.160,ARI,@,NWE,W 20-18,,10,13,1.30,0,2,2,10,5.00,0,100.0%,5.00
3,2012,2012-09-23,3,22.167,ARI,,PHI,W 27-6,,13,83,6.38,0,2,1,12,12.00,0,50.0%,6.00
4,2012,2012-09-30,4,22.174,ARI,,MIA,W 24-21,*,13,26,2.00,0,2,1,0,0.00,0,50.0%,0.00
5,2012,2012-10-04,5,22.178,ARI,@,STL,L 3-17,*,14,33,2.36,0,1,1,5,5.00,0,100.0%,5.00
