ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1974,1974-09-29,3,24.185,CHI,@,MIN,L 7-11,,,,,,
2,1974,1974-10-06,4,24.192,CHI,,NOR,W 24-10,,,,,,
3,1974,1974-10-13,5,24.199,CHI,@,ATL,L 10-13,,,,,,
4,1974,1974-10-21,6,24.207,CHI,,GNB,W 10-9,,,,,,
5,1974,1974-10-27,7,24.213,CHI,@,BUF,L 6-16,,,,,,
6,1974,1974-11-03,8,24.220,CHI,,MIN,L 0-17,,,,,,
7,1974,1974-11-10,9,24.227,CHI,@,GNB,L 3-20,,,,,,
8,1974,1974-11-17,10,24.234,CHI,,SFO,L 0-34,1,6,6.00,0,0,0
9,1974,1974-11-24,11,24.241,CHI,@,DET,L 17-34,1,8,8.00,0,0,0
10,1974,1974-12-01,12,24.248,CHI,,NYG,W 16-13,1,9,9.00,0,0,0
11,1974,1974-12-08,13,24.255,CHI,@,SDG,L 21-28,2,36,18.00,1,1,6
12,1974,1974-12-15,14,24.262,CHI,@,WAS,L 0-42,,,,,,
