ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1967,1967-12-17,14,28.325,PIT,@,GNB,W 24-17,1,6,1,21,1
2,1970,1970-09-20,1,31.237,PIT,,HOU,L 7-19,,,,,
3,1970,1970-09-27,2,31.244,PIT,@,DEN,L 13-16,,,,,
4,1970,1970-10-03,3,31.250,PIT,@,CLE,L 7-15,,,,,
5,1970,1970-10-11,4,31.258,PIT,,BUF,W 23-10,,,,,
6,1970,1970-10-18,5,31.265,PIT,@,HOU,W 7-3,,,,,
7,1970,1970-10-25,6,31.272,PIT,@,OAK,L 14-31,,,,,
8,1970,1970-11-02,7,31.280,PIT,,CIN,W 21-10,,,,,
9,1970,1970-11-08,8,31.286,PIT,,NYJ,W 21-17,,,,,
10,1970,1970-11-15,9,31.293,PIT,,KAN,L 14-31,,,,,
11,1970,1970-11-22,10,31.300,PIT,@,CIN,L 7-34,,,,,
12,1970,1970-11-29,11,31.307,PIT,,CLE,W 28-9,,,,,
13,1970,1970-12-06,12,31.314,PIT,,GNB,L 12-20,,,,,
14,1970,1970-12-13,13,31.321,PIT,@,ATL,L 16-27,,,,,
15,1970,1970-12-20,14,31.328,PIT,@,PHI,L 20-30,,,,,
16,1971,1971-09-19,1,32.236,PIT,@,CHI,L 15-17,,,,,
17,1971,1971-10-03,3,32.250,PIT,,SDG,W 21-17,,,,,
18,1971,1971-10-10,4,32.257,PIT,@,CLE,L 17-27,,,,,
19,1971,1971-10-18,5,32.265,PIT,@,KAN,L 16-38,,,,,
20,1971,1971-10-24,6,32.271,PIT,,HOU,W 23-16,,,,,
21,1971,1971-10-31,7,32.278,PIT,@,BAL,L 21-34,,,,,
22,1971,1971-11-07,8,32.285,PIT,,CLE,W 26-9,,,,,
23,1971,1971-11-14,9,32.292,PIT,@,MIA,L 21-24,,,,,
24,1971,1971-11-21,10,32.299,PIT,,NYG,W 17-13,,,,,
25,1971,1971-11-28,11,32.306,PIT,,DEN,L 10-22,,,,,
26,1971,1971-12-05,12,32.313,PIT,@,HOU,L 3-29,,,,,
27,1971,1971-12-12,13,32.320,PIT,@,CIN,W 21-13,,,,,
28,1971,1971-12-19,14,32.327,PIT,,RAM,L 14-23,,,,,
29,1972,1972-09-17,1,33.235,PIT,,OAK,W 34-28,,,,,
30,1972,1972-09-24,2,33.242,PIT,@,CIN,L 10-15,,,,,
31,1972,1972-10-01,3,33.249,PIT,@,STL,W 25-19,,,,,
32,1972,1972-10-08,4,33.256,PIT,@,DAL,L 13-17,,,,,
33,1972,1972-10-15,5,33.263,PIT,,HOU,W 24-7,,,,,
34,1972,1972-10-22,6,33.270,PIT,,NWE,W 33-3,,,,,
35,1972,1972-10-29,7,33.277,PIT,@,BUF,W 38-21,,,,,
36,1972,1972-11-05,8,33.284,PIT,,CIN,W 40-17,,,,,
37,1972,1972-11-12,9,33.291,PIT,,KAN,W 16-7,,,,,
38,1972,1972-11-19,10,33.298,PIT,@,CLE,L 24-26,,,,,
39,1972,1972-11-26,11,33.305,PIT,,MIN,W 23-10,,,,,
40,1972,1972-12-03,12,33.312,PIT,,CLE,W 30-0,,,,,
41,1972,1972-12-10,13,33.319,PIT,@,HOU,W 9-3,,,,,
42,1972,1972-12-17,14,33.326,PIT,@,SDG,W 24-2,,,,,
