ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,1997,1997-08-31,1,22.338,NWE,,SDG,W 41-7,,,,,
2,1997,1997-09-07,2,22.345,NWE,@,IND,W 31-6,,,,,
3,1997,1997-09-14,3,22.352,NWE,,NYJ,W 27-24,,,,,
4,1997,1997-09-21,4,22.359,NWE,,CHI,W 31-3,,,,,
5,1997,1997-10-06,5,23.009,NWE,@,DEN,L 13-34,,,,,
6,1997,1997-10-12,6,23.015,NWE,,BUF,W 33-6,,,,,
7,1997,1997-10-19,7,23.022,NWE,@,NYJ,L 19-24,,,,,
8,1997,1997-10-27,8,23.030,NWE,,GNB,L 10-28,,,,,
9,1997,1997-11-02,9,23.036,NWE,@,MIN,L 18-23,,,,,
10,1997,1997-11-09,10,23.043,NWE,@,BUF,W 31-10,,,,,
11,1997,1997-11-16,11,23.050,NWE,@,TAM,L 7-27,,,,,
12,1997,1997-11-23,12,23.057,NWE,,MIA,W 27-24,,,,,
13,1997,1997-11-30,13,23.064,NWE,,IND,W 20-17,,,,,
14,1997,1997-12-07,14,23.071,NWE,@,JAX,W 26-20,,,,,
15,1997,1997-12-13,15,23.077,NWE,,PIT,L 21-24,,,,,
16,1997,1997-12-22,16,23.086,NWE,@,MIA,W 14-12,,,,,
17,1998,1998-12-20,15,24.084,NWE,,SFO,W 24-21,,1.0,0,0,0
18,1999,1999-09-12,1,24.350,NWE,@,NYJ,W 30-28,*,,,,
19,1999,1999-09-19,2,24.357,NWE,,IND,W 31-28,*,0.0,2,13,0
20,1999,1999-09-26,3,24.364,NWE,,NYG,W 16-14,*,,,,
21,1999,1999-10-03,4,25.006,NWE,@,CLE,W 19-7,*,,,,
22,1999,1999-10-10,5,25.013,NWE,@,KAN,L 14-16,*,,,,
23,1999,1999-10-17,6,25.020,NWE,,MIA,L 30-31,*,1.0,0,0,0
24,1999,1999-10-24,7,25.027,NWE,,DEN,W 24-23,*,,,,
25,1999,1999-10-31,8,25.034,NWE,@,ARI,W 27-3,*,,,,
26,1999,1999-11-15,9,25.049,NWE,,NYJ,L 17-24,*,0.0,1,0,0
27,1999,1999-11-21,10,25.055,NWE,@,MIA,L 17-27,*,,,,
28,1999,1999-11-28,11,25.062,NWE,@,BUF,L 7-17,*,,,,
