ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,2002,2002-09-08,1,23.084,WAS,,ARI,W 31-23,,,,,,
2,2002,2002-09-16,2,23.092,WAS,,PHI,L 7-37,,0,0,,0,1.0
3,2002,2002-09-22,3,23.098,WAS,@,SFO,L 10-20,,,,,,
4,2002,2002-10-06,4,23.112,WAS,@,TEN,W 31-14,,0,0,,0,1.0
5,2002,2002-10-13,5,23.119,WAS,,NOR,L 27-43,,,,,,
6,2002,2002-10-20,6,23.126,WAS,@,GNB,L 9-30,,,,,,
7,2002,2002-10-27,7,23.133,WAS,,IND,W 26-21,,,,,,
8,2002,2002-11-03,8,23.140,WAS,@,SEA,W 14-3,,,,,,
9,2002,2002-11-10,9,23.147,WAS,@,JAX,L 7-26,,0,0,,0,0.5
10,2002,2002-11-17,10,23.154,WAS,@,NYG,L 17-19,,,,,,
11,2002,2002-11-24,11,23.161,WAS,,STL,W 20-17,,1,0,0.00,0,0.0
12,2002,2002-11-28,12,23.165,WAS,@,DAL,L 20-27,,,,,,
13,2002,2002-12-08,13,23.175,WAS,,NYG,L 21-27,,,,,,
14,2002,2002-12-15,14,23.182,WAS,@,PHI,L 21-34,,,,,,
15,2002,2002-12-22,15,23.189,WAS,,HOU,W 26-10,,,,,,
