ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2004,2004-09-19,2,23.036,DAL,,CLE,W 19-12,,5,16,3.20,0,4,2,14,7.00,0,50.0%,3.50,0,0,0.0,,
2,2004,2004-11-21,10,23.099,DAL,@,BAL,L 10-30,*,30,81,2.70,0,0,0,0,,0,0.0%,,0,0,0.0,,
3,2004,2004-11-25,11,23.103,DAL,,CHI,W 21-7,*,33,150,4.55,2,3,1,-1,-1.00,0,33.3%,-0.33,2,12,0.0,,
4,2004,2004-12-06,12,23.114,DAL,@,SEA,W 43-39,*,30,198,6.60,3,7,3,11,3.67,0,42.9%,1.57,3,18,0.0,,
5,2004,2004-12-12,13,23.120,DAL,,NOR,L 13-27,*,23,88,3.83,1,2,2,8,4.00,0,100.0%,4.00,1,6,0.0,,
6,2004,2004-12-19,14,23.127,DAL,@,PHI,L 7-12,*,25,80,3.20,0,2,2,21,10.50,0,100.0%,10.50,0,0,0.0,,
7,2004,2004-12-26,15,23.134,DAL,,WAS,W 13-10,*,22,57,2.59,0,3,2,10,5.00,0,66.7%,3.33,0,0,0.0,,
8,2004,2005-01-02,16,23.141,DAL,@,NYG,L 24-28,*,29,149,5.14,1,5,5,46,9.20,0,100.0%,9.20,1,6,0.0,,
9,2005,2005-09-11,1,24.028,DAL,@,SDG,W 28-24,*,26,93,3.58,1,6,3,18,6.00,0,50.0%,3.00,1,6,0.0,,
10,2005,2005-09-19,2,24.036,DAL,,WAS,L 13-14,*,22,81,3.68,0,5,4,24,6.00,0,80.0%,4.80,0,0,0.0,,
11,2005,2005-09-25,3,24.042,DAL,@,SFO,W 34-31,*,26,85,3.27,2,5,4,28,7.00,0,80.0%,5.60,2,12,0.0,,
12,2005,2005-10-02,4,24.049,DAL,@,OAK,L 13-19,*,22,76,3.45,0,3,1,12,12.00,0,33.3%,4.00,0,0,0.0,,
13,2005,2005-10-09,5,24.056,DAL,,PHI,W 33-10,*,16,72,4.50,0,0,0,0,,0,0.0%,,0,0,0.0,,
14,2005,2005-11-14,9,24.092,DAL,@,PHI,W 21-20,,8,16,2.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,0.0,,
15,2005,2005-11-20,10,24.098,DAL,,DET,W 20-7,*,21,92,4.38,0,1,1,13,13.00,0,100.0%,13.00,0,0,0.0,,
16,2005,2005-11-24,11,24.102,DAL,,DEN,L 21-24,*,20,55,2.75,0,6,5,9,1.80,0,83.3%,1.50,0,0,0.0,,
17,2005,2005-12-04,12,24.112,DAL,@,NYG,L 10-17,*,23,74,3.22,0,9,9,88,9.78,0,100.0%,9.78,0,0,0.0,,
18,2005,2005-12-11,13,24.119,DAL,,KAN,W 31-28,*,12,41,3.42,0,0,0,0,,0,0.0%,,0,0,0.0,,
19,2005,2005-12-18,14,24.126,DAL,@,WAS,L 7-35,*,12,79,6.58,0,5,3,17,5.67,0,60.0%,3.40,0,0,0.0,,
20,2005,2005-12-24,15,24.132,DAL,@,CAR,W 24-20,*,34,194,5.71,2,2,2,17,8.50,0,100.0%,8.50,2,12,0.0,,
21,2005,2006-01-01,16,24.140,DAL,,STL,L 10-20,*,15,35,2.33,0,2,2,-11,-5.50,0,100.0%,-5.50,0,0,0.0,,
22,2006,2006-09-10,1,25.027,DAL,@,JAX,L 17-24,*,17,72,4.24,1,2,1,39,39.00,0,50.0%,19.50,1,6,0.0,,
23,2006,2006-09-17,2,25.034,DAL,,WAS,W 27-10,*,20,94,4.70,0,1,0,0,,0,0.0%,0.00,0,0,0.0,,
24,2006,2006-10-01,3,25.048,DAL,@,TEN,W 45-14,*,23,122,5.30,1,0,0,0,,0,0.0%,,1,6,0.0,,
25,2006,2006-10-08,4,25.055,DAL,@,PHI,L 24-38,*,26,100,3.85,0,2,1,22,22.00,0,50.0%,11.00,0,0,0.0,,
26,2006,2006-10-15,5,25.062,DAL,,HOU,W 34-6,*,22,106,4.82,0,0,0,0,,0,0.0%,,0,0,0.0,,
27,2006,2006-10-23,6,25.070,DAL,,NYG,L 22-36,*,13,30,2.31,0,2,1,25,25.00,0,50.0%,12.50,0,0,0.0,,
28,2006,2006-10-29,7,25.076,DAL,@,CAR,W 35-14,*,24,92,3.83,1,0,0,0,,0,0.0%,,1,6,0.0,,
